Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
"Director, Data Architecture",Insurity,Remote,"$130,000 - $170,000 a year",Not Provided,"Be an expert in one or more areas across the Data & Analytics domain including data analytics, data integration, business intelligence, artificial intelligence …",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CStRURn2rH6RIsPv2n_opzri3-SW-kBZWpnuWDMFtD6yoxAjl8mCzKN-s38AUrUYnCJ3h-gLqH4HW7WPh67rIvbGbFHUkdTMjGX1__IBKrNlCN0qKxzdr6K1-W0qoTDtEwzSjsZTmA86W3KVaE7ZtrIv-hHKFHEjdLE-uQUx8f1aRL-ioeO2NDtFDOr1b3uVzCJCwJc3aw5HPkbNRn9BNtsAXYsR60IryH5dGVKjxKRkM69G8R0ON5L9Kdfw3Tz2BdLyhaZ3HFyN4IaK5MpZEGR4LOcQQp2EIj289n2jrR3eb3TMdDuzWpbnyCMVWqaMCxN0ONbvmYbjP5zNrtLxdpSSXjAqOrnlVw_BYwO31289bg3k5NOiJYe4NFoQ5xfXZ89Wjrh0mRqGrZOcpLGElhgfVnhXT29ywaXrTRwut1NAlJYDqnnX0Zk1L1WCtZV-pUMchk1VQxmFb5JQYGeLoN4OWc8I9lew1M0Zr2NGRc7DUvIuNMpDn5q__Qk2Ya95aEK1NJnGAxuxiQju4wsSofIEuhBY6L3hZB6OsBP8XmeltpmS6JsL2ZVt7sgdRXmIlE91UY5-0ksPmZezR4XNIRtLTC5UZLjLtd7D5Xre5QJr0lQGkAPaTfk&xkcb=SoBl6_M3-sexlK2aYR0LbzkdCdPP&camk=tQsC0y0u1Lr3wSThIsfJ4w==&p=0&fvj=0&vjs=3
Staff Computer Vision Engineer,Motion Recruitment,"Irvine, CA 92602","$190,000 - $220,000 a year",Full-time,We are hiring for a Staff Computer Vision Engineer specific to 3D computer vision where you will lead the technical architecture and product roadmap.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DlG8eQ-E_eElbjQUAvh1Po9TMRdgcP7wLVIjfv-ORu9JgO3eKYfgel2s47D-0NuUV4mHpNO_RBxlFZPbemsdAZaTw1vVVYzLer0en9NQsAbBHilU5WR4wCfs45Li2Z7SHD9zEBj5JGfjH6hEwdBUKPL7sfCPWId3mZnUN_6kJMjJSVwEsAuxUjvSWHABXE1h3WUqfRIz4R9JYw2jF38QlsCvasbqEYeWN_zXqObQTNgfH8hCQ-jBvGDFxi10B_5oGOcavyKSHSHzdF_Var9IVkCi_YefiAOdGyiaN4f1Os4t6MLLDiZjPFxGm_pbzDhSfgWyvJycVmW5dPOyfgNwiztocqDaPdxrhFOoyZtfu9o5lgq7WlrtOae9y5P-6q-lf-S4RIDID47Ty1oW3dZWO7q_NpFoo_dUObNdtLgFQeynRDirJrYjbyeDeQrtGupzruVzdekhqgVY9-YmgJmStPeV7_z4WWYkOA6w6Yx7WGfuHCBnO1voCU38zTKtql_3ZKuQR89nNnXFLiIDoGT2Vj0VgVpoQASPMheOG021U7MEZDqqIf8M5fIYFgdWI8OFYBdIyFaCWsx861caE2rRoMY90FFKIhnywSFBzUpBvSPaAr6zANbDTxxhyyNXIRTj_jpTrm-Su32m6dsD1bLZ0DbT2K7L5J19FRD3u8wQpbJ7zAv684eAZwwG0ws6-v0P3VAz4wKNayjhLiD0pbVi4cZQ-JybqOafmWJemWNZpDCK8NUEd6CgPey5D2sDV7G6MvtR5qwMcrMMhunnkw3zF8aBSyua139GqzKT9EggIZQGVMnW8oZyKIy4E0QGZdxG1ZnXGNzm2Z2cmTjAiz_s8hrBuPqVJCHQDmhnLElD26pv6OxIgVadPeYO5ME-aH830sDJH4Sp7Zn8BbfR_hgJI3Rk1NUmVgx7sa8jX9djVYXSjCLH1AB2TmulhsLj4zuu8mLiortDAhc_fHeln99a2L_yrgSILOE0UrNDybZ6qzx5CmmbJ6s53E&xkcb=SoDR6_M3-sexlK2aYR0KbzkdCdPP&camk=H-lBaXMUocKZ3rvXdkQH-Q==&p=1&fvj=0&vjs=3
Security Engineer,DerbySoft,"Dallas, TX 75254 (Far North area)","$70,000 - $132,000 a year",Full-time,"The Security Engineer holds a pivotal position within the Security team, actively contributing to the design, implementation, and monitoring of security…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AaHXs3Vl_q9TVbYax1WnGNSNJsztRyof9NWE-KxIEEBsmZsHUwk4MOaPIumZk2Xv15Zshcf4FgnQ-mlYhDEBShj9doSVjSYFE6_QXvb1ryfRiskv-Ilps3X3ChIyof9veWvxEDfyE-3NJeTdvT6od4frTkI1X9yIrONa-cw2J6JJ403zWxxHEYjdrYai33ecInczQkOh5N44HPrqOI5Fo6aMcKZPK-Op9okntF8Q4OTPunm7DIDcD2Oay1nj5eXFY7IOr6DJYZg60T3ZYemFOYs0fzwMu1ds1HTgU2mLgRaprZkH63vUJCf4DXJ-mMA-POlTAoPUl1p22VKPF3e0W_Xhu279deaku4I5UpSjw82kzJYlTY9l547fMG7IQshPmIfBk3c9_2SAee7-V-5yd7ppm4CjLB8eDXCqJHq2TfGkbosHe7DsH3ZVs2X2tsMWm6iBq-iSEoFYMW6Qlyi2lPHBMlO1P1w4upH3sP4wEDwDIiUrHqpWdMu-IPWpj87Nq2mDHrj4cjJbznVEOQmAGs__vl_1GhKQbP_LWmRElqChmCaSaS3OGg0VAqkMRS8TmWFfULnTkUDUuh5exRdRXHCUwtZv7Pqj7D644o7ZomVm3tqCP2gqY4-TBcSP_CZ_Z2IkRkEYzFtBrt4h7mAGGv8L-0ymqhWAJduF7fXz08KmWmwWESq6H-EBaMaPKA-KjvS5x_7Njo-GiaxLtm6xillncMJWeJElgbQu3FB4plekjwRSNYZSiFhF1KrGv4fDNl0b_vX36w5PObDu7qUu5uXyLzhA-ypxHFAP88sa7vf0MyPPHtSjbqaAgeg2N1UuT6iXRmlP2FN24RBLJh6H0-sQuvnXcCexkx1p5Uabr7qUDGzzV1pZJffYfzpTXchZrjETHEURsAr1HFaMjkMqXmU920MIx_a-Z0YqkFj1OPwrMM84KBLTeNW1Fr87Lv92U=&xkcb=SoBM6_M3-sexlK2aYR0JbzkdCdPP&camk=nUmJqO2E8riAxFHMtUlWjw==&p=2&fvj=0&vjs=3
Data Science Consultant (Hybrid),Securian Financial Group,"Hybrid work in Hastings, MN 55033","$84,000 - $155,000 a year",Full-time,"4+ years in data science or related field developing both traditional algorithmic and advanced analytical solutions to complex business problems and projects,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrLlW_ZcUuDJ6jZ6w7g5y0dbJg6hSE_bFUiaAMAdSUKjwRuLRuecyYddHAuiD33dF3fgdrBdDrh5I0vsCHp_fyV85t6e6yCx8pa0g5cU9mP-blZBaKHV3ZhC_AoSnFz0ql6jaFsLzLnQdZWUWzlwtjs3wBvPXEntTJnJVfAmU4YzI5rSTJBbLeSKt9AAlTNdlDEd6dV9_L7tWRtuFJMrjx4_6LN-jOf4pj_5Gif4Xm6qQrySwkizDTvxQy6zyYI5duL3VJTwJql8sZdImoXAGTvzeUJDgQxheZdtc_Y-Z8LQA1HN_54Dehfnu9J-Bzm2MsiBZZzYJG4FrQ-v3Igacv-jJCYuiw4thZmawXBF5Vb0CUrmpjVQMGYx1gCHQMcj9PAFKkgJVDRh6e-6GlCF9WUfih0xnAOBnmtrv9W2o2-SV_w-jPm1nGEs6Kl2RNO-7cIr5cg-2ARBIjizIkSz9QG7tw7i3F9ynVVJ4ZeiqigbCOBfwPuKCIOi9aLm371oxKkAhzqZEhwwl3pifxM1A3tAmp5MukmLY_Rj6PiDhwBjB--bWwzry4cKJOINYVZ8NsAtS_-7ZOleL2OZABSqo2a-Q6lr6Vk9XeviHJoBMkuSq7nml1d-5GCMmbtEa9L4psAFgIe_xzvNJTuFLm7bc4MCWM5hLl6cD1H9VYkjO4WfQrejT_Bra8m8Da11Ha_uYNbMubfBjUZPKWnselZFnBz1pOLBRAUKY5ocnr289-txVKYwApA5yUmSENjlDgPl4uBbVYUT-LKUTYYFtL29nfNjf9uQQ7TmyHyujfLH8-9WE9F3UEkiWIT3RW1tnfey4QflAicGdLbn0c0AkwXGj45xigpsZZ9KpQv2MDmhhxL1Hi_Wz-JI_fiZ7VJN0hfjCfcXHQJjzaopaJbsuuVqpYGx-zd4u2cjA6zyA71gJ8rUYsEf2ky7NaB5ErBYrLs7rkz-Avju867CAUlpj3TZqy1Owb89ADq1k=&xkcb=SoD46_M3-sexlK2aYR0IbzkdCdPP&camk=f416UQcMBpAMBHzhMBUx0A==&p=3&fvj=0&vjs=3
Systems Integration Associate Director,NTT DATA,"Remote in St. Louis, MO",Not Provided,Not Provided,"The customer would prefer the leader to be near St. Louis but REMOTE work in Central Time Zone can work also.
Be a part of a cross North America and India Cloud…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bpo5Q-IoG1V_mjYSR4J41fvsy6TiSA3aeewfLkPI7RoRRykJRUrmpmFXJ_4TwmBrmwfdmObuKDYb48gIPNJOeuvjYG4kFfzTId8YYd9tnNKOmNWjI6djfaw0nEldXvQKd5lJ2DXNoUdA6djv_IKLbwZGCl0EswQSew3N54wGIPX6nOA7_IqVnBxYztxa93sErFsnBnKADJKGUX6xCt4XcQuUobPnZNgLn4bvuSHb9zh5jvPwgToi6bP6bSkSF4mtcDbFiUGudxPwPygotQXPixBYqsmrJZ6mEZCIA4Y9KuZbYooCahdbnAZTafHkVIkhuiHg2GTc_OFj-KBP108r9iru01nKl7_k-WMEBb0H8Tr6EbJwaYuLBwqN3vxqKsUFpM5VzBTYGQgEZJq9N6FxZwN_ijl4DzykJEScm9p_HJe0o8lQV54iqas1I_vv26TBTUarxCGT2ZbB9jZHw46e_vJInu39lRnJWtHU9DSOQRuwzVpaA1sHkq8cTLxTOm7AR5Z2xdtpF5V3-ZDr-3okZBP3oSy7OquzHY498E6YuhjsXSY4AM-0O62Q6YoboHN3BL8fmkwCh_p047bMCtYhbLOIMa0TSDPJIeBbB9yYTazPITxxFv8IVfNCYTWQdmQZ1zyA8bVGLT7MLqb43McC-JgnGCfupuL2E=&xkcb=SoB26_M3-sexlK2aYR0PbzkdCdPP&camk=f416UQcMBpDFDqv2zwF_Yg==&p=4&fvj=0&vjs=3
Senior Buyer,Vertiv Group Corp.,"Westerville, OH 43082",Not Provided,Full-time,"This position involves planning and purchasing products to meet demand needs while maintaining optimal inventory levels.
Foster a Customer-First Mindset.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGbFCOd0g9CrcorTJRfrCdp_f0OS8HbRoYOMYpzJAjur_rnGPX_jo1NoG5st3twWCT3FOlin0Z6K1r11oJAlZEPj4Ivmb0amIMgGwmYlZxqodJzOSQFGJUYbuW-EpB_A4YxSUSnk_4iarMU-DvgwXMwc_PCRsYjTz3bGIpsS7U1eJcu5TRzbim-uuA0-HAWdF7jfa9Y7iqF0ZofLxvDBnI4Ua0_d3lFG26vPMlU36NFZiAa7jER2ZuOD744sZEbqWyXExU32vsFeBOgaSaWfA-aNh6gj1ZCM2bTjKtScaNcdZkMWO_RTmbBM68b-oIEAsLVwT9e84v0-nEBGF6-t6Us9oNW0GpFDDvxMmBpRNtT6p32ycnLlfF7JBnmsfF6-wyPEKUVDxfZKVIMPgz3wc-9immKaQsyJw235S-5Wm9BvKgDvXX1KzN_lvCrm91RgfdFWVvts14_lztEaN-DP41cwh2r9Pu7uaQjlKrxG-KndHaphOlitmIzOgu_v4CZLykEHWV56Jz8qGt9zEirq9eE9mx8b7ZYgc1ZrqqY8DbFHZOaYfp3NX6PaQSxdu3dVFeN430TKoyHWgHn2diBKCH85oEkSuQObLm&xkcb=SoDC6_M3-sexlK2aYR0ObzkdCdPP&camk=nUmJqO2E8rjwVV7zVSRwKg==&p=5&fvj=0&vjs=3
Sr Lead Software Engineer,JPMorgan Chase & Co,"Jersey City, NJ 07310 (The Waterfront area)","$171,000 - $260,000 a year",Full-time,"Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF_nh5ZfsFsBmdMtl0VmSp3qr0hiO0v4aMZualv0QEXwqXwKBnae74ANmvVpQ0zTIo0E8R0NUGFvWpDdVsi5GsAN0IlkMZaqELi7KbZ5uyArz0x-zOHXsdgyzrzVJKr9aI1SEo9d_iO5F26hfEd-F4OmvyBxAZ_6LIMg_42kLg1-8r1p6IJeO-ksTzOKUQdR0Z9GLP8UwM__1DiQTBX9oUGoczmJG2BLRJsQEq2XegVduo7amNLu5AlQQpTkhfyxP9oVksvTHyc0INH3ET3dCdU8Cj5D9A9m4dy0ELsXDDKf7YvoOwad1jCQMDT0w-63X18BAk60bGa1Nt098PMyRJqcDElueg-xV9y-iyM3amAiBjhSpCpehQUp1qwPNaeHvfNXVfNc4xGejlQkNyL1FLnn7Ncy9ox5C_XJLj4UuzqduLo28NmmXw0EySKC9eJFPHxDQIXRr3AtGLhzVoPa34MVo97kpui2amIRxWd-wSwe0L1DaxbUTPLGO2HCcbBTfEPgk9kkO4j2RudJEa-KRqo2r7c1_HwQdetYjV6hKkgxEi9MtK5wDxPqAtX_6JEIjalpIWCkels5naeVKcN-0j-X9oG0jgbL-0a8C9E956jSs_050ykN8EEZvBIV4jYGc-_2ipBswl9jmhuDKsJyuhyfMa8juuHbF4ZH663PLC-fWtSjowptB9nZlsjh3tWtdhJdOrqoUTub1bZOUxu_mu2uxrjMovdj6OxVRvzpZORrSNcM_86KTCTJnpZ29fTMX2TkAIE8zpHshq9fkPk80gRyeZiwvyHjW48d09bJkwNSSaK7dLJ7ZKPZCRW5Sjb4vc8V4cuAbprJDM0AdDmBUxa1vM3gMUqs12TEXwsfhA5llhNyLZZeK2i-F-YaVgwPoquCgvmNGlHxx_o3rO0Vq3ExHvqePqSho19FFEdPeH39IOQxhSi6BWdkQlXkz_YpYVCTZECjYyxSBWpgrwuQ5DwtWFPkXw9PRM-XY_hIrsZu6X5DWISW3pk6y5vXxHh3iOHigEgRpM35sTOOy7AZFnqrjY369rR5X3l9OtF-svflDu7EfTL65jMZO1vWPSn0nHg1-JvOFPeCHARNCjYERdrFwRv49tiOfa55hOSv_94-XDCwA6IjdxB69ECfUBcBYKqPGNd8xDOab8PORMCM2kJbFxS9rYCIBkUubUfFCkcjufNOsB25EPKWpMP23o24lzQsxIrsFcZOWYcYcHD6TrXDsB4EjwrZCAm-n7ZQETTvNQsnZgUoOwP6DxtBujMbMjra2wBUxRp4gL_1lWOamWfStiPuAUhLioBXxarqV68aUuTZViMtHyXoPfqhZLW1eGHKm3Pn50f97UpSGN1x1U&xkcb=SoBf6_M3-sexlK2aYR0NbzkdCdPP&camk=4HOcmqOLYrBqfgxFuoal7g==&p=6&fvj=0&vjs=3
"Advanced Practice Clinician, Primary Care, Eugene, OR",Optum,"Portland, OR 97086",Not Provided,Full-time +1,"Flexible practice models include Traditional, Hybrid & Virtual!
Full-time or Part-time.
Average Daily Patient Census: 16-18 patients.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxQlF9nfElD1_UcCEZeahMAyxlGtDAo9E95zULo5CnbGtFfmSwwTiO8w0eLTSUU3eGTTFjyJodIhRXfb1mNyueTfGxdhQ-BQPqSccnAMUD-SwELOF85rmpjgNYYBsgsNrJTIqR42r30soKY9K397FgH9MEiAvncM-I3KfBaavaRkBXUqy26CsT_QkQasY9uy18Klk_V_SIeXjCJW-4nRrL0IY-NU6LnFalPmB1EN71EfKvtPHdSVWyzAdCVOeO2XP7ILoLsTwJ4jZh083qGxRcOqOz8vMyM5JLf94B047RZzjCFLSBBZV9JXOShSUNdtRBPxEH40Iqu3t_ZjPjzeJNZRrorxCYyWF0dUO7iA_qnOuTAeslgEn77qzqpUblWdmhGvi1OCE96pAY3ohuS-3PRRpYaJDVKw5p0-RWr2BLAOIZjIvBdloCrgg7WkuW0CF-tHXkkEE58D5ACKkCcRqs2FUAIGH9Ikaq-qAWvI_fUvdpMQOjFDMHfl4aPrz9CmlBQqHT2Edz-7fomxkSoaoovNBFzqlf5_rHkhVI4LsN4GRNdays3ItFEXvcshadpIDpoWuCankaxK22w8DoDqJ5tbqJSO4SgwqU1x8GpqC-Fbm9drDeQEC26w7qYit30V3qwLbQIaukdmp1Nf7xrEVps2o_U-xFAY58DpgQ5sLrVldcDQHSRZ2b-3-D6zmedpg59CxVR1N1Zwj8eDBfK7SO8htMfkQ9v1UwVKyzIbSQNoz6uz3lN89Hh3hKwZUVQALV9SxDAOYBqF0xydEOV0BoEhdparEBS58AA==&xkcb=SoDr6_M3-sexlK2aYR0MbzkdCdPP&camk=4HOcmqOLYrBOJqPC6r4zxg==&p=7&fvj=0&vjs=3
Patent Attorney / Computer / Software / Remote USA 48072 3549-i,IP Recruiter Group,"Troy, MI",Not Provided,Full-time,"There is an abundance of challenging and sophisticated work here, thus you will be exposed to a diverse array of complex software and computer engineering…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-GnfhkYhNSkhmOlIaGMZ2A7LEV2ydYFCWtitvr5Fzjeca11ytW4ingAq1rOV8girxPhGxBvVWoerK1GgefINaha5v9q-k_yBxWDc-vj1SB7JE3-_gfadJe5_LbT4sudz_DDO7C0K1_8ZLXqHZuT8WXuNcYnOfZKTYC2lz1YKqPr74MolMUCtCX2gkP52aVMuQfExpFC1ESOeOQb9seg_xY7tE9myjESScGbdNJBm39R4QCj_amfdRflCJQ7nwWD3laOAZg9Eo60xMPj37mvFMxD66lYqGjaFTG66ylEfTw8F2omDACx3A8k7-grHqWrwXuUt0BeJRUlhO_sYvb_c4K1D_je29-HuSQQqR8Q71FgeEXzxfzI-BlNMRqwGkCeo82J8B8eyDcdn71hrPF8o96qTIGdwxf_U5xl00wxdEpKeNFclR4wrDro1Ad5i-loAzitQxen9BJqG1eOFa-HelPLjqYLdasuG4vA-ObedgQIhMcNJeLV6CgKWEPvtBAqPI7vCmsrXukzIoEGvynEbn_2pp7eOTHjPvxFWd9OHyOa_JlBvGAcw6De3zhGBGyYAaaIr1u-aaFkN_Pw2PIRxtQvTjtJo8jox0iyKn_oNpbjwDbAB8YqXEXhYQYmHz8s61VYJtBxLFMySaLGI9dtc4axTL8v4cgbdmEeNwDLHzje4afzLUoOF4qFXrBc7DVIqkCpJbvrMi0g==&xkcb=SoAC6_M3-sexlK2aYR0DbzkdCdPP&camk=4HOcmqOLYrB26cJs1Ee91g==&p=8&fvj=1&vjs=3
"Principal Software Engineer / Java 17, Scala, Kotlin / AI Application",Motion Recruitment,"Santa Monica, CA 90402","$200,000 - $230,000 a year",Full-time,"They are looking for someone with 10+ years of experience and someone who has experience developing in Scala, Java, Spring Boot, Rest APIs , Microservices, SQL…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DlG8eQ-E_eElbjQUAvh1Po9TMRdgcP7wLVIjfv-ORu9JgO3eKYfgel2s47D-0NuUVIBkfUAb2mDuf8Y0sVqfiUzMUvdMR0ur_VCPoZbXCO2BW-cw85tqN8LEVC5Dn1H1mHealxO_9kvqTMVZvVIgX3cuK_C6bqt1lUHFbOZfuBWbehdEE0fZqcnY91eZKxCIjcRSUeub5gt8mmUUbry66r4QAYjH26n6d6oe9CiEvmA6y8nQTqAWnJeSptmYxROuPpBwXMOsdQonxBDDV2GI3mqc0mbPS9g15gX5LyKMt28MAYLMW-T-AqTVIcolDa6bhnM9JfNXIQbvrFwCqBwMn10C0gI4cNCPFkJ707JoCXa24bq7RzJqEjBsyKajQf1W0spNPAMW46-_n2c8OblY3wyqGeikh8sAlgXvaL-d-R_shHKYVe09Jump0o6qbPVyDntppCImTMGRPbnQhebvu7698KiR1GfTeVk0fENjkeTUUud63e0mhdyUGXLHAlERJMWL5Rc9iK2f-X-ceNBybXOHNA3Su2nTIGuFOi8Ut53zm4rhxVAf4bav2kUx0N0aO3viVDTmGXfiI6xAHQpBc-DqkOo5RISsyfG1Xa91YMlv_dxWbOOl4gCQ7-_7Thz_KHeq_smLbkK3HzwYIe9o6GrZmxruljVVfOn-RVmj7SJU6VxJ-RkE7I4b2qU_jxWZM1tpUqH5S9aspoK95fPiP0Cy3_EzFuaT2ma2CixpRpv2yEGcbp-G_bVsJVkks-b9mjOXZjJ95dkehKx2G7iC-lzdpeQCb-Q5oIiREPoeBoYzVgCqKbXAzItw48qJyDtXXA_y-czv3xPy8JKK0SB696aqakxiZu7nCy_dbjCe-16FVp-JTIFt3iyncelIUqzlQPEa7eJrl8vovhkYb8yWFAH53btli5rYDIVs2q-o5FV2nbSBmTPgJbjkpTE3noUkyVnFx0sgMFmZJ794OE6qzCjmsFMbj-wfYxagWtH_m_7OJ-lFkBkCdEVwxTe0gmbiq4sjgFV5KJcV9MbMws2SbPN2ErrQWN-y3lZUmNSP4PTL43Yr2Qwm1b_en9z6wBqKs=&xkcb=SoC26_M3-sexlK2aYR0CbzkdCdPP&camk=H-lBaXMUocKZ3rvXdkQH-Q==&p=9&fvj=0&vjs=3
