Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Certified Medical Coder- Auditing,SALUD REVENUE PARTNERS LLC,Indiana,Not Provided,Not Provided,"We are at the forefront of innovation, applying next-generation process automation and artificial intelligence to focus on the most productive work to help…",https://www.indeed.com/rc/clk?jk=51b5f6d36c443591&bb=pzfOjSVxdjTtIVDIBuq-J5bx0Dw1w_LEeJEjTnLzboAAvL41g50L26my7REJPS7DZS5TtxSYZay5wbkqzKlcc1tDPh07mKda2IsYF_NwF0_KN6XhXUukgV62_xxOpbNg&xkcb=SoDR67M3-seVGu6pGh0LbzkdCdPP&fccid=f9c91f5f3f31f742&vjs=3
Digital Equity Policy Fellowship,National Hispanic Media Coalition,Remote,Not Provided,Not Provided,"Has a basic understanding of technology issues and their impact on Latines (i.e. the digital divide, artificial intelligence, and the importance of digital…",https://www.indeed.com/rc/clk?jk=117e923ab751e7d2&bb=pzfOjSVxdjTtIVDIBuq-J3Ss8_i1-2--cUCThuFlASTtVA9Sj56_14d1nVW-DhlvB7QTGyhWi4cFZYIGpQyPxD4m_dzv-WMv2X3IwNGVdrOMI9dGKIrQwMKLO3l25P8F&xkcb=SoBl67M3-seVGu6pGh0KbzkdCdPP&fccid=df304d8228519c6f&cmp=National-Hispanic-Media-Coalition&ti=Digital+Equity+Policy+Fellowship&vjs=3
"VP, AI","GetWellNetwork, Inc.",Remote,Not Provided,Not Provided,"Location/Travel: This position can be based remotely.
Willingness and ability to travel up to 25%.
The ideal candidate will effectively apply their deep AI and…",https://www.indeed.com/rc/clk?jk=23c77fbaced18226&bb=pzfOjSVxdjTtIVDIBuq-J07Ojw8kVdgswTHkpmUt9-k6vyUtMnbKc-tLFvMY7-mQieczNG9Rc7_5CRzvt-VCmj-UkeLF_jNUr141vPD35tr37f_9DBiFmw%3D%3D&xkcb=SoD467M3-seVGu6pGh0JbzkdCdPP&fccid=af124d6b8bed6248&vjs=3
Adjunct Artificial Intelligence,"Strategic Education, Inc.",Remote,Not Provided,Not Provided,"This Part-Time, Adjunct Artificial Intelligence (AI) Subject Matter Expert at Hackbright Academy will provide supplemental guidance and industry knowledge in…",https://www.indeed.com/rc/clk?jk=99cfa3b3db6352db&bb=pzfOjSVxdjTtIVDIBuq-J_5QeLs_tWlBjlAwM22OrIGQUhRhoIs1auFY1uhzfEV1XAaz_oPdFByE95ulZcXaRR8uWWqGztxOcfHqi9FaPmEFX4jEHSIh-lChCHkY7sFV&xkcb=SoBM67M3-seVGu6pGh0IbzkdCdPP&fccid=aca27ed9e11b6007&vjs=3
Analyst - Data Science,Infosys,"Tempe, AZ",Not Provided,Not Provided,"View all Infosys jobs in Tempe, AZ - Tempe jobs - Data Scientist jobs in Tempe, AZSalary Search: Analyst - Data Science salaries in Tempe, AZSee popular questions & answers about Infosys",https://www.indeed.com/rc/clk?jk=2c94c3024e2a72d3&bb=pzfOjSVxdjTtIVDIBuq-J9-7xQpAXLtKwZzXhkuauIoDswH1NB8HvsvzqjdwViPMiv7VDe_MXOiyWiZaAgwijJCS6i9nI0QWVj9SS2f52x_aI3_Z_sP4yolzjDxUJOC4&xkcb=SoDC67M3-seVGu6pGh0PbzkdCdPP&fccid=c67533a523c83a4c&vjs=3
ACIO for Customer Experience & Artificial Intelligence,University of Oregon,"Eugene, OR","$136,400 - $181,000 a year",Full-time,"Categories:* Administrative/Professional, Executive/Management/Director, Information Technology, Operations/Infrastructure, Computer and Information Science,…",https://www.indeed.com/rc/clk?jk=defe5fa6e1eb4097&bb=pzfOjSVxdjTtIVDIBuq-J_OPynE8vwWrM4RIsGM9i2jk5Pt3_u4hJspf1y9hzSF1Se73ZUCY_89k_sYB3KY7id3joZqqAXpJzugbJbiexKE2PLMPuE4GfoFQef4S3aOg&xkcb=SoB267M3-seVGu6pGh0ObzkdCdPP&fccid=f91ab1e79b71c167&cmp=University-of-Oregon&ti=Customer+Experience+Verifications&vjs=3
Hourly Data Scholar,New Jersey Institute of Technology,"Newark, NJ 07102 (Central Business District area)",Not Provided,Part-time,"Assistant professor at Mechanical & Industrial Engineering.
The department of Mechanical & Industrial Engineering at the New Jersey Institute of Technology …",https://www.indeed.com/rc/clk?jk=c4a4197fd2366d65&bb=pzfOjSVxdjTtIVDIBuq-J_VOClk8Ej04t7yJ0v1wLf85HnhmS_813AeXo7ln12jC8itca75MIJurFu-El5uTarah8uI2yUZNvXIa0wlt1A20Drl2tlpydQ%3D%3D&xkcb=SoDr67M3-seVGu6pGh0NbzkdCdPP&fccid=c0940253894c503b&vjs=3
AI Adoption and Governance Specialist,Booz Allen,"McLean, VA","$75,600 - $172,000 a year",Full-time,"You will be responsible for supporting various efforts such as implementation of responsible AI practices, communication and outreach about AI training…",https://www.indeed.com/rc/clk?jk=f711af85cccab84a&bb=pzfOjSVxdjTtIVDIBuq-J5bx0Dw1w_LEMBFvsZBsp8Cu9SM-3iJMoPxJ8k9lzzQOn-D2TqfVLUV7mdSGGlEgRJRFEOrZrXRYdsi8G2-x_cTFHR2LVnoV3AOXaFGQFpAn&xkcb=SoBf67M3-seVGu6pGh0MbzkdCdPP&fccid=4e041af1d0af1bc8&vjs=3
"Vice President, Research & Analytics",Kilroy Realty,"Remote in Los Angeles, CA","$225,000 - $240,000 a year",Not Provided,"This position is responsible for leading internal and external research and data analysis across the company.
Working with leasing, investments, development and…",https://www.indeed.com/rc/clk?jk=7380032331e9c393&bb=pzfOjSVxdjTtIVDIBuq-J4F0D8z-uqGFpB86SqZ3Y_Axhvj8gqn4XjeugYv9VhGU7LKDSqQVf-cbLhP9P7yvTmniiunTogjpbmeoa_551Ac52D25lBLI1kktOe8HFQW1&xkcb=SoC267M3-seVGu6pGh0DbzkdCdPP&fccid=36f278767a123f2e&vjs=3
Data Scientist,Microsoft,"Redmond, WA 98052 (Overlake area)",Not Provided,Not Provided,"CHAT Data Science, a branch of CHAT, provides data science support, machine learning and artificial intelligence solutions, and advanced visualizations to cloud…",https://www.indeed.com/rc/clk?jk=4da6aec1310a5521&bb=pzfOjSVxdjTtIVDIBuq-J0NJFXbAJF31Npxkt6gaqkVP2wFFM4iVFlHC2xdhq6_j-u8fivrlOWe8nZtRx02Y5y6UtnPoYata7x0HCSFB0KNG4bqNqUyBMA%3D%3D&xkcb=SoAC67M3-seVGu6pGh0CbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3
