Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
"Adjunct Artificial Intelligence (AI) Subject Matter Expert, Part-Time",Hackbright Academy,Remote,Not Provided,Not Provided,"This Part-Time, Adjunct Artificial Intelligence (AI) Subject Matter Expert at Hackbright Academy will provide supplemental guidance and industry knowledge in…",https://www.indeed.com/rc/clk?jk=e195a4d9c8f85f41&bb=Y44-2CoLR1ljWHnuJVMYy4l26r0OJodZojNl6fpr511675Kw0wtj7-hGkSU8MWsnCZFnUFy2v79ztLUimHegCGrGy6KxYW5-TI-iEWMvCV163HN6R7Tk0Fd4N1_XKrCi&xkcb=SoBx67M3-seWjMapGh0LbzkdCdPP&fccid=4a63ba4ff006471b&vjs=3
Analytical Flavor Research Scientist,Coca-Cola,"Atlanta, GA 30313 (Downtown area)",Not Provided,Full-time,Our Flavor Research and Creation team leads the discovery and creation of breakthrough flavor understanding to bring new insights for creating superior tasting…,https://www.indeed.com/rc/clk?jk=2c9249c88136bb91&bb=Y44-2CoLR1ljWHnuJVMYy2RYDWvBenz0rMjZlYr_nVqI5Tfoj5w6Vf__Yg3eUbMx7wbCF71LLWhmMLEwHViUrXFn0j1qnvIGKUm0GUl1MQbUDPLd6UuuBQ%3D%3D&xkcb=SoDF67M3-seWjMapGh0KbzkdCdPP&fccid=6bb4fc4a8a4cb4d9&vjs=3
[HackerRank] Software Engineer Graduate (AI Platform) - 2025 Start (BS/MS),TikTok,"San Jose, CA","$112,240 - $147,000 a year",Not Provided,"By utilizing AI model training, optimization, deployment and applications, we provide cutting-edge AI capabilities to empower content creation and consumption…",https://www.indeed.com/rc/clk?jk=faee7de8a0ceb923&bb=Y44-2CoLR1ljWHnuJVMYy7vmS2xI2a_tsa4-I50L7Vx4b68kcYBZxkfYXZcIpIg5-2vtoL4GQBjtsA-NsSQGswkUH_NYUOXdpCqaFHsaGbz4iz5IUPtnpKkJ-cazMg-Y&xkcb=SoBY67M3-seWjMapGh0JbzkdCdPP&fccid=caed318a9335aac0&vjs=3
Bookkeeper [USA - Remote],AURA TECHNOLOGIES LLC.,North Carolina,Not Provided,Full-time,"AURA Technologies is seeking an individual with professionalism and integrity who brings a great attitude, excellent customer service with a good knowledge base…",https://www.indeed.com/rc/clk?jk=eac8f86ece739ac2&bb=Y44-2CoLR1ljWHnuJVMYyz9_WjcjVVytlPKr0lBypiDSNFCA3QWGDFBAh-UtxjRzhOVrgM-yGlpYaAWH-DN1qNjKBOLYU0_7hMPBtpZyGwXPwK68uIKWzAkUrLzmXdm_&xkcb=SoDs67M3-seWjMapGh0IbzkdCdPP&fccid=74fe06c6cbaef3fb&vjs=3
AI Generated Video Producer,Expert Education Consultants,Florida,$15 - $22 an hour,Part-time +1,"The right candidate should have expertise in using these tools to generate high quality educational videos for universities.
Job Types: Part-time, Contract.",https://www.indeed.com/rc/clk?jk=f7ee044018e39dad&bb=Y44-2CoLR1ljWHnuJVMYyxwto1PaBmKeIZmASbT0WmBXVXr2CqtzKTpMCIeihCLltSPUtvSGJLNzxdUtxw0CImHt8BFIm3yJvIy3PluTOZmnDFFrP-fDAtgV6vV_3qfr&xkcb=SoBi67M3-seWjMapGh0PbzkdCdPP&fccid=6ebaf35dbae98233&cmp=Expert-Education-Consultants&ti=Content+Producer&vjs=3
Machine Learning Researcher,Lambda,Remote,"$189,000 - $260,000 a year",Not Provided,"You will work on developing and refining AI models.
Publishing research outcomes in the form of dataset, model, demo apps and publications..",https://www.indeed.com/rc/clk?jk=add5fe9dc1ab4bb5&bb=Y44-2CoLR1ljWHnuJVMYy5YEGaJEadxtsT71A6A7hNHSt2KFf2Rdg9yd8Xle-JQ0kgtKXy1tANxhnqsgEkhhh46FImmOTbIzGhW4f210UqYvH_Df7-8gTYv_N6_qxxlM&xkcb=SoDW67M3-seWjMapGh0ObzkdCdPP&fccid=b60afb128c8f7328&vjs=3
"Vice President, Head of Artificial Intelligence",Tokio Marine HCC,"Hybrid work in New York, NY","$275,000 - $310,000 a year",Full-time,"The Head of AI will spearhead Tokio Marine HCC’s AI initiatives, championing the development and execution of AI strategies throughout the organization.",https://www.indeed.com/rc/clk?jk=deb2926dab87521f&bb=Y44-2CoLR1ljWHnuJVMYy-1tMA52amxS7_vAVsufGOFeJRop5S-TAs-7O0SKKnRgarecsFS8hIcLFF1ivnRH8c6XdO5wbUqxJyMFFAcnG-HCtkUMbYwUThCRDxZ5440t&xkcb=SoBL67M3-seWjMapGh0NbzkdCdPP&fccid=228c7dfd08a45e32&vjs=3
Artificial Intelligence (AI) Prompt Engineer,Sourcewell,"Remote in Staples, MN",Not Provided,Not Provided,"Artificial Intelligence (AI) Prompt Engineer.
Artificial Intelligence (AI) Prompt Engineer, Grade 10, $76,020.39 - $106,428.53 per fiscal year, commensurate…",https://www.indeed.com/rc/clk?jk=c6311f1d62ebc266&bb=Y44-2CoLR1ljWHnuJVMYyyoP9FdJdLHK7ZpPbUbyI1sF1ze5sTlesXIo5jwNnFNdcGggSHX0iWpULQRrRCkcx0eQwsjcm15sPLNL-dSw7jRADj4t9VjUgH6OBgY4a-ms&xkcb=SoD_67M3-seWjMapGh0MbzkdCdPP&fccid=96ce0c8f60b128e2&vjs=3
Data Scientist,DTN,Remote,Not Provided,Not Provided,"DTN is looking for a data scientist to build generative AI (GenAI) applications for content creation.
Design and implement GenAI models for content creation in…",https://www.indeed.com/rc/clk?jk=ace735127d6690ab&bb=Y44-2CoLR1ljWHnuJVMYy_m-0oF2aaGMdfJjIzPfZ6b5rQrDg_aC9EqCDE3heP5UMPgemxxYjK_HBCotgCsx8Ob6pHzJfuCNw1vG1Ek8GYbyxum3421PIPkb0u0y9FTW&xkcb=SoAW67M3-seWjMapGh0DbzkdCdPP&fccid=e800d97a89d68322&vjs=3
Junior Professional Associate,World Bank Group,"Washington, DC 20433 (Foggy Bottom area)",Not Provided,Contract,"The program is an excellent platform to sharpen your existing skills and to develop new ones, all while gaining a profound understanding of the challenges…",https://www.indeed.com/rc/clk?jk=53630486f8dc76ee&bb=Y44-2CoLR1ljWHnuJVMYyxntOa3iU8X789B-o9Ntcf83I3XPMMapMrnge8Oyqa41Ksk4jXuY97smvJeCp26IrB0-SnddnGXmy4rSMldoBeyEgyBUZUoppvn-Eaq3cHUH&xkcb=SoCi67M3-seWjMapGh0CbzkdCdPP&fccid=68e84a75b614b963&vjs=3
