Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
GenAI QA/ GenAI Tester,Telnet Inc,Hybrid work in California,Not Provided,Not Provided,"O Develop and implement comprehensive testing strategies for generative AI models and systems.
O Design and execute test cases to evaluate the accuracy,…",https://www.indeed.com/rc/clk?jk=c2678d121fa933ce&bb=Oja9gWJbLsM6Iha8t86urjIfTjTcZNxfdoG4SJMviRDBmgO--tU9-jdn35S2c5GtFtJ9FVSdLdAcHEELj0UuPQfd6GJB79r1JiH7rZ-biaEXiIm-nyoq3w---cRho1IC&xkcb=SoC067M3-seT7-ULXZ0LbzkdCdPP&fccid=5a62aae31819ee94&vjs=3
"Software Engineer, Data (Remote)",Home Depot / THD,"Remote in Atlanta, GA",Not Provided,Not Provided,"ML Engineers are expected to pair daily as they work through user stories and support products as they evolve.
This position has 0 Direct Reports.",https://www.indeed.com/rc/clk?jk=5ef3e3dd45d0c954&bb=Oja9gWJbLsM6Iha8t86urhVO-SuuM-WMDTS-ZhnhztsOsbYREQWQNIwfssD46J84FB2FPNvm0F78DPiDE75RwjcGlyda-066GkYg8UL10rgDtyz69fKvlRXdFg084wdj&xkcb=SoAA67M3-seT7-ULXZ0KbzkdCdPP&fccid=82e58e9861d48566&vjs=3
Founding Developer (+Equity),Unbuilt,Remote,"From $6,000 a month",Full-time,"Work with Founders to set Product Strategy, Features, Roadmap and Planning.
Evolve our marketplace from Low Code (Shopify + Airtable) to a Full-stack MVP…",https://www.indeed.com/rc/clk?jk=d6bac38f2c39bef2&bb=Oja9gWJbLsM6Iha8t86urgE2du6UT00rRsopjr19BuKsOieEElSFkqR5mlAv3R6Ut1w8h3HjYZMsW_e54yQFBUbFtNaF1808T8xsAHUVJOBczVy4JAar7istXHSp6UDG&xkcb=SoCd67M3-seT7-ULXZ0JbzkdCdPP&fccid=59728553ee59165a&cmp=Unbuilt&ti=Developer&vjs=3
Co-Founder and AI Lead,BreatheIT Foundation,"Remote in Minneapolis-Saint Paul, MN",Not Provided,Not Provided,Who is BreatheIT: *A Lifestyle Management Technology start-up with a vision of reducing Lifestyle stress and bringing up the quality of life for the entire…,https://www.indeed.com/rc/clk?jk=a0e802212de0d4a9&bb=Oja9gWJbLsM6Iha8t86urkfMLReOsEJSjiOczdZ-GquRjqR0OzQ58WpJW-f6vKBt_Ke44peBDV5btKj7xilD6KyQ8XfxhRihKhgDfJvTZcvmSSWZomU-yeSDadAZRVgm&xkcb=SoAp67M3-seT7-ULXZ0IbzkdCdPP&fccid=2ce49979996e0d9d&cmp=Wasobese&ti=Co-founder&vjs=3
"Developer Technology Engineer, AI - New College Graduate 2024",NVIDIA,"Santa Clara, CA 95051",Not Provided,Not Provided,"AI travel agents will know your preferences and arrange every detail of your family vacation.
And medical instruments will read and understand patient DNA to…",https://www.indeed.com/rc/clk?jk=c769459054650e1b&bb=Oja9gWJbLsM6Iha8t86urrb5yOcuev6020ccGo0qLlb2I94FtZKGgok3ZSVXcVHIgpBx4PETz9qGdBcpv85Sv6oyKA7xMAolzZFvhss6I2pqxCAbKO9VKQ%3D%3D&xkcb=SoCn67M3-seT7-ULXZ0PbzkdCdPP&fccid=c267f29f0f85e8b8&vjs=3
Machine Learning Engineer,PayPal,"San Jose, CA",Not Provided,Not Provided,"Your goal will be to optimize the customer journey through personalized, thrilling experiences.
With a strong background in Machine Learning and practical…",https://www.indeed.com/rc/clk?jk=afd44e264746e85b&bb=Oja9gWJbLsM6Iha8t86urhsKZSdZ5USXfaFKDNyTdyhzfKX_bVUzoLvp404Ag7I_23dp8I9Q8AIq49WTDu761EdyahvjA3_s2dyrv0xbR8a4F56g8keoZQ%3D%3D&xkcb=SoAT67M3-seT7-ULXZ0ObzkdCdPP&fccid=978d9fd9799d55a8&vjs=3
"Solutions Specialist, MLAI",EBSCO Information Services,"Remote in Ipswich, MA 01938","$109,800 - $156,855 a year",Not Provided,"You are an information specialist who relishes solving novel problems in the areas of machine learning, generative AI, natural language processing, information…",https://www.indeed.com/rc/clk?jk=7004f44206eb9722&bb=Oja9gWJbLsM6Iha8t86urtgbbgsiyxJ3RZ-t-yjUS8Nut9VS7yDuF892vKlIK14brojmBSUUew9hcqwTOlVNjyU-poWMiihhlYOfWp64AcjY-Qv9A8f1vm4g5WvTHb-X&xkcb=SoCO67M3-seT7-ULXZ0NbzkdCdPP&fccid=c0e76fdb68c333ea&vjs=3
Adjunct Lecturer positions in the MBA: Artificial Intelligence program,Northwestern University,"Evanston, IL",Not Provided,Not Provided,"Northwestern Universitys McCormick School of Engineering invites applications for one or more part-time, non-benefits eligible, Adjunct Lecturer positions in…",https://www.indeed.com/rc/clk?jk=7c4f66b98cad09ec&bb=Oja9gWJbLsM6Iha8t86urgFC7Vq6HjeH_1rJ_Ztl3ZhTz4KasmsiVwYaOFedq0s04i0H-xStBOAgpF30XhI7yc8a_Y1QIRbL-bIGvgtBVDsmGGPzNQeEmw%3D%3D&xkcb=SoA667M3-seT7-ULXZ0MbzkdCdPP&fccid=bc51f56762438d6f&vjs=3
Chief Artificial Intelligence Officer (CAIO) - SL (Open to both U.S. Citizens and Federal Employees),US Office of the Secretary of Transportation,"Washington, DC 20590 (Navy Yard area)","$63,091 - $98,305 a year",Full-time,"Overseeing and coordinating efforts of an artificial intelligence program or innovative information technology program for an organization, including assessing…",https://www.indeed.com/rc/clk?jk=05d76f20f9022c8b&bb=Oja9gWJbLsM6Iha8t86urt1BDZ-SDplO98-DNwb9akcWbVoHBOAHqQlb76wUi9Jo22RONRk9nQCALMj9DJUBwEUwDiNw3UUxJUNHBZrSrOAZlTYib6T1tg%3D%3D&xkcb=SoDT67M3-seT7-ULXZ0DbzkdCdPP&fccid=ef125eca46f6a9b8&vjs=3
Program Associate,Mission Edge San Diego,Remote,Not Provided,Not Provided,BAI is building a new infrastructure to expand its impact on the field of artificial intelligence and is seeking a Program Associate to provide operational…,https://www.indeed.com/rc/clk?jk=7dbaa2764c85ed4d&bb=Oja9gWJbLsM6Iha8t86urqoQODHYf-VKwdmEETr3wHTojhNlKNUtqEUrt6lz8-PM_-EBl7h3FTEnkhXccwAPvP37lgCUlgUoPy574CJeKaLSHPo5_U5CitNOc9a3DGMA&xkcb=SoBn67M3-seT7-ULXZ0CbzkdCdPP&fccid=cb1ef6a398e592e7&vjs=3
