Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Computational Chemist – Director / Associate Director,Klein Hersh International,"San Diego, CA",Not Provided,Not Provided,"Our client is a small molecule drug discovery company, employing tools from chemical and computational biology, in conjunction with precision genome editing…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6r0MQM7tzlXsAiVFnhMI9dYL5EKq7SUYTGwVfYdsqRfNB59_EbA3aV4QNf-OGGSPru8hLsTKTHV9EUPZzQngUgWEKl-mOuR-UQtr14B2qeNuSGhjWR4Q717mtn83TbAJ35E5V_-jMt4z6JKxNTrSafGPpASiPYm_G6tRJoO_e4rz60m7obkb4mRrOqoqH_VQc1BjjF_eNDfnZNmpKXm7LDO-1nLlaPT9OMVwnHzU0vbZi5pxp6w7A9JWms4dpxnPoCeSYicSp-zResjcFzPZhHi0Xyj565a8nbUBOb7g5zI96O0owYZdTgZKdqQWwbcGX0HZzbMct8-0jhQVBW02JKcN9bM74eNxxG2mjAE1Nv1l1klN0i5tGXGvYFN-TdqZSlNuhOBnreh2i7zckg0hRIFuzxvq2FXTy034TpkoSCB7sI7s3koIwd3x3aTMM0FkWy3SYmzVU45mY67SOL11uaicz8JRRR4Qh_pCMb3WlzYHuTzo5hhlrV5HYTmA017PqUS6snpXBzaky3rq59QupfzIHyvdFJVGoGZeX4Pybuw-ewudavIonxToMM9psKT7uV0toMgbnwoRqvGcl8Yoo3dLcjnGCyEVrfTon-H2wpJqiJCzlxFE9cVmitgeGSMQt-XnAjLqE2_-cOKWhnAmTLO8gJ6VSfglWrDFu-TsGJC7UyNReDEEwMPNqPgD3BZsdFPcXAJZr6vpcS1bi3s1bs0kZqtzKR2OxvZrF0xYuf_hmb5qOPM46GQtHb6wJLCuaTzws13F_FbisgSX8IEGdGpoAe8NhAGtqVr46_xCpcNqkexQNJKgApAgkqXymp2uQazJdtEzb6ruO-o1mJWNjJePaGToafxVDToPYuzP5D5csyyLvV_oeqm8YutEcJqKdM-7CngQq78oI5wIIU_e1vFtBvyircOy0H6Rp1z2RXnlLEykkHq0T&xkcb=SoAy6_M3-se4wF6pFB0LbzkdCdPP&camk=cvIYj4HMher8wdyPi4MMng==&p=0&fvj=0&vjs=3
"Director, Data Architecture",Insurity,Remote,"$130,000 - $170,000 a year",Not Provided,"Be an expert in one or more areas across the Data & Analytics domain including data analytics, data integration, business intelligence, artificial intelligence …",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CStRURn2rH6RIsPv2n_opzri3-SW-kBZWpnuWDMFtD6yoxAjl8mCzKN-s38AUrUYnCJ3h-gLqH4HW7WPh67rIvbGbFHUkdTMjF_XwFWNacFcK0q6HfXzVP-ba4Ww-ifHPazCtbEliXkMwMa4wn2Xd2zdLb6coKVeNIMM5MZtLkHvlziljxIVIbuyLZpPpVpiwHGHCcoL6WIZQB5huNDUfqABMsb90mLoe4cFZ8F9xg33vcSlBt-nhzkiIHosyXmPDYQWK7LLG9CCsP3W2HFVJdc6qpjz8xgq3UJG6wH7-_o4Gi90eU5JSnV1CwD2D5ewZvDFcEPVEC7_CI1xJBI4k6t2mLwUst-w072PdSR__Z3XYHthx3wQt6-26bSIKqVXTh6r3SX-_khJKudXD7FsnS7xviw2w3HD3Tuel_8m941Q_Onu0w5SD_RoQyrAZVr42k2-6j3dEhpgx6iabhlEegGe48KAi0gbuoVpuUWMhwe5F_I2XOZHY1UC6Qhbi91I56u6maLRI-Z1ZSnhyGzwfAqC3iQgSf3b6AUWKkUHfBSYu07n4CUS0QrxN1n10b7l5cdchwp8plgxm2XcKKGiOmhiAVzsx2seuMg45GkzxyR6nPQfDn36hpM&xkcb=SoCG6_M3-se4wF6pFB0KbzkdCdPP&camk=tQsC0y0u1Lr3wSThIsfJ4w==&p=1&fvj=0&vjs=3
Jr AI Sales Representative ($50k + Commissions),JS Trading Enterprises,"Nashville, TN 37219 (Downtown area)","$50,000 - $150,000 a year",Full-time,"If you are the right fit for us, you are people-oriented and enjoy being on the phone making a high volume of outbound calls (NO COLD CALLING!).",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bx8wQPkVc-WcnJND3Vv0pextIwYHURAAFB_biT3Ek-H6KFrfNbjZPkiwsLkR1Kxn6_jZB1-BrwOKFa_mLPrpz6rGDQLhetaqGWuRp-S8hzy0ASSwIWQf22e9sg-I8MfU16G4j0yiVgZ42aY3trvmWRWj1m-ogIOLFHxu2PwK5U50D8we2dkcxNXWRUjiuP3J3q6V6R_4Qhxk9Yd-EOpGwYKk2Gwk_g5anUOU0Ub29tGRoh0p5ZPmyD-oY8ECQkzIx_9sCKzGQBNrEmOSmxawGcyNmxNOAn9Tk4lg4aycajtvvrghm8Ut4huyb04csJdEWVQDnBq9jYoNPgSNFQGZYnQzxR7VKz74aMllJ6_TCNZ_O3SRkr43ydxPL3vT9JCRSLGflJwqa1cZOyN6wfFiuLUqDmYUbYDS4YxFQ5nYcWvq7YkThSkV7E2zPa0pERb9EZ-1Bw_uHAUGdHcvoKr_AZwE_WVp5dV7ExF34H309EWwDMgUQp8A4nTpeUuyismjQkp94mX_hkdj-gl_3dTr-jkTQdKb8uDX3MS0qGVHDPg07Wm6Lqn7JlmKRxwGUwfKyQgF1GcfupPkcAe-PwEpEZoXRu2e_UV6kyM3DLeXck8LRf9rYyFMR6iuZ0Ox5xOG9HIgmHTmyWipsiWIjzMVjdWcn3tQDM5do8lPJ0fNy1ihfGOBHd9aL6w5s2e9F_CbQ=&xkcb=SoAb6_M3-se4wF6pFB0JbzkdCdPP&camk=nUmJqO2E8rgc3nICFu19WA==&p=2&fvj=1&vjs=3
"Director, Analytic Services and AI Integration",TMF Health Quality Institute,Remote,Not Provided,Full-time,"Experience launching technically complex programs, projects, or related work that include the following: big data, analytics, artificial intelligence, and…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ayfsi7bZwdEINvSTe2ayB8wzNrs9wlIq4i_fpG1GWJ4rl6ATpPY-nGDmYW7v3F8MpN17USMxm-uF5DbUSqYs1bLkBbPUuw03OsLeWJpxCgT05_gNzil6ofYMeiQHm3ZW7vDgpwFhwLgrymBOawbBSrv1tx0J_NO2pFBWnACl0Aat1oGSzxdOae_ukFeS0v9ILb773nHYegUrirbMLThYUqgEVVg0YpKiRVpdD3CQEuHRPbhJyi_XSnHMuWFc5-pnj3OUgHsSpzz-bQmukGxeZqaTJXYhvuCUujdL2kkf4Lyjz84vmMufj85EI_OgO56vlmWrR3LLpjnH_0EpyGIwF8R98qzTL8KmiIomKZ2j_QcsUwavqSw1KYnK1Rpy6qhtKkZhUo2fO02SUFAp-r9kB4msDwauzIPVh5vJJWCsFygXd2dQa1aA080TInMtphxyP1wdPbJNizlMOtBVcLybvmVqbdVHPxBBqyhgHHmI7nYoRZMT6tiNFl2eDlEgMob9RrXwiUfiBkRwe9wYjSJiylXdgTz4PTfuHtcqcY_H2DREiwvetkTMwTTw0uH2i9cy_qox0tN9mSQBussJXbyyrnc01T4g82QqnOBlwJu4zkeAG6KJwXcdK5xDO2jU3_rKH5lYPdBgtJsA==&xkcb=SoCv6_M3-se4wF6pFB0IbzkdCdPP&camk=nUmJqO2E8rjeCqh1OdSp3A==&p=3&fvj=1&vjs=3
High Ticket Sales Closer - Sales Rep (Remote),Woosender Inc,Remote,"$84,000 - $150,000 a year",Full-time,"High Ticket Sales Closer - Sales Rep (Remote).
WooSender is a rapidly expanding SaaS company, co-founded by two marketing experts aiming to merge business sales…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALAoJWNfCWsiK9KMaK8O7awlCaKA_AulsykHeUQgdUEqhuG8Jz3k_zY_Uen4425UP_suDhejvGBXiFRJLKr3wIhf5NHQWkIIHOvIxSSVhyVa4OZs8I_k6gjHuBSweYR6fNkIOY6IKt6kctCErrpBUc_Gy2eSCh87VMiEFqE2qiMua-O22CaJKwrVsvQjhdqTR3gR89kxeB7IrLkjioJVydwkcMThLIjutimOMmcC2K3fuDy1G5cjkob15LFm7hyQ1Siyuo4K5bVt3kk1Aab7EqmJRy4kMbOD56HYSs1ZdushoFlS4ZaJMOmpjFkUWn6otMM7LQnm1vC16LqGexUFG9c5oDqcFZtC7gCYSdagiIUqv_7gPrZi_TG9FOHqWlSw--WPPSxzaDt3UbZpe5ZnqAi9W3FhQyIspUPyN-lBObJuxKBXshCZ5C7IBuXQI1oq9tE1ILtaCbrXqatE2lzW6irzf5QFTe7eGS1tsn0tTBOSs8WKm2xHYJ4ml7pmVkPjhwAD-imzQZOtS5oZWvP7-08HJmrVTNhg8mbeEKijzzZE1BoIbnHZLPTH9gBgMJu4Ikwp3mur_um9KxFOXHMP1UKvpQY4-RsT_bdp4JK8JyBWbaNUZK4vGfQSHpqRRevqvIcNMsoBiA7XCDYV8ehPC1Ox_smBYHrr9nVRADUi1DJ0YWT7nH6PfV&xkcb=SoAh6_M3-se4wF6pFB0PbzkdCdPP&camk=4HOcmqOLYrCKgOVOGV7sTw==&p=4&fvj=1&vjs=3
TARS - Machinery Maintenance Mechanic,QinetiQ,"Marfa, TX 79843",Not Provided,Full-time,QinetiQ US is seeking a n experienced Machinery Maintenance Mechanic with specific experience in supporting Telem e try and Control operations to support the…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGkINCdTcrGiE826ZcqmeCiySP3RicK5RxbJ6wJVZnTZnpD9QCG2sJHtzPfF50hAMEaABP5ksIooWVw4Vq8xYQO2QYDge0FS2XzDOjROi3dbux_WgawxBpoz9tgwax9ZvgM6xQ4mlI1MwuqVyy1WjY7SNEc-1rikf9oGAewA4qonCEHsCZrcHyrzNU_xEO1LcPNQOfMMsvz4iAudqED16XRls1jEjSiYhsjJ7glJR5h55ZR1C20KHAHlfcAzezCIYy0WW86LBEkQG0MgHcpLhF5IhwQVWv601Rj9-W_w4FwQ7oKCBFZ_HkkK54xClQSSznbowz4rIgd3OCVEZzsoJo18R17uAym8DGCssPCTq2yzlYF7kjSZa9C1XemtLiCNADHgBGY3kwYR5IiX6oZActPsIqqYw1yLmopup6w_7HaGjZCkhIc4Fm1IJVUjDyoTKtNQvE_8q6jzFD3EOlmG2HaiBN-j8kNBT2chUsls01tynHV5imLc5httKT6Abu7kdvWl0KA8C74JNbYOp4Rcg5udpTpxQHIDAK-QfhZcNo72nzuY7OC2uwK_tdT_4ku35kTuN3djyzuIiuSNT_3Rd5VMOOA4va1AjCj2a9T1DGOW8=&xkcb=SoCV6_M3-se4wF6pFB0ObzkdCdPP&camk=nUmJqO2E8rjeIqyXENpptw==&p=5&fvj=0&vjs=3
Security Engineer,DerbySoft,"Dallas, TX 75254 (Far North area)","$70,000 - $132,000 a year",Full-time,"The Security Engineer holds a pivotal position within the Security team, actively contributing to the design, implementation, and monitoring of security…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AaHXs3Vl_q9TVbYax1WnGNSNJsztRyof9NWE-KxIEEBsmZsHUwk4MOaPIumZk2Xv15Zshcf4FgnQ-mlYhDEBShj9doSVjSYFE6_QXvb1ryfRiskv-Ilps3X3ChIyof9veWvxEDfyE-3NJeTdvT6od4frTkI1X9yIrONa-cw2J6JJ403zWxxHEYjdrYai33ecInczQkOh5N44HPrqOI5Fo6aMcKZPK-Op9okntF8Q4OTPunm7DIDcD2Oay1nj5eXFbHq31qeOyzNeCJFXTWY3OMZxzQlbnbPxgoMvDCIElFP2E5RQwx5Qu3nMWJdNzTTTluiOuKL9AUVA7J-zyp79dSZJj8IUiQmVO6WCee-sNe3TZiauKoYIuCTeXTchg03ZSx-mnkIlfenHejFXs1Za7Y0maV-RCPX3l3lnWoJ0g1kChwrIwM0Aimh83pqn_IG6A0p_Rt5LeuzXYnvjfxz9lpPWzYX47qHYTm5fPr42gwME-7aHBLJ4cpMy_tw04_vsACPICFcSGe4o3LsZezMMyKuH3twM7vRqycBlvOrvwGRzYCGdOYC_GJ9GrgV69zKkc88SNRDLNAvcnpOIxO_kwsNDhnv3xgJ_fgPheN_ysP__VV__y3jfdNC6QON-wusFmo9AJLffqYFxrONjwTUxqr-az7GfvplEmDXrTc6y4-zXBlNqXjafdImGaCM8iBexREpMD9SR5P4Icy7Y1PYrXeTOMf3e0-aQOr-xBdSULVflgxIEUNWqZ21TeEtDgFyEbj2IHVak3e0QcchmmHIDpycdYJDYFXyGerKsoh1-LalrwFEl0EmZaAnaXEsGTgSmrCVYSMl2r8jvO8daIGMmUELJMCV8g-OCOt5hBs5uF7lRiLRvOBlLwG4dIIInj8FYFanrYObdIxvm94Lh8Zj4mkFjy9YzXtgcBhO9gG9JcdqIObF5mcsoxm&xkcb=SoAI6_M3-se4wF6pFB0NbzkdCdPP&camk=nUmJqO2E8riAxFHMtUlWjw==&p=6&fvj=0&vjs=3
Benefit Services Representative,Associated Industries,"Spokane, WA 99201 (Emerson-Garfield area)",$17.94 - $25.12 an hour,Full-time,This position provides data entry support to the Benefit Services department by accurately processing enrollment and change forms for existing group members.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6AFO-gB4LcG2FdDNTApYxoDIu6b41BAC6CM5-mHeaWvORc1ow7cZb13Fh3VVTOBKd-KNt21DVoJC_HNk0Mte2o2fySc-DgmzrTPOhQ7UZkuD8RtA_a5KIFS4LeM-F3qoSXD50IudtWU9K-8BUi2OpEouYo3d-YmD_8gIgvv8hJNg36AVUVnrJuwi1FssussvxPwgqYTRIu9jglOwChwyGviXIFZI6l61L_xpZpzz09058AhEsNlM0B998WyHPixrTWxH37A426FMTYCbRq0bF1SjMGF8XHxK2y6TFbL9pUqRsKIjI6511-MdRvOvzCtGRn1a4Owuzb0C5uALggLvthqdwT_hzku6bxQnnLmxzY3DJQ2_YS3Fe8BuaosGNEOcfCe0EQtf_9nNL4NzHg89vQaKm2T3svaNdL9aMp32x9re3BKTswTPnMZsaTz402Z33MPBbzHeDL97uqmy9KhrOmGvYztk5Fm7BoLrHaC_m7NKL8IQexpdOuTnZyptK6EQtkWOdpY_VTheUVF3IW-MLOy1hm83PMS2bDjCugA_VJFV3BtVMuJWtPUJL5TmBKPMIo3NM0ryblqh5fdUAU669-tXGdUiUSkV8VDBWHtnGcz1almaY_ihVfWHR14mTPNE=&xkcb=SoC86_M3-se4wF6pFB0MbzkdCdPP&camk=nUmJqO2E8riV7k_U0vWMPg==&p=7&fvj=0&vjs=3
Senior Artificial Intelligence Infrastructure Engineer - VP,"MUFG Bank, Ltd.","Hybrid work in Tampa, FL","$155,000 - $185,000 a year",Full-time,The selected colleague will work at an MUFG office or client sites four days per week and work remotely one day.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DmIoLEfx3e5FKWdzPrCZVymN6nI1W4eX3Ta9yHxbrh7ZgLWpkiUKmkIMUlIR3bmBTmUNh77DqXPU7QriVJWReLwHq0_CbSu1hq87vxu_N9Irp6EhYBth7nVJNXO0_ziZtQaB5ZhPRiAe1qVOqjYPVZ4pFEWglQ0yXlQ0gwxD6oXWEJtNf3prjoINMUub86KYM0Xf1bbh_7H9uKucq4EWoiR7T5oZqRjDukYKZxGzfKjqHuAf7Dk2TX-u_yYqRG1EuEkvPiIS3nfXltBwUWNZ3dF7hqpHrIyJ2GrE9yULi2fzNaz4yj5ifWoumKUWwJvU8lEKMEbJKsWR-ipOkiHOdl9UIs1kmvnOKUtIHngwRBFV4gywPnYpANcQ9XbWqaw0NLyPVOnO75rAv8gI-LadbrVEJAVfweDuxKguxARh5n0xGZN4CJNmlLYREkCFCte2X7oYhKvt1G7C3Uzal4gDPwJqd7a7E6kMallLQC_aszjR5N3WcNI5bzrlMnXABsWYXUgAV3yUad5WyEhI_aXRxe6f1VmINE_69DwxcIjRUUYYzjVs2YQZF3ot5dwWHXUicz6OMnlQAtWeVQhiu0IfJG0rng49bSaWNnrC7-vp9UngmYMs77yx7EvfK94TFjwF8A5nwqY1H75HtCBvsVTXSmN-OlZCTLgvKwsrBpmuO1GsRLMCUXWYfdK_sQb4bbGB0jfjVm_ZqVkGvaZTojcTxU0QyoUAVMvDLiIDuR9r5C93FniOJRu0uUSnZ23_NQtm1YU1Sg_-7DeCnkrEkMHZISSgynpxCdKm_54c0ezESmxBOTl5t0sQ2SpImYW2fzcNwle7rYg6qG8g552wRAXrdb&xkcb=SoBV6_M3-se4wF6pFB0DbzkdCdPP&camk=f416UQcMBpB1LqLOiQTPGA==&p=8&fvj=0&vjs=3
"Advanced Practice Clinician, Primary Care, Eugene, OR",Optum,"Portland, OR 97086",Not Provided,Full-time +1,"Flexible practice models include Traditional, Hybrid & Virtual!
Full-time or Part-time.
Average Daily Patient Census: 16-18 patients.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxQlF9nfElD1_UcCEZeahMAyxlGtDAo9E95zULo5CnbGtFfmSwwTiO8w0eLTSUU3eGTTFjyJodIhRXfb1mNyueTfGxdhQ-BQPqSccnAMUD-SwELOF85rmpjgNYYBsgsNrJTIqR42r30soKY9K397FgH9MEiAvncM-I3KfBaavaRkBXUqy26CsT_QkQasY9uy18Klk_V_SIeXjCJW-4nRrL0IY-NU6LnFalPmB1EN71EfKvtPHdSVWyzAdCVOeO2XP7ILoLsTwJ4jZh083qGxRcOqOz8vMyM5JLf94B047RZzjCFLSBBZV9JXOShSUNdtRBPxEH40Iqu3tJ4wWB1qtPbDCQ0s8hR_iwyG20gowEYd5CrH82vaC_6Y6pxJCdEPqOihQdelY6kBh1UjibrFAItkIUtYCa73r2A842ko6i6fcyisXuertEDhXca8i-a2WWgwLvRCp4bZnaX54NKIl5OLyBZIUfqpHy_-E24r81ltMCNNagvhJIzvapszhAIreqgbHs9aSoNIL89ljEVW76Mtw9HWX7aSEAVsQ5sI6SBm-zbOXkXyE6pFx8xvGYWZCV-AKjQ7DEBfB6zAEJai30yFkNL0-Qs9l6VQq-OEXdjNkBWRm2hNBo3Zb0jdPZwt8tyFsh_0MhTNx3efS27izTiFssQcSHuD03IgbPKhAMTT7SXhnOIxKd2IOkZimYDtaN_f8SKw6ebuqPZ14pSPHlR-w8L4otII5_ErY1xc3gdpLLEfEThMG5iMm8kZcMUkKdgDxJ68WjOjy-g0veTYer63nDS245iPWbw==&xkcb=SoDh6_M3-se4wF6pFB0CbzkdCdPP&camk=4HOcmqOLYrBOJqPC6r4zxg==&p=9&fvj=0&vjs=3
