Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
2024-01-O Artificial Intelligence Engineer,"1st Edge, LLC","Huntsville, AL",Not Provided,Full-time,"Citizen and have or be able to obtain a secret security clearance.
In this position, you will play a vital role in developing and implementing cutting-edge…",https://www.indeed.com/rc/clk?jk=09de941363666eaa&bb=_jtrb5Nd5mGujgTs7gi7vfXBcuFWEsas1QnxKeW75RdO1Jb9CbjS0_ulpRXTfXPmunO2D3G6kWYRMA6HPxGrN7ysLWqwRR_NLJkSRn3zldqpKA0yVPcyeHPY9npCNfRO&xkcb=SoCU67M3-selvuapFJ0LbzkdCdPP&fccid=dfb8e595fdb20cc9&vjs=3
Programming Instructor,Coding Minds Academy,"Redmond, WA 98052 (Overlake area)",$20 - $25 an hour,Part-time +1,"We are looking for passionate coding instructors to teach K-12 students in after-school programs, weekend workshops, and camps.",https://www.indeed.com/rc/clk?jk=03684d6e5ae27407&bb=_jtrb5Nd5mGujgTs7gi7vZ9qEjViRbyka26bFCxZLiakl-aNSLxUV4bVY07u2VBu86E-W58jNNJLCJFTsIO5Ig_U26ObKn0l5Nrlpk3Rpjnb2GZi1kQeTGleBDf9Xj0s&xkcb=SoAg67M3-selvuapFJ0KbzkdCdPP&fccid=679701747366c56a&cmp=Coding-Minds-Academy&ti=Instructor&vjs=3
"Sr. World Wide Specialist - GenAI, Amazon Q","Amazon Web Services, Inc.","New York, NY","$133,200 - $220,200 a year",Full-time,"+8 years of developing, negotiating and executing business agreements experience.
Experience developing strategies that influence leadership decisions at the…",https://www.indeed.com/rc/clk?jk=e65eab9cee03e7f2&bb=_jtrb5Nd5mGujgTs7gi7vXSZb0k1u5Ucx5g8TgwsDthpeLEP2ZifCt2-zf2LuL2r6ah1ZpOyZuim6QGmQLvEaI5XzhNAutVC4UeuGg79rmYGYbVatXwmPA%3D%3D&xkcb=SoC967M3-selvuapFJ0JbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3
Machine Learning Engineer,IDEXX,"Frisco, TX 75034",Not Provided,Not Provided,"As an experienced Machine Learning Engineer , you will develop and deploy machine learning solutions.
Unfortunately, we are unable to provide relocation…",https://www.indeed.com/rc/clk?jk=08e82c2120611058&bb=_jtrb5Nd5mGujgTs7gi7vZRxiVSeZdJl92vWhVQ3NcopKq_xpGbjAPYp_c419jHKq3TPW_6UAAbtBKjf3-9vp8Nk0hOF1AVBvryk-yczXpuleGLIOjscsQ%3D%3D&xkcb=SoAJ67M3-selvuapFJ0IbzkdCdPP&fccid=0ad4c4a48e8d4d46&vjs=3
"AVP, Cybersecurity",Northwell Health,"Melville, NY 11747","$205,200 - $359,200 a year",Full-time,Directs the cybersecurity function including developing and executing the organization’s information security strategy.,https://www.indeed.com/rc/clk?jk=892bc0fba2b1cd8b&bb=_jtrb5Nd5mGujgTs7gi7vS8zzKF4Cmb1AoryUy3pmAwT-B-JT2OsvgNeRpDDzT7Hj-neJz6_mzs2vzgKbvI2b6Z6TS59FpkrinH-t6MsqffqfuVtnoiQpCKFgAZHKNd7&xkcb=SoCH67M3-selvuapFJ0PbzkdCdPP&fccid=6f31e2074a3d8a7b&vjs=3
Director of Data Science & Artificial Intelligence (AI) - (Hybrid),Fannie Mae,"Plano, TX 75024",Not Provided,Full-time,"In this compelling leadership position, you will plan and direct business unit operations and the work of a team who produce advanced analytics algorithms, AI…",https://www.indeed.com/rc/clk?jk=89ef1b0cac84852d&bb=_jtrb5Nd5mGujgTs7gi7ve_bBDo7tcT-4aSejKvSY9C0fjDhhCvdNgn3elsp4LZYvjFz27jkLvcA0JsSt6u_Zx4Dprq5G1s9iKgreBsNjaRScnz724ChiQ%3D%3D&xkcb=SoAz67M3-selvuapFJ0ObzkdCdPP&fccid=2231941280824ce7&vjs=3
Software Engineer,Domo,"American Fork, UT 84003",Not Provided,Not Provided,"Domo gives every kind of user real-time insights they can act on, with secure, easy-to-use, AI-powered data experience that drive a culture of data curiosity.",https://www.indeed.com/rc/clk?jk=1423dfb23bce6324&bb=_jtrb5Nd5mGujgTs7gi7vZgR1luTZqe2mIvVZKnhI_pL4vNgBv0brnI5cejyR-_zCr1hYqu0mFq7rtXY6MCsEm49sfxV3nEoNKQ9jQGMY05_INtIkhFettm89h8MPmNY&xkcb=SoCu67M3-selvuapFJ0NbzkdCdPP&fccid=f7b222421b3f02d8&vjs=3
Data Center Technician Apprentice,NTT,"Ashburn, VA 20147",$22.70 - $34.10 an hour,Full-time,The Data Center Technician Apprentice is an entry level position that will work closely with Data Center Technicians to further develop and enhance their…,https://www.indeed.com/rc/clk?jk=a3a940f11b2c506d&bb=_jtrb5Nd5mGujgTs7gi7vZRxiVSeZdJlDMCZXyW81JVGneUgZosLG6_LTsTF-0skKPiwfTTJ31ouMDnhdgB35GrwndQVeWt6jGvsjHOA96bZfPG2X6IHqcyiGbwwM2tw&xkcb=SoAa67M3-selvuapFJ0MbzkdCdPP&fccid=6777761b8791c1e9&vjs=3
"Senior Research Scientist, Medicinal Chemistry","Iambic Therapeutics, Inc.","La Jolla, CA",Not Provided,Not Provided,We seek an experienced and creative medicinal chemist with a proven track record of success in drug discovery.,https://www.indeed.com/rc/clk?jk=d0f9ddb68fee39b6&bb=_jtrb5Nd5mGujgTs7gi7vZ9qEjViRbykci0rqNt47WqVfjGrRcQi5DDPyq5zvVvrnELRNQ11rcoGug00q5M-UykCyGMoB63vsanzYYzUcgVOQNFOm5zLGp0kxEoEJGX4&xkcb=SoDz67M3-selvuapFJ0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Geospatial Imagery Scanner,IQUASAR LLC,"Washington, DC 20009 (U Street Corridor area)",Not Provided,Full-time,"GEOINT-based artificial intelligence and machine learning (AI/ML).
Scanning of imagery and associated metadata, ephemeris data, and locational data, from U.S.…",https://www.indeed.com/rc/clk?jk=c4d055ce2bfcadc4&bb=_jtrb5Nd5mGujgTs7gi7vUHKFz6CKHeXkjw-0sNOP3SnQictZvayEVZQ1WqAflMkrqzTgTsdIxulD4sI2J4j30z6DSKBpXRY-sDUg9DvII2jZbElUnxXOzpMGTXShTtJ&xkcb=SoBH67M3-selvuapFJ0CbzkdCdPP&fccid=81996c0d5c48d05d&vjs=3
