Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Jr AI Sales Representative ($50k + Commissions),JS Trading Enterprises,"Nashville, TN 37219 (Downtown area)","$50,000 - $150,000 a year",Full-time,"If you are the right fit for us, you are people-oriented and enjoy being on the phone making a high volume of outbound calls (NO COLD CALLING!).",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bx8wQPkVc-WcnJND3Vv0pextIwYHURAAFB_biT3Ek-H6KFrfNbjZPkiwsLkR1Kxn6_jZB1-BrwOKFa_mLPrpz6rGDQLhetaqGWuRp-S8hzy0ASSwIWQf22e9sg-I8MfU16G4j0yiVgZ42aY3trvmWRWj1m-ogIOLFHxu2PwK5U50D8we2dkcxNfqczglxTqKyPs11golxbh6TAhWqu0Nmsan4pN733GjQFCdnUDKYxUTzBsLA16hRmtrbvSN1EqlynkcOgdGrGU-GgvCFtDv_cowoWFQuuejCq4pJw7IwWiZCIk7nX7bNprq8TajBkVJSLtYstz4KhRY2VlKCuTdOfQbZxRQQuuUfKSqLh9aTtN96SBCDqvzVGANLBbZCZHZ2qyNSPwS87bK1wL7KDQuKRHS1P2NKW5XjIEx3K_91w8oBFZ7Ovm4mEzaZ3Uu32i4f5ZtpqH8Eb983Bbwc-1cLDgTsyTzgumTsgEi2rSk6tKCkViP1GSuZaWPJagx88rlRqLJC3AFEbepRRQRAAfrZwh0DCoHA_AD-lFA4P6jPbUFguAIKWiJJGBEcJ-Pr14LF01sIbNvS4RqbFKJhHp04Jyavb6jTppliQN-ECx2-PLEsVrC7bEOCvzvHaC_RKoICYUUgz0yn9-7Ex18CVvLeRp62EHa-XTvq3kzKH2NWdTJaenj3Wg6J6bBK8l3hEiHc=&xkcb=SoDo6_M3-se1pW2aYR0LbzkdCdPP&camk=nUmJqO2E8rgc3nICFu19WA==&p=0&fvj=1&vjs=3
"Director, Analytic Services and AI Integration",TMF Health Quality Institute,Remote,Not Provided,Full-time,"Experience launching technically complex programs, projects, or related work that include the following: big data, analytics, artificial intelligence, and…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ayfsi7bZwdEINvSTe2ayB8wzNrs9wlIq4i_fpG1GWJ4rl6ATpPY-nGDmYW7v3F8MpN17USMxm-uF5DbUSqYs1bLkBbPUuw03OsLeWJpxCgT05_gNzil6ofYMeiQHm3ZW7vDgpwFhwLgrymBOawbBSrv1tx0J_NO2pFBWnACl0Aat1oGSzxdOaeHp0was51M7ZcNF-GwJHjrtLl83N14xgVzKjH_8ZHtF0f0dOYA8-y_EiZIdnRnuLGmU0wWwBJpPRPUjKvaxisJ0V7l7614Cn4BjgEjrFo9CUoMzLYgLz2hjT44oCwhOv7Yruc0v952SfFt51LxssFUoyyf23fzSHu9Be-YOZ6lGKGaUUqgkHIbksZXBEtiQNpBbSiX9yd0n7gEJPFUPmE2mv1hpGrM3F5ce-bvgcTOfkwQLMpk_PtQs6fToSqtYSmD3FBnmSop8OuSOCmpgFJQayCac0H2qBwCwGWoOswYE9ZGe_1BJAeVlGFnNr-9iZiN3QeoTPetqJ-wymNS8QKM9Kitr5-wJzCNYEAfbbZGh4vVrxmw4rJqI_I8khr8CSKZLQ9q-WLqgxvsQJaHU2bc0nLG-98uQy2nEwUPbHR9XRXe1dVYQ2HQ5tXEWnLXrMgwPiDPgb4iv8DEkt3l2WXZQ==&xkcb=SoBc6_M3-se1pW2aYR0KbzkdCdPP&camk=nUmJqO2E8rjeCqh1OdSp3A==&p=1&fvj=1&vjs=3
High Ticket Sales Closer - Sales Rep (Remote),Woosender Inc,Remote,"$84,000 - $150,000 a year",Full-time,"High Ticket Sales Closer - Sales Rep (Remote).
WooSender is a rapidly expanding SaaS company, co-founded by two marketing experts aiming to merge business sales…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALAoJWNfCWsiK9KMaK8O7awlCaKA_AulsykHeUQgdUEqhuG8Jz3k_zY_Uen4425UP_suDhejvGBXiFRJLKr3wIhf5NHQWkIIHOvIxSSVhyVa4OZs8I_k6gjHuBSweYR6fNkIOY6IKt6kctCErrpBUc_Gy2eSCh87VMiEFqE2qiMn2cgHlQ26gAOkTKnPQm4Sm8CaclQ3LjQMwZlg91NnJClhynXbjNFU1NjWKCCbaASySwfI2f1Zff_Jr_puWBqxVJWawIdXOkyiqwM-nE4bcxlaitQTXwugWyHmxy5ux8zhU2gKmfFgjUHQXLyevCwGabgGSy4eKuA4XM2t80X_DC3npr8uKsA0VHPNalQrUrlRGxZCEMfNfOBOLCLIdXgvhbOyRikyIuu0INa5mLfSYPH-QHbpXkT0EvcFnnfYfUY-R4mtBHwbPeEIYKWnlsiZ4lKZuvmjieZw19wq1v8xIm65bRTcvJhOsR209aPibV4z3goBob7GQ8OjhahGtRrePxkwyyp_XY8r0ZHrSfqvRkC49ayn47KqNO_a6AXJ9vF59PfD5bz4SuQ1RXvP3EmYLC2fP8QIo9OiwOuzR7PkuAcN4EKqx2UMBP0nviaE1zRPMbeTo1NdGYM9o8uMIUz0LwKwQmEnvw72qytu7O3wY1VroL4dSaXLJIv1jv0gbmDz_2hW-l9v9W&xkcb=SoDB6_M3-se1pW2aYR0JbzkdCdPP&camk=4HOcmqOLYrCKgOVOGV7sTw==&p=2&fvj=1&vjs=3
TARS - Machinery Maintenance Mechanic,QinetiQ,"Marfa, TX 79843",Not Provided,Full-time,QinetiQ US is seeking a n experienced Machinery Maintenance Mechanic with specific experience in supporting Telem e try and Control operations to support the…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGkINCdTcrGiE826ZcqmeCiySP3RicK5RxbJ6wJVZnTZnpD9QCG2sJHtzPfF50hAMEaABP5ksIooWVw4Vq8xYQO2QYDge0FS2XzDOjROi3dbux_WgawxBpowWUNtAQTUY2bCuCo1jLaptg5zRQImHU0ODm3fPBGEqDJ-iote5hFi08Bkoqsfiqu-QX31C1wSlBZHljR7NhqmLh1Zq-UBJ_kUrhxfol0ZqjYDEqPgZ7cg8iBdhsZjOUDDMIwOD1xoPbtnfPSJScw9VITxSWrV9bw3kJ-057dvOHDc0EqHWDBhNTfWcmlEI8xd7BJr5lNJBPEerOVRdTJ65GcQcWyolL_K6Fl6xlmzvyt7Y90XyvZuGahtjMz91LIv9QMSJehR7JcTj0pvrehiEn0JsHVCfi90QFCWZCuFGKnzzMDA_a7sSL-8Duo5BtkhdslJxoSNvhLo9kICb9dO9oCE95C7-T6khts8EGQl8fLBJBpR6y70P_iI7Eehiq_WB2lKTaJXRku7r7SOInjUoop5ZEGnwCjEX4ybLh5LMGO3XLxm2bVuHKecm_SiTVrmd8cuGLxtXTCSQfPfKXv2x09HbbhJLL9kfC3KTfeM62R9_bbWsf5us=&xkcb=SoB16_M3-se1pW2aYR0IbzkdCdPP&camk=nUmJqO2E8rjeIqyXENpptw==&p=3&fvj=0&vjs=3
Staff Computer Vision Engineer,Motion Recruitment,"Irvine, CA 92602","$190,000 - $220,000 a year",Full-time,We are hiring for a Staff Computer Vision Engineer specific to 3D computer vision where you will lead the technical architecture and product roadmap.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DlG8eQ-E_eElbjQUAvh1Po9TMRdgcP7wLVIjfv-ORu9JgO3eKYfgel2s47D-0NuUV4mHpNO_RBxlFZPbemsdAZaTw1vVVYzLer0en9NQsAbBHilU5WR4wCfs45Li2Z7SHD9zEBj5JGfjH6hEwdBUKPL7sfCPWId3kOPtBVxEJC_oTKkQeo7WMTM5wo6DDaTHYhlDyjIJNirIDodvuTtS90kkF9JWBIT4g1s-Fii-MKcZyScDYJUXDvCwmAZTez6AmhB4xcjUiBLhdiCm91M3CIgEV2EedIiGA_nYRCmaqgoFTL-AIHyrh1f9is7oUoWiSB7cKPlD9K71Slw9d2sl2FJyP6tuUHmHcaeTSwajcXUAKJAfoMqwXR-DrNGtspX0V3EejP3pxUdwuEdtavjyq1PAjJtvuK5EF5NnHsrJhVCGOfATEVQmWUaEGkwGuhCFwg3p6oxbwAvWxJ5JtdDOS_ApmAaMAd6SOrT1T4F1vsoD6NI9LjktDd0kcvAdalW0WxS6ViTWIGvD4L5U_Dz0cPBNzpcOcJwkw2SV-05OThCrv_7vyS8_n8nUQFlYxnro2nY09AWbd05F6L2M2HYXt7y-xZojhgWEQMw8DxNsPPp8IicDYO6qfUZRLE4D7VaYGMgV9wiQpQUMylFEX8IGh2RNfamh-1VCis_VYZzXxkpJTTpluf0LYTLqf3p3MK01p2uQ_BRmPDzoECs7-QmS5dZjlkKGMn213jiH7rGAMl26anLzisJk3rTAQqVo9TkcQUsZBTLNuugahgAY4E8MqpcmvUhY5ka8V0ZGKnA-5ry_aterA_WzJzx-oPtceql52-Oumgm5XLviT2p_tjP8Wnlu5kCW7vJhioEMsklfmIzoU9EACKaaEwHS62FK0iZzZbXgC3skb6RDWOxBfIUaZvALy8QL5e0nsDVzLbXO6vIpE7v8I1L5tF9J5Zwc8h7fgBOgeB9_JexfoZ8l_yURV1euG_dva-dZcmKGuxiM2EYBokc4C5Lq5G&xkcb=SoD76_M3-se1pW2aYR0PbzkdCdPP&camk=H-lBaXMUocKZ3rvXdkQH-Q==&p=4&fvj=0&vjs=3
Senior Buyer,Vertiv Group Corp.,"Westerville, OH 43082",Not Provided,Full-time,"This position involves planning and purchasing products to meet demand needs while maintaining optimal inventory levels.
Foster a Customer-First Mindset.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGbFCOd0g9CrcorTJRfrCdp_f0OS8HbRoYOMYpzJAjur_rnGPX_jo1NoG5st3twWCT3FOlin0Z6K1r11oJAlZEPj4Ivmb0amIMgGwmYlZxqodJzOSQFGJUYW3P6usjxE-Bt1c4GzweCbW92RKoEe3ytdl6jwV4UD4Op5vcs70Ox1j197hJhsRMEMIIqOnNwC8EP2DbI_mre-WCcFbIFV7oKxa_bxYiKUTpR848Obt0eh3_xOe6u6LKbkVYZ1evrNqH8MTadF7SkpMSzGVH0hB-OaxM3QlYeknmcFfYLLeAV4Yr_ks_WwJDHASJ_VeXEvscFWRfLkKdR6sMb2Ti7e3WdWyVxayXqExyYSed_aIpDNIgWy6sDZCiHaEjRk0LPwJZnznDVZvLG5wCvybt_iDUq4ezz2BZrqPMWq2zydVmPmQ8sxvCMLnsd2WeSQCCsM3rm5ReSeParP3rQGcCzK_IkoPJ9dlygswznGn1N1v5pIbyNCDJEcVpoCbyLKQTFjD-wsBWqQcqXQ3T6Q7szc8WYz5npvdINTVNpiuCez7gjPB9X4YbkoMth14anONXjw7ei0r87Og7ATsajP5jLa7a1RwS9_P48aYG&xkcb=SoBP6_M3-se1pW2aYR0ObzkdCdPP&camk=nUmJqO2E8rjwVV7zVSRwKg==&p=5&fvj=0&vjs=3
Benefit Services Representative,Associated Industries,"Spokane, WA 99201 (Emerson-Garfield area)",$17.94 - $25.12 an hour,Full-time,This position provides data entry support to the Benefit Services department by accurately processing enrollment and change forms for existing group members.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6AFO-gB4LcG2FdDNTApYxoDIu6b41BAC6CM5-mHeaWvORc1ow7cZb13Fh3VVTOBKd-KNt21DVoJC_HNk0Mte2o2fySc-DgmzrTPOhQ7UZkuD8RtA_a5KIFS4LeM-F3qoSXD50IudtWU9K-8BUi2OpEouYo3d-YmD_8gIgvv8hJLQPagiNs3l-AjaRBYLKOqGp5VxoYaV3OOh1o8NVDtcOsCTivb1UYfWge9h5Wc3Uq-6UajQJ-1xnvBMHuqILtdZq9xoErEmNaaoKpMqQXBee-Cv0P2S5afACw4WfI30INuR-RrDiw0OUw15ZT1yBzedTHzAkLc2uT59KaTrbcAsPPhTNvgLVqicyqd7AJDj4rLPPoe5UqW4S4Vli0cCg8CuGR3I6mAmXCU9Eq99W9vThw5wBKNq89Gi4jAgdLbvLfkkqynpW7EdGcO7PRmG3qwmxRoA047vFgfAPgCL9xDe_KHynVD2uhRNZJWwccT4it2FKtHqqbDiDgRatRYCzhm9H3Up84gg_1-SHd4AB1gR7v1RLUCjd6bFPlD_vu3-OiTa1XbDj_RzLny04N7wy2RT9pRVy3oD5_zTK3ADkz32rFfF-Saw95ZYCj60n6DVKbgaGds6F-iZiNK20qhqYVPg=&xkcb=SoDS6_M3-se1pW2aYR0NbzkdCdPP&camk=nUmJqO2E8riV7k_U0vWMPg==&p=6&fvj=0&vjs=3
Sr Lead Software Engineer,JPMorgan Chase & Co,"Jersey City, NJ 07310 (The Waterfront area)","$171,000 - $260,000 a year",Full-time,"Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF_nh5ZfsFsBmdMtl0VmSp3qr0hiO0v4aMZualv0QEXwqXwKBnae74ANmvVpQ0zTIo0E8R0NUGFvWpDdVsi5GsAN0IlkMZaqELi7KbZ5uyArz0x-zOHXsdgyzrzVJKr9aI1SEo9d_iO5F26hfEd-F4OmvyBxAZ_6LsDe0ybIZdsNoAT7rzhKJxOOoOWn53_S5nGBTRpIppTPUQpI6xS_A2-9On-ttt3NiAtvu3KA1xYWzQpOwJ3xpMHu_tYC205WYYf_XhRYHTsHvA9xdKi53Fz1QCm8tp_NGZnNGbsdgI_i6CJJcamy_T1-tqz9mxAAwlfbcTMJHa-FNQ-NtqxyLWATm2yRGZfUlrxibE8u1gl8tRuMvjWqaxal2JpPpzs75Uwm6yyePh2lekXevcgYX6jRMbHI7kKd9PWs5zXJ3zpSjyzsdQLcEUAtR1PfM-HNaCBvVk96wzcSkZ9hiSGbC-Ko69e8EbdF7RKwMQEja-qt0-2jBDVkvME7knb7afcbonO6Jsy9v91gnwrME1_jV3LsAhWTBGYmhqKvcfmpfkVLuvqrSP4PCCc4ACkimDKUzPkxvZ9hyHSaDdoQ5DxFh41pCL2wZjkUQMAEn7B91b5OSSfzNtBXdsO8fMVyB-6Mnd7DNqzvkeG1ZdhnkDXZKGPJJzq8xKyMIXfIipyw1RUSCCSCscHdAqN9_EmGa8BMUlbEH574Oi9vupYi2WH0LfTxlPj5N2OreEAT3XSK1Q9Yr6qR5Xsvlogq84IVqs4qAUGP3ADbtxiilJat7GUEKw3oyY7sliQ2ygqBV6Ra7SRrk6-S7BEwPWaralJMOAyJzt9RX0s5gwZ1wB5mKJrzvgo3jMnB2C-atb29QRqlz_QMQXZFuHv6pte8JeZ-2Ubk5GD9_gQfdF93VPft5YIGgX4K9wVeei8Oep3jOObgUmHxJCJUvNTjC1KCMBUwTLu5RKU25ze7j6YKxwWP63JtGzzpTDGcV_6I55bEJv7ugKfvhbh5EEVKbjQR4HCZRgvFHW3sn4QeTVzG7nvYNovd9t3FbD6yZxzIPbbPysZfM3QJQrVar0_vZTVDSLSDGtpyCip5_jdiqEzTBV-5BKJPrhbv9VtzJHPY9quei8InJfioQCK-WkLhqnJRLUZ8UGKG4ay3TPGbj95jKQ6yNTFopBGC6ExbGuCpDdNrNpvOc2htGAONedNU2waS6PwlBuVIAy4JTkhQPVWXAimvheM6FmCwusNUscz2FnKYV_NGCOcj5kN8cQApMJGIHp1zxR7DOtUE1q78q38LF73IU2CZ2kfqnPy3qEREqpP4ixVoeRmdGKmWU0iO8CO9F8QdbjrwOpL5GxZ8Dur7qazueANTSY&xkcb=SoBm6_M3-se1pW2aYR0MbzkdCdPP&camk=4HOcmqOLYrBqfgxFuoal7g==&p=7&fvj=0&vjs=3
"Advanced Practice Clinician, Primary Care, Eugene, OR",Optum,"Portland, OR 97086",Not Provided,Full-time +1,"Flexible practice models include Traditional, Hybrid & Virtual!
Full-time or Part-time.
Average Daily Patient Census: 16-18 patients.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxQlF9nfElD1_UcCEZeahMAyxlGtDAo9E95zULo5CnbGtFfmSwwTiO8w0eLTSUU3eGTTFjyJodIhRXfb1mNyueTfGxdhQ-BQPqSccnAMUD-SwELOF85rmpjgNYYBsgsNrJTIqR42r30soKY9K397FgH9MEiAvncM-I3KfBaavaRkBXUqy26CsT_QkQasY9uy18Klk_V_SIeXjCJW-4nRrL0IY-NU6LnFalPmB1EN71EfKvtPHdSVWyzAdCVOeO2XP7ILoLsTwJ4jZh083qGxRcOqOz8vMyM5JLf94B047RZzjCFLSBBZV9JXOShSUNdtRBPxEH40Iqu3t_ZjPjzeJNZQ1ecJgQjmRJhf8HqegBlqNDGs5QlHCYtS4XiEkShtbR3ySXx6F_aUI33Bh3hMN2_LOKCc1IfC-CWSx3uv_WC-lTFY3_C2Kyzg8XiPaPBmfXHmOi1VOivebaFej_ObT46ANlInVuAyFgQh70GqTrYYk9KIoq-342hpwzGKu9z8ej0ixj62ZlLhOpTp1ykITOpmOZOiNwF5MBDey69-k_0Q_eXtvCROywmslgbsgK6aET3Sp26S0HY9lZEsyqRbr-HV0qQHKyxijaHfL7TyeQK0-DpvYHu5hB7RxujgzD1yiCM-dCfqrQTxw2Z5sVbtUXoDUI1alK0RxIlZcIy2t1k7WDLEx_TBhitq6-sqUM9Tzs8SroEPltcl7dQR80FrX6Lp3Vn1Hdcbi0H6Q5lt4_5CHhArLMduV9SwChxrlrBslGU1ONmDXoEg87XU7RJ8jOA-SN2v4XKm8Kg==&xkcb=SoCP6_M3-se1pW2aYR0DbzkdCdPP&camk=4HOcmqOLYrBOJqPC6r4zxg==&p=8&fvj=0&vjs=3
Technical Specialist -Business Relationship manager,Experis,"Houston, TX 77077",Not Provided,Contract,The Technical Specialist role is pivotal for the successful integration and deployment of front-end AI tools with our existing SAP system.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AEFElgJvH0khGA9zFQnp2BxzQ0kZOw7TdbpWENTeb18Nxbg4z4vP9DnAuGUsg_7P2cdsRJ4YskwHH1D8Uos9niiDyOGVYOwCyx2T0st-a18G_EKhTpIuPEmO0xYJS6DGkPKmagbZLLpvmrdWmit_uSxf2e9YDtc9wioLux4sLk5YxDgJgz9XsGkab3X9Jbrku5y4DObGO5SlWEmSLWe7VMPkhTeR0ySl11qGl8_3jITR0Vo0kXoIBR53fV7PsnikJ9MyEhJmQsXHZxsCVmuDWmHCIDwuD-xlSolQ4ewKHMp5jUwZM38m0o3ucV_J9HKSjUTefhAoa8Spf2uuozmsM_cZyG6xuxrZE0dSPAwadqN_k_MLqS44RB9QUOLK6z0_SAtUyco970H3loDEt8IDA9IJuSDkU1Acw2nrgNwGAdLAzJkvkRjX0AKv3NUbpzvZRbEeAG7XfIteVAowrA8vMhsQW8kbZnJhb_xcEDLkqrbUV6gTBDZdYBsine8jTzKwRhb9TaAtOGdS2dFyZR_hhFtDdZ-4sdlhWlR4Si0SiVyGvtl73TfjfnTE17au9ES0a59j7bNMz9_xpSFlFXvqGSHx-CXvuK9cT1OsZN0Dt_h7HANiR0K2Yulvtsmm3sauHIzXXYeCJ0hIvOVdBjOr08&xkcb=SoA76_M3-se1pW2aYR0CbzkdCdPP&camk=f416UQcMBpCYSUjLyizpvw==&p=9&fvj=0&vjs=3
