Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
"Director, Analytic Services and AI Integration",TMF Health Quality Institute,Remote,Not Provided,Full-time,"Experience launching technically complex programs, projects, or related work that include the following: big data, analytics, artificial intelligence, and…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ayfsi7bZwdEINvSTe2ayB8wzNrs9wlIq4i_fpG1GWJ4rl6ATpPY-nGDmYW7v3F8MpN17USMxm-uF5DbUSqYs1bLkBbPUuw03OsLeWJpxCgT05_gNzil6ofYMeiQHm3ZW7vDgpwFhwLgrymBOawbBSrv1tx0J_NO2pFBWnACl0Aat1oGSzxdOaeqfmtnra_A-8zBt8mtPaPSXO39ZPxelQhTCDXC71luxfXdPOoZUEcq7_zfA3fBFyqP2rvw-0Z22WOAI5B5pZ52ioTzbP4vBtgsGQQCKf2sMa9UXgRmG328npHuvbf08Ja49qDmW6vUXqXDe39o9bVZqav4mAp2lLIMVqLoqVQ0G5QUJ4nEYqFI98Z1cqtdk-tAEnMoYQ4QrcKIJb83L5YwLugmxWOtmMkZSJ-ww5vLqtG-u0lHbrm48_Cg2st6K7KhEygYJMYH5hPox9UFn_hjQmHu7mNr5-CddmAqvKOpFZy0MFFimsldjSrS93YzyQitImrsJwA7gyPL09M8zquvgV-gOkCshWjggARNGX60fwiJam16UDvQVlkcWoRlyVCEtKcn0iVLtKDUiMi8Q3aP19zw-6hNVnB-L0IWknt9mXME9MHVmJBtjxjAL43uiHF1Xvo1nS9DIjmFaTVnWgd1Q==&xkcb=SoAw6_M3-se58O6pFB0LbzkdCdPP&camk=nUmJqO2E8rjeCqh1OdSp3A==&p=0&fvj=1&vjs=3
High Ticket Sales Closer - Sales Rep (Remote),Woosender Inc,Remote,"$84,000 - $150,000 a year",Full-time,"High Ticket Sales Closer - Sales Rep (Remote).
WooSender is a rapidly expanding SaaS company, co-founded by two marketing experts aiming to merge business sales…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALAoJWNfCWsiK9KMaK8O7awlCaKA_AulsykHeUQgdUEqhuG8Jz3k_zY_Uen4425UP_suDhejvGBXiFRJLKr3wIhf5NHQWkIIHOvIxSSVhyVa4OZs8I_k6gjHuBSweYR6fNkIOY6IKt6kctCErrpBUc_Gy2eSCh87VMiEFqE2qiMsyWaZf84qe0zLIwGrOi-TLOKL0vHlXBfWDALP3uOH72vU4A81xOaotgnKyjzUjCsJLHQc3p23_yhxeXBVbVPvmC3sk0DE3zHTXClv6tnc2DGWnIhbY4b9ZqApWeBvUhQTVYsLCIm-Ir7c7tKdzHApnLEWqUNG4TxpclKLY7XYkklRlwqbP0YHyUQdhTxBsL0AP-hh9GXDY_3Ui1RKmrRPxiCoe-A4bJvmhANG70D0uK7K0zwLApvj3H0iBxcvbQ-akevNANoBPDydF5168zHoIDFYoe-1wgww5pVm9zYL-aDG9go9Yzt0xQ80owxDxK_AbLmJTerTn0YKK4juILTthi5_NWY33zTlsp4WVS3GrW6SYJLrZDAEUVEz5FMzkcjJ9TIGnEEK0hM2hJyDKHppvt3i-sfPq7M4of5GgOOjoau9R6dp5ULDPiwuXKAarm31_vkKJpZa2BW1p8JHlxsnP_kRqy7Cbf6aK4Gr--9GPuu93jDGPPXaXf8r5o2zk3sd3yhhf3Cs2-&xkcb=SoCE6_M3-se58O6pFB0KbzkdCdPP&camk=4HOcmqOLYrCKgOVOGV7sTw==&p=1&fvj=1&vjs=3
TARS - Machinery Maintenance Mechanic,QinetiQ,"Marfa, TX 79843",Not Provided,Full-time,QinetiQ US is seeking a n experienced Machinery Maintenance Mechanic with specific experience in supporting Telem e try and Control operations to support the…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGkINCdTcrGiE826ZcqmeCiySP3RicK5RxbJ6wJVZnTZnpD9QCG2sJHtzPfF50hAMEaABP5ksIooWVw4Vq8xYQO2QYDge0FS2XzDOjROi3dbux_WgawxBpow4yEOum4JUVGSMquHW1IwDobTfcWSxZHz9kFxXhFdKa9LI5_rw0J8eM9JmGuiUgPurcskRLzxvu2S9mMYmF8nAUOaNz6asIxSSKnDpkNYIoEF6L-jOmAMVGlx4RdilXywnlw21EJ12hEsBQdxcGgbZsRbthDP6lXSd75uxbwN0yG73bykRt51IY1wM02L8n1QrEskFLSqi-_sTwoGQjQ5FP4PtOF5GTNawCe20o-s48sWt4SbF0Yyf3ToQGjq22VBmDZLJHTgMNgvG5pyga5_HFifdoBaxEaDLQ8---HfQ1VUf09s8dHFWDJdk_MaaR9oVikDnFinF42iSWY6kaK-AMoDLwK8sEonCdcYC8FPs-W6cfrngOPBcZUeQTfxC174pzAO8IBqC5Xoh6i27-1L1Wps26d5AeSyuyeRI6kD5zCBnRSBxMZORmbngPYQwBf0xXjGsyFKyZCjVUR-RQwscDV1uHt1Z6Gd3qciODtk-XAAebYvBzP-Q=&xkcb=SoAZ6_M3-se58O6pFB0JbzkdCdPP&camk=nUmJqO2E8rjeIqyXENpptw==&p=2&fvj=0&vjs=3
Business Development Representative,ADECCO,"Morrisville, NC",$40.00 - $44.80 an hour,Not Provided,Seeking a highly motivated and experienced Business Development Representative to join a dynamic team focused on Enterprise Backup solutions.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CsARmfH1XNQTa22oGIIJ18FtyAjbQsgfeQZpddTLaeHlxlp7w6_irGi57W35HTJALjIqegi8TosabCpyksLAWX8yZV20PzkuiWzKehhCvYFlgEhxhgonaPctvlR1mJE2HNdIvDUgn8CR0TtXsELvHJ4PJA6PVXH9sCoEuQ8u_zAKLBO3T4xZCvEzJT7UWJYO-x-JgyNS59Kx99KE4NdExNX6FnzEF2f8BbLaGAaVB2EpW6xL1S4Oz90JmnKXbBu4t0H_4Uxtlt4MHCnxu8F9iFrFm5ZkCJAATsYO7k1k7hczLV38LjGNJYUXqZSxPYz77LT0BZYBXqVbVi_0HxaxNtfFktfppNMiqskSh0GXkCLwVPiBS9jTI9qSr1nJ4S5q-v7yj-rciD-ml7KjtRksj5utouJPbZI82hMZq99SRTWJposHkzekeA9mqbBdOFxsK4lL9lgk-QChHacUYmYjetNzBY6BE9MIZqNSsV_bovMCnSMiQNF2zfEmii7zv6VtvVLDEB797a9w1_VQK-P3Jxe6-eq2Puh6UxGWUNXXZn2XUyCy85cpG0C-YkslZ-SAleu3IEFtOs2Y-ZKa-nB3jpl6tR0B-nnBc_uMVS1Km7oz4hO6egl52ixI1Wo8eUN-lSjXbaz4C257VX0w7Xz5C5Cu5pJpVC1v5KD9jbSqw4ex7XAF4OihSq8RRjAx39icYP5rCw5rWEuFZzzPs9-v_EE8og6m1MuIsViNQml5bZrG4XsGdJw1wxfttuyWQvnA2ggxwifqDMyw==&xkcb=SoCt6_M3-se58O6pFB0IbzkdCdPP&camk=f416UQcMBpARGcKSrjotKA==&p=3&fvj=0&vjs=3
Data Science Consultant (Hybrid),Securian Financial Group,"Hybrid work in Hastings, MN 55033","$84,000 - $155,000 a year",Full-time,"4+ years in data science or related field developing both traditional algorithmic and advanced analytical solutions to complex business problems and projects,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrLlW_ZcUuDJ6jZ6w7g5y0dbJg6hSE_bFUiaAMAdSUKjwRuLRuecyYddHAuiD33dF3fgdrBdDrh5I0vsCHp_fyV85t6e6yCx8pa0g5cU9mP-blZBaKHV3ZhC_AoSnFz0ql6jaFsLzLnQdZWUWzlwtjs3wBvPXEntTJnJVfAmU4Y8zOHohthrx4-o1r_C0dChVTmJQZLNMVp7jntURfdI7lUv_aV7BZNrjsigJ1yK4cuv8vvMImKzTXL1i7Lt6RjIfrFZa17o0nBMwfQC6KkGuPs5rSebm7GXbzwGxtep2O66DnTWcsWSxeSw32febQlNC5m0ZWUNXZPeOmlzq4NgJXJu_LIwT2VUfYk2URI4Isb3nb0ms_NmPwDMHik5qrq99Ye2DOXzkDtFWmH2x27Fwghwv1In-2-wJz0OBsVEN93ErU8CgZ9faCw8oG-g2bvx3A1oXQMF3UD2KlhUcOnl-Vjg41n3K48MDliZE8LLkrxMIMdPdK76Q39NzT5AlU7N0EuJzVtOFua73K59Ogm20eytCAoFQdkRsLkCOMLSzuKczlrTb7ljx0WgLBwldcbBSeyBoEVpq2nYedI_Fal9pzBhvm3MLTuMeyVv5_JZX76jB3Vd9-cjh0mHCSrPMYfh30yrroW1Kc9OOQ1Tw8ZgIWh8vV3pgISzZ4NZhFJqFuzHpNWGlHZXc8vMjQL_jzfmzau4xyPDpdf43QN9uxi_HdEcyMak9JgT1g9ziRKxGn57e9i7BxeWbseO_vTbqbtJzf940qH_0g4ugaQeF81yDqeqRBo5PIoLTqZ3ynhtD9hHMUzKSkzWGo7Ct_cUB1hRPXaTNNg5zRFRysVqIDiJ58InHKfjsPkuHkUnlPlySHGUo6jrVBAfsWwmTB6x9Kf9YkIcjHoRjVV5XAjEVR-bOXilCzbNawmm2Gb1gmN-FQ-LcpN1wgW_Y5pUUJRigkGFtLPg8rf4oPqHCZEQGlHmTHHcxdM7-Cvq0=&xkcb=SoAj6_M3-se58O6pFB0PbzkdCdPP&camk=f416UQcMBpAMBHzhMBUx0A==&p=4&fvj=0&vjs=3
Senior Buyer,Vertiv Group Corp.,"Westerville, OH 43082",Not Provided,Full-time,"This position involves planning and purchasing products to meet demand needs while maintaining optimal inventory levels.
Foster a Customer-First Mindset.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGbFCOd0g9CrcorTJRfrCdp_f0OS8HbRoYOMYpzJAjur_rnGPX_jo1NoG5st3twWCT3FOlin0Z6K1r11oJAlZEPj4Ivmb0amIMgGwmYlZxqodJzOSQFGJUYTLFD7BXy_-PPzz3kLu2w_6kP83fIML4_PWNORZw7VEJDxb2KR7skTxjWLLkCK69dTX4w7JuhFieYdzF6aBvoQm-tA4PDo6v8rD0eLiCmNDWqYs5tuOBz9vTg18E5TUflWPb8dVWBKlv3aoD7-KAkdE-QnpqmOWcshLuDSFIeicHRKp_gAjZih6C-y1CI6YG7wjU5wZHKNU596FnjeQnBgfY26xAWVfZLhVzoCLCpYnZ9I5v8mLiiSWI3wvKMs1UFRMO2YURWj41EFwey2Phyx_14FMp1y3JFw-MEo42yZZcjuDPzhqcZwUars4jMiUyycs6Jo4W_uZY8za8DLDidvjmNjTT7sNt8_6XY1MvGiG9gRnYVkeGX0wyMahUEIdph4aQZcbfNAzMItqB3ahsl7LZBMWfb7MvPAiffPV7ntPmo-9Pi6otdiz51XMBzERVLHMrt4-9ogvKmbmsgIusXQlFEcvhtgb_R1oo_YF_IYKZ&xkcb=SoCX6_M3-se58O6pFB0ObzkdCdPP&camk=nUmJqO2E8rjwVV7zVSRwKg==&p=5&fvj=0&vjs=3
Benefit Services Representative,Associated Industries,"Spokane, WA 99201 (Emerson-Garfield area)",$17.94 - $25.12 an hour,Full-time,This position provides data entry support to the Benefit Services department by accurately processing enrollment and change forms for existing group members.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6AFO-gB4LcG2FdDNTApYxoDIu6b41BAC6CM5-mHeaWvORc1ow7cZb13Fh3VVTOBKd-KNt21DVoJC_HNk0Mte2o2fySc-DgmzrTPOhQ7UZkuD8RtA_a5KIFS4LeM-F3qoSXD50IudtWU9K-8BUi2OpEouYo3d-YmD_8gIgvv8hJIB43nlbpztm-IZtde56spCkVT0GyT0XaWimxcuMoVtF_k9nEPBc4CNA0nrZwcr_mpR7NeM9W5wyOUsfWdJNNCfgWQedLQkOv4I6hRw00JjzRRPajVlbTqqwisPV6L8mk6CDX4ON-e3SesUnIXcQxS7xzMPLv1bTnJqK9ZhNdbhucLyrqYxVJ7_pddTdvAuyTbEijX_P_mK9ps1NIkaZWyE5pIIBErQlmCPF7c18A1OhE5aAtht1nN3KJyXKx98jDzMrhG0VBP_dfreb7kthjnPEnxBsBGmbZrnyQtDON55I-826HoyUedcncFnqRqsSevM62t_uR0UZSHTSM-LnpAxYjjteVy5u72RHeDMb_MKYBD27cc2Jils-vzUbhlmCVQa2AfCtNvPz_FaCEdvbs1j2L5hPMtgR5DQzAWL-ysDtn1RTBxvowEp1ghpqIfIlrt_RK63NMYcz83HoJCkDcbI=&xkcb=SoAK6_M3-se58O6pFB0NbzkdCdPP&camk=nUmJqO2E8riV7k_U0vWMPg==&p=6&fvj=0&vjs=3
"Advanced Practice Clinician, Primary Care, Eugene, OR",Optum,"Portland, OR 97086",Not Provided,Full-time +1,"Flexible practice models include Traditional, Hybrid & Virtual!
Full-time or Part-time.
Average Daily Patient Census: 16-18 patients.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxQlF9nfElD1_UcCEZeahMAyxlGtDAo9E95zULo5CnbGtFfmSwwTiO8w0eLTSUU3eGTTFjyJodIhRXfb1mNyueTfGxdhQ-BQPqSccnAMUD-SwELOF85rmpjgNYYBsgsNrJTIqR42r30soKY9K397FgH9MEiAvncM-I3KfBaavaRkBXUqy26CsT_QkQasY9uy18Klk_V_SIeXjCJW-4nRrL0IY-NU6LnFalPmB1EN71EfKvtPHdSVWyzAdCVOeO2XP7ILoLsTwJ4jZh083qGxRcOqOz8vMyM5JLf94B047RZzjCFLSBBZV9JXOShSUNdtRBPxEH40Iqu3tJ4wWB1qtPbC-G_r6Jm7ALI6aXoxLvZ-B5oNG9ymVnZQqG-XXwuYX1w5M9AKkp5NTzJTWiv1ykrFaqFD0Y7fkDAIYmDUsvclaVry0LLUnVEEOIKUQRIcqGkR9udAF7YxtNjosd2Uz81InycWJYvTTtYUU6CDoFM3WV9bxgUYNPdBv8BJ6pxZ5ipTnczZ83XY02TwEGEsp3mmcTz0MItz1teu0tY1HUbHv0MNUfiPsJoQ6QyATOzvf5D-3Ary5nnFbwZgAnLozm56OnwbeWD_SDyFIkFuuCyjsSboykaATeC6W-gaoji4gwBmP8sxBXSZohQ-_Zr2ojXZe9bWggUESM9hv2hjbBNYreBJnVds4TXSgOwgqcqDgxinfiXlqhN4gw6ihhlVdBXQ2zkPcXtQaZc1OfesNET2uQs_Ik40Rk1yqwPSf5uvgJm6DiylOj7Y-awIfkBEI9pr4ZW9C5Uyf1Q==&xkcb=SoC-6_M3-se58O6pFB0MbzkdCdPP&camk=4HOcmqOLYrBOJqPC6r4zxg==&p=7&fvj=0&vjs=3
Patent Attorney or Agent / Computer / Software / CS Remote USA 94301 3621-i,IP Recruiter Group,"Palo Alto, CA",Not Provided,Full-time,"There is an abundance of challenging work here from major corporate clients, thus you will be exposed to a diverse array of complex software and computer…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-GnfhkYhNSkhmOlIaGMZ2A7LEV2ydYFCWtitvr5FzjSRS2XSZWboiMpVjWsU6ya8GRpJYq21Tx9PfpWjkvtotwYfIxnEpOZuUY8DMM14PredbNP9wquqH15e7-2YI-h4HmlO7f-f8FopS83m9_9_NmFBHhUAbSg8bdI7vTVIijlBJ5tG86y9DalWqAEd91PNvEJiSIiATjkpt_wGOccDo_yt3mCEBCCWipd7sGaAQsZncs_ut3Rz0qTW53KYhoHbh046r2hTeliqAw2zfImyEgPPGdyMEIKMcjbg_P1RQCYuLfXMlOSM55hMNb4jU8dZoK-D95iD_K78ZqMRmWKsEf77WVsNSd7_reKAoQh0T_jG8fFxz-sMQA_0sP9-YUqD6_58vn0NjyekAtzvNk4DccJZJz2ozxpHtpkSJxSkWJhmuBG1DG0PvUdw1hPd5x5lg-HzyhvZXHQ_LdpfQSTg8gz6T5C3BK_gsWxJDtk2nRXAp7qzE9bBrHnd1-dAeb5_0XD0tsxHCV7ce4HtQsC4zSZnGjKBa0erh0oYYvxxq2UPdrotkSgilcNfErfVC_Ou9EVmAHX8v2sBjp3n4B6LuYt9xjD4QVZnmSBVMteYDTiZjlIJ9wFE-8X-rOezJKqNcgkk2OZPceoHmNqNRt-rboNtxULIq3eXXAbyTO-gsa0sVGnpg6FWzUCmfC5ioVHSLQFBMtrB9nEb7FDMPyz1UtB6ykIy0IQqFk3q-fSifDA==&xkcb=SoBX6_M3-se58O6pFB0DbzkdCdPP&camk=4HOcmqOLYrCsjQRXLjDpMQ==&p=8&fvj=1&vjs=3
Patent Attorney / Agent / Software Computer / Remote USA DC 2567-i,IP Recruiter Group,"Washington, DC",Not Provided,Full-time,"There is an abundance of challenging and sophisticated work here, thus you will be exposed to a diverse array of complex software and computer engineering…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-GnfhkYhNSkhmOlIaGMZ2A7LEV2ydYFCWtitvr5FzjQTSnyRx3MqhdcauyWGpemrK43H3NWvzXHCgaltDQDStZcWYqMURge6s95eg4lgF3Lp_3wmRrMaMnwg8EexZDIUgBk3ETCRcpL4SaPWeqpcC25NpRU0yxriWhapgqJGVGRthUanDUwVjK2sxWWpnIoWjh-20vuisHOy0Q5menwti-4_HfGrLgnmpcMKWAMNc_-q_TwySs3wJ2UjYJ3Bh88Yy9kgE60HQ8wNjLamEVrHMbV0XS5V7SG4dfa7sxCsjfD_RidOk69YbLmaIE_Xzd3f5QF_PdLVMOCnsFZ73RbGWhnCkcvprM7enGGqr-MZKGXjc_SOLc7jmHjT9ry9LFlrNU-C8mh6AxcTxi3WoW3lR0D_XZKGLGhWO8qzWOUkzS6n7bh3bXK5WoVogs3v-Lo4Nzmy48V763m1_Xx3gKd68XYYqLg2f8e0r45RkiRkbC6ycEXIP5cTPP0JEkoufihr8hrSmyqAvBlfv19romEsmjIA6Rtq9UPeMVR__I569Ux_vuXIEiBSKFcf3Fr4lGkG-G4GdYw7BjCGlYRTs4zXsLXrOtJ_nOhY6q_LMatRIJ7n_1apqPsStde2ehJ937CX4-wmfSNDk7vtSqz95RhoUl9z_PXTJim9TCsdBIjP5UG_upW_w-0G59kVaQvnHQkW3XQN3L8CdHf6xWu7qm-ER&xkcb=SoDj6_M3-se58O6pFB0CbzkdCdPP&camk=4HOcmqOLYrDifSCt-LXYqg==&p=9&fvj=1&vjs=3
