Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
High Ticket Sales Closer - Sales Rep (Remote),Woosender Inc,Remote,"$84,000 - $150,000 a year",Full-time,"High Ticket Sales Closer - Sales Rep (Remote).
WooSender is a rapidly expanding SaaS company, co-founded by two marketing experts aiming to merge business sales…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALAoJWNfCWsiK9KMaK8O7awlCaKA_AulsykHeUQgdUEqhuG8Jz3k_zY_Uen4425UP_suDhejvGBXiFRJLKr3wIhf5NHQWkIIHOvIxSSVhyVa4OZs8I_k6gjHuBSweYR6fNkIOY6IKt6kctCErrpBUc_Gy2eSCh87VMiEFqE2qiMuze6kQ2YdYTjIGXzGMjTvArjGpUBIXZMqMzz0WjQXIOJzoVCI2P9XZj8rMQYi6zGbVWLag5LDWjk86zBJtpelfvIDZe_nIO0wt9Qawn9ve-K0NkCENpdqBapH8ZY509nncAeJPAYLzj_Coh3Zs5LbFwVzT1g6uNn-LYNPVUE9PraB0tj9mqMyjH87Leo45SHByL-aU-KTFyH95Sa1tlQys5lgaGMRLhhTPeCX524u6nLU3zerJMVzOY76XNWC1YoW8tqCokeB36gaw1qBOlOc-T9I6TibB-FqpYs7uN81BCdFZXU_z9oSXJv2JCDYywE9cj-FOOmP0UIIN5REfRkeDh4mM8wVs1IGXvHgPPCLs7uyPJ97efIjK67aqea-Z9YpKWZSP5W3Cs5TPIE7JMp2KezgnxA9EZWXvJ8PoHg-jSZSSIOmItTa270B7fKLtxKD_wJx_96LGpfSGvufiq1yKoqjHZdZDzrZ81LsYp8kXRGoufGCeATrjGOI9ad4exeXyVNA_yFPhd&xkcb=SoCy6_M3-se0N6apFJ0PbzkdCdPP&camk=4HOcmqOLYrCKgOVOGV7sTw==&p=0&fvj=1&vjs=3
TARS - Machinery Maintenance Mechanic,QinetiQ,"Marfa, TX 79843",Not Provided,Full-time,QinetiQ US is seeking a n experienced Machinery Maintenance Mechanic with specific experience in supporting Telem e try and Control operations to support the…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGkINCdTcrGiE826ZcqmeCiySP3RicK5RxbJ6wJVZnTZnpD9QCG2sJHtzPfF50hAMEaABP5ksIooWVw4Vq8xYQO2QYDge0FS2XzDOjROi3dbux_WgawxBpo2abAPmFb_EWU94TZdGEW75k7rOT0IjvHj7tShK-mAwoeW7VnXYjxinTldrSnvsE0uk6XeclVrfytLqvH-H1esMe5Hv2sSR-r0-j-xFFIxMBgdvKg7i-gKIKypW5MLFH5VzQVMca-jQDZ1nhhVpGvobFHgQU9qkcMVB8YrB8jHxUpzSJkhKy901yeLdOpLVi4F02yHOzXrmj-dlbNhkOnYBJPsz5k3s2I8q6bUI4N3pl47sD5wabEKmTFfwVzYh62du2-myVeNfFqMiBKq7S3vyP9uP_Lz4semnOHd6SnWxVKFNzGxGHAg_xQQU2YKh8KerRvC1zNjcyqz0RqnY806vDTuZvkM7EX12FRECvqkGHk2HwV-01TXVa5aklOTCVDiWoWSWVfTzF017tE9Sw8rTt9GRbuOmxiO63uV9gnaz_cMmhKBVFzlSx6F1ftk1DMBq9KBqcDhn_1ghANQfzDQRMHQFaCYHx0f5ILjrKoV9sXd9JTKxA42w=&xkcb=SoAG6_M3-se0N6apFJ0ObzkdCdPP&camk=nUmJqO2E8rjeIqyXENpptw==&p=1&fvj=0&vjs=3
"Director, Data Architecture",Insurity,Remote,"$130,000 - $170,000 a year",Not Provided,"Be an expert in one or more areas across the Data & Analytics domain including data analytics, data integration, business intelligence, artificial intelligence …",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CStRURn2rH6RIsPv2n_opzri3-SW-kBZWpnuWDMFtD6yoxAjl8mCzKN-s38AUrUYnCJ3h-gLqH4HW7WPh67rIvbGbFHUkdTMjFhCYB5oOsezgbQBCtG8_vx9nLXsI7UTDBzaK1_565Jw04robfUxWdpv64Fo-AdlzOtiVR5oruwcsVp5B2tfKybB4Kmoy_UCvnfhPsRx8YTevl4UyTxFwdduKYehIEIGqDAF_DYqnPmdOI-3wqvBHFmHyAtvDxKVMUk-qDv2uLC589RZWtEKwkPprrUcHeYfP0oA5mGN6F1hGGU_JT2vnw5mtKwPjLDltjyngUOnlhXqpsH0py7hWyFTSHovTzqDTdtcqvFCWEZE_8r9tFau2NlFbH9TFYcaf56r0sJXL31M5vlVWAZxRiNnSsE7kt8rMnaZZCGbMg36Uhrf6KtOqo3ptMSYn6AZaJ4UbqTuyFHt6LxHlkAklXazKuqgFRcUyHQepzQBR9K0TW6aNDiYTwYK3hLJeJxb4hV27NQugeglaAGfgIMClDnu1lz6Fsr2IrpY2P6Ctg18u7ftyV6WiCm0yvI4XSX1yblc6zpVXdL-O9T-pOCyK1Df4gOdhSChgc7wZliX8BWqT8L0HDLUYt3&xkcb=SoCb6_M3-se0N6apFJ0NbzkdCdPP&camk=tQsC0y0u1Lr3wSThIsfJ4w==&p=2&fvj=0&vjs=3
Expert SAR Integration Engineer - NSG Radar Ground Program,Peraton,"Springfield, VA","$146,000 - $234,000 a year",Full-time,The Space and Intelligence Sector is seeking an Expert-level (18+ years) Synthetic Aperture Radar (SAR) Integration Engineer to work within our dynamic Sensor…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWrJOJIc9CpN6yMpv0V0AydpTkzwx7H4nhH8WAx3qz9DFPmyzxY6nkFs2NPrIYzV8hrvEMB7Hx0TSaJ768Yz2SeU7C6FAf060kerNRRkR4TmP4EZvnsZ3dbsrcTyqjKNKjC8ICCcWwtav2W4OxMvsKTwKh5eQwem-bEcMXXCJiUHxKhtOcxbGyRE7iLayvKVeeMWopD16usTJ4Bl4QMFwb-9BFgfMrI6b8PrHLotmqLK6PMJnUtVggvrzwyPfYeMUO4Kk3YPRpG9X-eZjJ6GVeiZM9HQyJhgE_9MWwcryc1YwOYlYhvu8fEa1f9a4aFIRhl7_zQ_ZmQZkcC6VLkscgVtuFZa-O0CeVynEKYT8JKeY6g-JLIxlZKQax9eP6sScIepQqglBc3tFkH5a51jMfrQ9nwCQrLFTCQBr5JJvNbvoEnApCH6AHBn9vky4F4N6TaycgLNxLhHmGR6R_WW6ZjBXU2kOhCs3cGS2g-qisEM0pXtIuqkyy8UmexYDyyeZBIGFRNIwFQv2lGpDSto3-4dFqwRrExrzs7KtTlhvXeazMWft_6lm9QsF0JvEuvqduilLizIAk-2wwiRKDSszW8KCxBoGV9Bq9UC4V8JY6PAV4C0zvxJYwoyuIDZd9xbI1561YG-aXxJWc6AdiJWMjMTmaeu04GHltkNgbXc7-gftWVHNvOsmzFm1UG902tty505LfNWtw1MANG5YkGBpptY_p1CuybN2fSkN3QYgCGzwMhEfmeQuZZMdOSxrXoz9jnwHqk90ytgAmdIFvzzYs8viBDuQh94IxLOoK_Qvfyb0K_82u3x1rdONnBfjIKWbVwUpZHR7CVCZakYhG4ts3qwjERlhxSXBrcR_wmgjVkecOJ7cxQr-h&xkcb=SoAv6_M3-se0N6apFJ0MbzkdCdPP&camk=H-lBaXMUocJkdMwvV3pipQ==&p=3&fvj=0&vjs=3
Senior Buyer,Vertiv Group Corp.,"Westerville, OH 43082",Not Provided,Full-time,"This position involves planning and purchasing products to meet demand needs while maintaining optimal inventory levels.
Foster a Customer-First Mindset.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGbFCOd0g9CrcorTJRfrCdp_f0OS8HbRoYOMYpzJAjur_rnGPX_jo1NoG5st3twWCT3FOlin0Z6K1r11oJAlZEPj4Ivmb0amIMgGwmYlZxqodJzOSQFGJUYXhHDkHAemSsOi3PH9rTPd1OkCsyJ6fWgOOELEl-V4r42hL82oRT39Za2eAvfNGPP7VOTfUb-osmEfGOYkNzfUmzHEWDx2Oyr9oMzjHVXtQ7CHyZgQT3CAhZJdQxyLhR-v9wQpNagoxoeSDFKJABNp0VLdr3xbcMh6MJh5cfnB4-Em6uywAc5V06xSkZ9hY6Wupokb0wH0MAK9GMaBZ5OqOjoJ5AXJdRdCIIp4uzPPav03NNXbE9NFdcf6eF5cOUxN29P7ydrmH7XJ3qSjqp3AEz754BocUSOkFG80EHH6t20_w37uLv9o16pZPkt7NabDUaC8ISHoqON8MIii8fls3chjZYfiTQZDOOKg30B_MlIs2pOQsmGCCWsmJxBJf4a2cnZhSo7kmTXCwWeVzDOUqX2pcNLit5sZRbqZL_BoerexE4h51kuR_mzaxbSHWUzZIGFbURsINJEJ1djMm-_GwLsMF8E0YK3oVT0T0465A4&xkcb=SoDG6_M3-se0N6apFJ0DbzkdCdPP&camk=nUmJqO2E8rjwVV7zVSRwKg==&p=4&fvj=0&vjs=3
Benefit Services Representative,Associated Industries,"Spokane, WA 99201 (Emerson-Garfield area)",$17.94 - $25.12 an hour,Full-time,This position provides data entry support to the Benefit Services department by accurately processing enrollment and change forms for existing group members.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6AFO-gB4LcG2FdDNTApYxoDIu6b41BAC6CM5-mHeaWvORc1ow7cZb13Fh3VVTOBKd-KNt21DVoJC_HNk0Mte2o2fySc-DgmzrTPOhQ7UZkuD8RtA_a5KIFS4LeM-F3qoSXD50IudtWU9K-8BUi2OpEouYo3d-YmD_8gIgvv8hJMVZg32BVqq92PPYQhmocDFWgi_TrF-xWMqYQNNqeKM7QtZqR3taSKIXG8I9bCi3cT5aAiT6ohur0MmVZod7Y_pS8UEwEMCmAgXW8-YLGb5paWUuA5wcZREJglp4xdH6Spaz-t-RF678feX6_WP8iyAx--q11QiQpuHDfoqAI-wvaGDsNi7uxJ0bldA6cM-tURkgSVLEeaiP-yYvpYOWWHloN2QTm-COA3fW8Uc7ezbySBXwobtkIZEOse8_vxfopU-NiQRRjN3fqptRavwUjrY18UCv5hQDobLw1z9CRSXNdt2rq68pYs2NuGiZIcTq8RwI6tmfYGErqHiqPAnFk8tqzYVQiAjiQyKddVt91L8Eb3gE2YhRigvMukpf79BILgT4erBuizUmTJtELR1pJs2GorQ8AJ7GGXHZG2NxG5QLTmFkV3gF79cV5NNs4EbDDae5W4hp3Mghl_t-LGxmd00=&xkcb=SoBy6_M3-se0N6apFJ0CbzkdCdPP&camk=nUmJqO2E8riV7k_U0vWMPg==&p=5&fvj=0&vjs=3
Senior Data Scientist,"Modern Technology Solutions, Inc.","Huntsville, AL 35895",Not Provided,Full-time,"Utilize machine learning techniques, algorithms and/or artificial intelligence to improve data analytics.
Great Benefits - Most Full-Time Staff Are Eligible for…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C26OT7h5zXl7z1yVTYwN1d43osiYS9hmGqw_eY7i5KF4BfiQkczdjRxOGPN-vMk8vHzYMMvJ-Dlz2C4GI9B-NtRDuDW9fB87kzUB6vjcphEz8R6YzDooRN5Xz74Qd9NeZg4l074TDFi2cqXkjnxtaJe9CgmzLE10vHMVQz6EUNOhX1pBH53ZNvFX5dErC36Z6tui4f4gm8aqZg8pbjUjKvtWXmvZiDL7nn8h85sJvl-D3M2hk6AexWyFm94yY56buLW6IrMIgEXVPOeCh9IZlr7lA45Vvx3YC63oiMWJ6123J92PZX_MKIJTz8DmVM40LraZTsTixIIevat3JRCa4x1PzAQ17y8ya15b6oUTmC_0ILnt8SvHfke_qsU7CzoJMaG4jWMUp6c7rkPUd_RbiZzMznMBfC4POxOq223K1OQ_poQRt0QthCNEh_tJW6CzRo4KUfPdO88LgKpxPDOTpzssITwRc19AHHgKX8apMlqK9FCt1X42r_dISQfnJ4Q-IOgLdL-keuG2A8E-DSMY-aiapQtOHOHrjegtgLwnV1241cIXViKJdbER1I1J68vZVGeSuQ__SIrio5YZc3UYan8986k6h8tvNMVcqeKjECISJQGHxpbljgze1jDnLITfGenp31gscNbim2qI_DMduX2QTmo44D-hjS261yDKylifshLPlOKJi1L4wu3P1lCnP1AaXTiIx22T33fPfCPw2LH4VPDDg9m-fOJeVy9q5CpOnyh3F8AXSgnvIlLwpA79yndDm4c2KoPiJAlHd8-Mh-gd4emPr6qEQksjX0uYuI1H30Wpyf9PCSgZW_auAxlBcaio-P_-uAkIo8-M_dWuW5&xkcb=SoDv6_M3-se0N6apFJ0BbzkdCdPP&camk=H-lBaXMUocK-CM8rzi8HLA==&p=6&fvj=0&vjs=3
Sr Lead Architect,JPMorgan Chase & Co,"Plano, TX 75024",Not Provided,Full-time,"Advanced knowledge of software architecture, applications, and technical processes with considerable in-depth knowledge in one or more technical disciplines (e…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF_nh5ZfsFsBmdMtl0VmSp3qr0hiO0v4aMZualv0QEXwqXwKBnae74lJrhMS5AOZ3zXEx3aehvkT0hbQhE9PVGTTg1z91BSy9hUz9T90YBpVZoqtQALUv7SyLWzduoW_Vr_tb-P--Wx4pzC3IPHaYkKGm-AdKdEGODHlkqby9KgFQZgpMewQBhZ9IO1mk0YFoxik9dfA1e2h2P8akWISEO55ymc9LR_x5lpKJIQIJHaH33aLmu-2yiCF3DS9__bGPyOH56SFKfQmoalY99lSPK_AJkwcFD_QvR2GtRdTJD2Udq2RJXP7nwbzFbN1hjcGZNSlKqtEgXMeb5B4lvUwjKQzHfeULleeRI0WKPMyNw_CeZo3_rAzwF0hExE8pYVN7nqYe9dLeHyDaPQVY9TIeUa4UIbuRQ-PnYl_rwhNYAwzn5Yjb6qC1Q8szY_vDbAesTSaM2qiVqqNYxGSt7Eu_cJrdFkoKiORKHgqxH1dic2B3NMC6UGulZwK61kz-5kqA_Te0TbeSjA1mP9DVmLUJY8XUOh5L6uZs2sbePHHGuypDvpVcMF3433siY--B2SkyF8oLQKu26fIlX4q7jEN-Q6MZVwmAiZsI8DCtsCUX-N6IF6eIvkK8qVrP4EW8zPGOIFQ9vYZJy0bDBAJXEUth9aUdcGkf3zkmGzkm5Y0QEtRMgyLhZLOxhiQ4fMI49wTY1rFV8TY1GuXbpdzp35e9YQWo7yxozzwYuipk03KOcrpfGk_W2hfu_cUv2UzApJuSWrMGe5oDuioCP0D5sPoWaqsmGkMZbTAuioSGiw60hnsVP0_JUColmNlkEZKuyfVuaGkb0d2sGIL4dNnDCcDvDS_bAPMH2u7bzwMZc07o6gJQHrb-NoavA4AOxhvZwJcqjFGrgURZNRLdhwzMQErW1Qs00cXpUfDd96IOVlA-OVobbS5G6wT7isVnD7crHdc5Tzxx6tRjcn9uXNdMphdsgzUcJ-YCqPLpzGEKMzOtE-fv5lmhGmGYrQOgvWogW9N_mR_wUyY7B6r2i7gyDt8LXvSacInwKs4hoGXSsD6cLod1h70GXmcELHfwKL_53QFEJDKPo_UKJcXFo159VVIjqml9yFrcDksm5yD7AJVxCwAxKHlPsxZG7VWkSe4AaLtfcaJzmxmkEnafPOWv79PRcNh5HKgSdBYGToKZKvZu4Uilf30OuMREB2Qot7cJ_-eSP_6q2m4RNir4R7vGNCfhu5Gi_k8a7Jf2D2f-sQA1EcOcFa6zMuj6l0u04zS0TUITx8zK5vKe4Czv-0hGZ9o9adtC2rrvFJgv2IKG1MqqdNQn_NuIrqdHSVlBa3hffrqc=&xkcb=SoBb6_M3-se0N6apFJ0AbzkdCdPP&camk=4HOcmqOLYrA30gmGkgXD2A==&p=7&fvj=0&vjs=3
"Advanced Practice Clinician, Primary Care, Eugene, OR",Optum,"Portland, OR 97086",Not Provided,Full-time +1,"Flexible practice models include Traditional, Hybrid & Virtual!
Full-time or Part-time.
Average Daily Patient Census: 16-18 patients.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxQlF9nfElD1_UcCEZeahMAyxlGtDAo9E95zULo5CnbGtFfmSwwTiO8w0eLTSUU3eGTTFjyJodIhRXfb1mNyueTfGxdhQ-BQPqSccnAMUD-SwELOF85rmpjgNYYBsgsNrJTIqR42r30soKY9K397FgH9MEiAvncM-I3KfBaavaRkBXUqy26CsT_QkQasY9uy18Klk_V_SIeXjCJW-4nRrL0IY-NU6LnFalPmB1EN71EfKvtPHdSVWyzAdCVOeO2XP7ILoLsTwJ4jZh083qGxRcOqOz8vMyM5JLf94B047RZzjCFLSBBZV9JXOShSUNdtRBPxEH40Iqu3t_ZjPjzeJNZSPUdAeN8Z_L1y57vLPa2v0fC7ZgbAquD-oxpxW0fNrg7RYRO769lRF5ztj4gGe0MvzxJ-iLrUn-cqDyj8FqCj-jI1ZREHrxRx7bZKhz63H-OcgDHDx2KDw4DbVcTOt2FA0Mxn9hEWBEKtQV5aKghDnyE8X7lqv9kQpihTIifsbbrr-40isyWIxoobevMu4DTqz73fEq-7jqL1v2OoCUKMG4vgN7o_WGG0lrKzM81-e_qX2rn52m91ETPqC2MfHPzQulBnyXezG9GTlQ1RtwQ3FA-_SvK5tiKk4h6mm2VX_6tAXn_wcmNa4FZM7UklE5iIx-l8fMAYPrKLyppKXf-Rs5ALCL8wJylDG1cKaAPetogZH0kiIG2t1pisLuBYUOQKmXhWblH08lydYlkv_8yuOAfmL526egQJeujxeMccaqrnDQAvwqw6WgB8VzNUmfaAtgBjnLoFZMQ==&xkcb=SoDV6_M3-se0N6apFJ0HbzkdCdPP&camk=4HOcmqOLYrBOJqPC6r4zxg==&p=8&fvj=0&vjs=3
Patent Attorney or Agent / Computer / Software / CS Remote USA 94301 3621-i,IP Recruiter Group,"Palo Alto, CA",Not Provided,Full-time,"There is an abundance of challenging work here from major corporate clients, thus you will be exposed to a diverse array of complex software and computer…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-GnfhkYhNSkhmOlIaGMZ2A7LEV2ydYFCWtitvr5FzjSRS2XSZWboiMpVjWsU6ya8GRpJYq21Tx9PfpWjkvtotwYfIxnEpOZuUY8DMM14PredbNP9wquqH15e7-2YI-h4HmlO7f-f8FopS83m9_9_NmFBHhUAbSg8bdI7vTVIijjTadM-h6VzrhLDv8rsWNqcqPZqekhY73SUJStwyklNsXGT06EunXYg0AJ2psXDvggYrgniY3MEekv1uGIPh9yKmvbEswWsJZCwDu85SLL_5YoC0-vH6gKZaru2onP_m-ssOzwazvd9ObCWc5wls0RE05u2Oao2_gxGu8xaI5A6TPeMCjEAoq4E2olqHJN4BhYunPgv6EXcpvqr8bZe0n__egqlcGea3XPcl9atrmRcU7cVAQVDf3VOf0Mil2ffMtfPo9IJPhLHiQHJj1X7f52ubeCdgSQAUDpDk5nls0UNKdISI6TaNMYqQVrDkdWAG1W-46laSe15O_Z84sZUCJ9WVVT2iIddvYKB02RDoNl3pr34i4dFJV-1kJdcqfwdfcKFVgFWGmD5C6KIrcCZRi7rHgo7XMvLzmdaZvpKF-NjDcHlyEc138cV33-inkAVC4ngqqQlOqEPzsCGm1tiRUR2oTKfsdNyJ-ATC94ssD2qgBj7wES2oRFCUEjixtOd52EB-OmR9O51fnKpZfwbeyMbcKUUv9t07mE3kcPbJ4lCQu9Li0O52LQRrpS69VaQZfw==&xkcb=SoBh6_M3-se0N6apFJ0GbzkdCdPP&camk=4HOcmqOLYrCsjQRXLjDpMQ==&p=9&fvj=1&vjs=3
