Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Associate Research Fellow,IFPRI (International Food Policy Research...,"Washington, DC","$85,600 - $107,000 a year",Full-time,"The selected candidate will engage in comprehensive research on the development, application, and evaluation of artificial intelligence (AI) and other digital…",https://www.indeed.com/rc/clk?jk=e7fb7538811241f3&bb=jm8rDGbkcHWMQlEBDMgoAfUe7BTKDu1lfRU4XxnAV4KJTnk00rAzmZZarqsp-RnC1EFYsZ_SbQhvlNCIxILN5bKjS1bEt7BhnPjMQ7ABQa_J7YywlM-NMVRD4RRaV6v_&xkcb=SoCJ67M3-segxaXRih0LbzkdCdPP&fccid=0e81013e9b300269&vjs=3
"Assistant Professor of Practice - Inventors Program, College of Natural Sciences",University of Texas at Austin,"Austin, TX 78712 (University of Texas area)",Not Provided,Not Provided,"The University of Texas at Austin is seeking outstanding applicants for a full-time, professional track faculty position as Assistant Professor of Practice in…",https://www.indeed.com/rc/clk?jk=1d03f42877e38b59&bb=jm8rDGbkcHWMQlEBDMgoAU5vwd0xL544_3vZa49p30eE47r_J7HHbIvsn2BuSX9qTKeHo_n4cLQRsb3flftcPnwpu0qn10Poq6wWQp2So_ifmzlLBa72qg%3D%3D&xkcb=SoA967M3-segxaXRih0KbzkdCdPP&fccid=f7282ad3490137c7&vjs=3
Head of Safety,Nuro,"Mountain View, CA",Not Provided,Not Provided,"This person will lead our Safety Office, will play a key role in directing the efforts of our executive Safety Committee in articulating our vision and strategy…",https://www.indeed.com/rc/clk?jk=f9f449895af42037&bb=jm8rDGbkcHWMQlEBDMgoAVySDX4BNLug5-FkRpIlfRyPXGpPWGT_KRx2fCIJGT2S9bVtXW2fAIYZJfGnLUNrI2-PF6jksrPfrxwXsjrxGIBWeXJ5HxsCrjk32gOnilVM&xkcb=SoCg67M3-segxaXRih0JbzkdCdPP&fccid=54ce3d70172499ca&vjs=3
Software Engineer,Domo,"American Fork, UT 84003",Not Provided,Not Provided,"Domo gives every kind of user real-time insights they can act on, with secure, easy-to-use, AI-powered data experience that drive a culture of data curiosity.",https://www.indeed.com/rc/clk?jk=1423dfb23bce6324&bb=jm8rDGbkcHWMQlEBDMgoAVIygO9bmSjOfn0nfl9kHBxn7P7ND5Uo2GboH2W4gKLaTSNkKk8ROy9YgDrAvgBM_7J7XUQSZQhNiBq3SDCYp4MPjDvsxZFFHTbNKa7PS080&xkcb=SoAU67M3-segxaXRih0IbzkdCdPP&fccid=f7b222421b3f02d8&vjs=3
Global System Integrators Client Manager – Accenture Federal Services,NVIDIA,Virginia,"$220,000 - $345,000 a year",Full-time,Lead the business relationship with Accenture Federal Services and help them evolve into extraordinary partner for providing AI enabled Services.,https://www.indeed.com/rc/clk?jk=012bdd5d95fdce55&bb=jm8rDGbkcHWMQlEBDMgoAQ0Zf169oVRd6hJj864nWdURFRDYEhdYBEu-4ACFepxi3E_IPBhztXtqdl9hMyAmdS7kUN4FnKDOP0l8NIFxMgULYdcLiuB5ig%3D%3D&xkcb=SoCa67M3-segxaXRih0PbzkdCdPP&fccid=c267f29f0f85e8b8&vjs=3
Data Center Technician Apprentice,NTT,"Ashburn, VA 20147",$22.70 - $34.10 an hour,Full-time,The Data Center Technician Apprentice is an entry level position that will work closely with Data Center Technicians to further develop and enhance their…,https://www.indeed.com/rc/clk?jk=a3a940f11b2c506d&bb=jm8rDGbkcHWMQlEBDMgoAac_F1mw5fytaIu9Kfo-01ztCdHbYumxt5uLCIJ9cmjN9PSxDcFiiu_mNkjPj0VhetgFu8g0FUsv1zl2Puc_OyZIbe2Lav2CY26lWmYtdRLA&xkcb=SoAu67M3-segxaXRih0ObzkdCdPP&fccid=6777761b8791c1e9&vjs=3
Data Scientist,Parsons,Hawaii,Not Provided,Not Provided,"Strong background in applied data science, to include machine learning and artificial intelligence.
In this role you will get to leverage expertise with data…",https://www.indeed.com/rc/clk?jk=1dfade15b806a9e6&bb=jm8rDGbkcHWMQlEBDMgoAVGCVZqYQ9rATZ_LzgepoaeHNsS6ZibRXBfbkxnCU4vgKYN1nC24IxyLLKJoTlRvnRB8qczSiACpoG4iLN3wWGG4bXgQuPB1BcWEZWhLmjBK&xkcb=SoCz67M3-segxaXRih0NbzkdCdPP&fccid=e8f998ddd15bac9c&vjs=3
Senior Data Scientist (REMOTE),SailPoint,Remote,Not Provided,Not Provided,"Our identity security solutions secure and enable thousands of companies worldwide, giving our customers unmatched visibility into the entirety of their digital…",https://www.indeed.com/rc/clk?jk=3424dcf354f6f938&bb=jm8rDGbkcHWMQlEBDMgoAY2gRruM26lOeXahmwGbuRwpmCMSvfYkbwsoNsalLCmrW5DEb8VLzy6LSsHNbGwAWoMBjNVpQtk9I0RxdbV99VnMIdFzAa1w5x9RmcAsLHck&xkcb=SoAH67M3-segxaXRih0MbzkdCdPP&fccid=4ecbaefe0044b519&vjs=3
Lead Copywriter,HealthStream,"Nashville, TN 37203",Not Provided,Not Provided,"As Lead Copywriter, you will play a crucial role in shaping our brand voice and narrative across various marketing channels.",https://www.indeed.com/rc/clk?jk=adbf55eb400d0bee&bb=jm8rDGbkcHWMQlEBDMgoAboU7U8IxDua7bS32Ze0T0_egh1xqi-OHbx0vHUKKE-HTGVxCC7KbfgUHh9vLQc5s2evSKoR296zBuGzoOTYCdSG38Kyd4TvqIdnAGC6BvPA&xkcb=SoDu67M3-segxaXRih0DbzkdCdPP&fccid=6eb6994bf6f8baef&vjs=3
Senior Staff Data Scientist (Xpanse),Palo Alto Networks,"Santa Clara, CA","$124,600 - $201,950 a year",Full-time,"You will seek new, critical cybersecurity insights that protect customers in data sets ranging in size from gigabytes to petabytes.",https://www.indeed.com/rc/clk?jk=51d027a1876db6f1&bb=jm8rDGbkcHWMQlEBDMgoAQOt5h1lCBYNQBI2w8q9lNO6AwSKovJf1bGneaFV_olBYgmdK3a-aYO7w8Pz5hIbiHIeztNHEcIN6--DqGd8icxxTticOxNzLG6v9CtkiWTV&xkcb=SoBa67M3-segxaXRih0CbzkdCdPP&fccid=0562f887e2bed9ea&vjs=3
