Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
AZURE AI CERTIFIED Senior Developer,Intone Networks,Remote,Not Provided,Contract,AZURE AI CERTIFIED Senior Developer Phone then video Azure AI certifications Azure AI 900 CERTIFICATION 3-6 months.,https://www.indeed.com/rc/clk?jk=5268610a468886f0&bb=gx0KsvryUuIIw4VeRXnPga3MZ_UHwAA_PuraWalXgsoZ6q94poPf0IHeT6QFvTgQmQDLct9p8v0z5NIOdvWDLWDQoYKFL7s0zW2AGVe1N9KD0cjiVcmhl4SNMPcDz0Ad&xkcb=SoCg67M3-se7HF6pFx0LbzkdCdPP&fccid=3ed0572c448b2368&vjs=3
Graphics Printer & Installer,Bear Aesthetic,"Englewood, CO 80110",$25 - $35 an hour,Full-time +1,"The environment for this position is an office and shop environment but may involve some occasional field visits.
Creative and artistic ability preferred.",https://www.indeed.com/rc/clk?jk=cc40c94a678364f4&bb=gx0KsvryUuIIw4VeRXnPgScqQ7sN12HQQzmr1ku7Taq7bpGjZjCTmWO4gTUb3N8xAZ7RfJ3RCKqv98GZbJNPM15LselQuK5-tQScIJE8Arx0xqbX8sriiYmUmj6qeDs5&xkcb=SoAU67M3-se7HF6pFx0KbzkdCdPP&fccid=bb34df6beca46038&vjs=3
"Senior Deep Learning Data Scientist, AI Solutions","Advanced Micro Devices, Inc","Bellevue, WA 98007 (Crossroads area)",Not Provided,Not Provided,"Senior Deep Learning Data Scientist, AI Solutions.
This role will be part of the team of Software Engineers that are designing the next generation of ML and AI…",https://www.indeed.com/rc/clk?jk=7e94b30461b94a36&bb=gx0KsvryUuIIw4VeRXnPgTa22V7GgJyG-H5UxNh6RWVH9D9nhuTadC_e0OIdgtWlPDDdUxmOyUhy8Ed8iZxCxMLofh967WGoC0OXnsKwwHhdGdSUGPUltxZrgUVDBim6&xkcb=SoCJ67M3-se7HF6pFx0JbzkdCdPP&fccid=b45c4b5a9c9a7448&vjs=3
Head of Product Software,Pison Technology,"Boston, MA 02111 (Leather District area)",Not Provided,Not Provided,"Experience with devices, IoT, wearables, electroneurography (ENG), and/or artificial intelligence is a plus.
Leveraging electroneurography (ENG) and artificial…",https://www.indeed.com/rc/clk?jk=f5634f6285f09c14&bb=gx0KsvryUuIIw4VeRXnPgVFnOaRA9e4T_ROszFGaBhw10X94Rmwk5BsQmPehFOnVusZTt61TqRFhS55uyT0qWvl1MVWkgvpvhBZV6WJVwN-7cMgZZzppU4OYEoC1bX6h&xkcb=SoA967M3-se7HF6pFx0IbzkdCdPP&fccid=befe7b98e8c8e0ce&vjs=3
"Software Developer, Generative AI",Geotab,"Atlanta, GA",Not Provided,Full-time +1,"Geotabs open platform and Geotab Marketplace ®, offering hundreds of third-party solution options, allows both small and large businesses to automate…",https://www.indeed.com/rc/clk?jk=280655250eb15b7b&bb=gx0KsvryUuIIw4VeRXnPga3MZ_UHwAA_z1tVbYRNFTbT56cB62OPAbBMnmFYoNL6abK79CwqjeZCYhZzF_drMZdvHEtRki_kJwy8I0l9SG1U2wCkzwkey-gU8wirhC55&xkcb=SoCz67M3-se7HF6pFx0PbzkdCdPP&fccid=31921a4bf53a6026&vjs=3
Graduate Leadership Program - AI & Software Engineering,PMG,"Dallas, TX",Not Provided,Not Provided,"Are you gearing up to graduate with a bachelors or masters degree and ready to explore the intersection of AI, software engineering, and business?",https://www.indeed.com/rc/clk?jk=20f3f000bbdf6f98&bb=gx0KsvryUuIIw4VeRXnPgU7miri-s_QPaIaoBmWkXfgfRLo0gaIKUWpmLfBzverWM-jsU9z67wrANxDpFvm7SpFAmcQa_REnM56jIhH47-_9rt69K8FLGgX1CIAWolq6&xkcb=SoAH67M3-se7HF6pFx0ObzkdCdPP&fccid=3d1346266670d830&vjs=3
Staff Strategic Client Advisor (Remote),Tealium,Remote,"$155,000 - $182,000 a year",Full-time,"Tealium connects customer data – spanning web, mobile, offline, and IoT devices — so brands can connect with their customers.",https://www.indeed.com/rc/clk?jk=2d70746684aae096&bb=gx0KsvryUuIIw4VeRXnPgYwuMbgH4Qct4YDplgLOObSrh1iQFWK6TuCKxdZcncMw1OfHMLHsydPK61IVhPbZ-P24y4KwJ2QppYS6ouJa_FYJtc4qV13BWSwRUHiqvO7d&xkcb=SoCa67M3-se7HF6pFx0NbzkdCdPP&fccid=3059be2cc4c2e331&vjs=3
Staff Machine Learning Scientist- Generative AI,Visa,"Hybrid work in Austin, TX",Not Provided,Not Provided,The Staff ML Scientist will work with a team to conduct world-class research on data analytics and contribute to the long-term research agenda in large-scale…,https://www.indeed.com/rc/clk?jk=e7d0caa5d9dd4b0f&bb=gx0KsvryUuIIw4VeRXnPgaq8eF2hJmX889Zzs3GHyunhV_8tSezDtVERnxcJuC2QvmtluF_JjI2se2k_6QlfhuhwSxTIVf_BNY00IiItyb1508psU_0oGQ%3D%3D&xkcb=SoAu67M3-se7HF6pFx0MbzkdCdPP&fccid=a3f737e511d9fc8c&vjs=3
Generative AI Monitoring Analyst,S&P Global,"New York, NY 10041 (Financial District area)","$70,300 - $139,800 a year",Not Provided,"Grade Level (for internal use): 10.
The successful candidate will be a member of the Risk & Compliance Department, a control function for S&P Global Ratings.",https://www.indeed.com/rc/clk?jk=68cd5f7d748ae065&bb=gx0KsvryUuIIw4VeRXnPgeTmyXI068AXnx29LSr0CDYjA4ndFnmEZ19P_MBQPhKdGdrcfi4oA4hZ1fbAjwB_DC3XMwzLMXofDTwRfsTflX8OwoTG6dXimoGyejC4XDp8&xkcb=SoDH67M3-se7HF6pFx0DbzkdCdPP&fccid=b716e44d2c6283e7&vjs=3
Sr Data Scientist - GenAI,MD Anderson Cancer Center,"Remote in Houston, TX 77030",Not Provided,Not Provided,"The chosen candidate will be instrumental in developing and validating state of the art machine learning technologies generative AI, tailored for enterprise…",https://www.indeed.com/rc/clk?jk=463fa3e89d4e2b63&bb=gx0KsvryUuIIw4VeRXnPgV_XV191zCrmHImWIg16j4BfFWOCvLgKLGKXiKmatPCuQamhMNvPPsUIMWlU2OcsH0nJlSO_JmezDAtFMdNqISJKbQpwU8CrcA%3D%3D&xkcb=SoBz67M3-se7HF6pFx0CbzkdCdPP&fccid=ab68ed48b7ae3b5f&vjs=3
"Manager, Service Desk",Yum! Brands,"Irvine, CA","$135,000 - $161,260 a year",Year round work,"The Service Desk Manager is a strategic leader responsible for steering the service desk operations toward excellence, with a significant emphasis on strategic…",https://www.indeed.com/rc/clk?jk=97ff55f83c96e954&bb=gx0KsvryUuIIw4VeRXnPgXcPfxj0RQJMPPJq4_3fJ_If98c3x98iAS_2reu7AQyEGhyHOagk67LKtk1aPFRu3XbNdofnSRdeq3RjIvdpQA8QDkUIe2Q2CbNNR9gG3qM_&xkcb=SoDu67M3-se7HF6pFx0BbzkdCdPP&fccid=6bdaf147689552a7&vjs=3
IT Auditor II,"Bio-Rad Laboratories, Inc.",California,"$130,200 - $179,100 a year",Not Provided,"In this role, you will build relationships with Bio-Rad IT and business stakeholders; stay informed about emerging IT risk areas to include cybersecurity,…",https://www.indeed.com/rc/clk?jk=f1086416ffe59d5b&bb=gx0KsvryUuIIw4VeRXnPgRyAAXBT71GB-SWOakSsEZFP9AueUqHMh-qqWVotB8PL8abL2dvvCEYtE-9bYis_zgg8ZGCj4q5VaCN0Yv185M7GzP4QwFr6_rlTt1OXN9Bj&xkcb=SoBa67M3-se7HF6pFx0AbzkdCdPP&fccid=f5d3dc952a96809f&vjs=3
Cloud Developer,Intone Networks,"Malvern, PA",Not Provided,Not Provided,"With tools like AWS SageMaker, Lambda, Code Pipeline, and many other AWS services we serve our client by producing a pipeline to deploy ML models for data…",https://www.indeed.com/rc/clk?jk=d0ee0795a748bac4&bb=gx0KsvryUuIIw4VeRXnPgQlSg8bavFJzK6w-F0jF0zk9VO4hh5HzO2pv3Ax0EacH4FHAXuV-sMJKGm3Ik14gL94YHHWDfqMdqQgWrgY8zdawmYfDTPu5U0F30D6AdyhS&xkcb=SoDU67M3-se7HF6pFx0HbzkdCdPP&fccid=3ed0572c448b2368&vjs=3
Data Insight,Northrop Grumman,"Clearfield, UT","$68,500 - $102,700 a year",Not Provided,"Shift: 1st Shift (United States of America).
Travel Required: Yes, 10% of the Time.
Relocation Assistance: Relocation assistance may be available.",https://www.indeed.com/rc/clk?jk=358809892a1cd710&bb=gx0KsvryUuIIw4VeRXnPgSKz-ZS4mzNpjuS4pJQle4Cx7fPsyNWtDq75bSjcE345zBSOWrbw-eJISw3NiiaugEmVsbHPV27ps-xTDghj66pA_-lV6erYMg%3D%3D&xkcb=SoBg67M3-se7HF6pFx0GbzkdCdPP&fccid=11619ce0d3c2c733&vjs=3
Aerodynamics & Performance Engineer (R2587),SHIELD AI,"Dallas, TX",Not Provided,Not Provided,Shield AI’s products and people are currently in the field actively supporting operations with the U.S. Department of Defense and U.S. allies.,https://www.indeed.com/rc/clk?jk=9982cd2f89c48e2c&bb=gx0KsvryUuIIw4VeRXnPga3MZ_UHwAA_NlXisDQ8IbsumVKAZamU4n-cHuHl-w1358HYRyJgdC210B_Iy2LFyYJsjLOdxA0TCYTzb4zc6oKNputo6A1y5aySlToggZ7Z&xkcb=SoD967M3-se7HF6pFx0FbzkdCdPP&fccid=0b5f38012a106aa9&vjs=3
