Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
TARS - Machinery Maintenance Mechanic,QinetiQ,"Marfa, TX 79843",Not Provided,Full-time,QinetiQ US is seeking a n experienced Machinery Maintenance Mechanic with specific experience in supporting Telem e try and Control operations to support the…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGkINCdTcrGiE826ZcqmeCiySP3RicK5RxbJ6wJVZnTZnpD9QCG2sJHtzPfF50hAMEaABP5ksIooWVw4Vq8xYQO2QYDge0FS2XzDOjROi3dbux_WgawxBpo755ewC844Fv8si6syeJU1v0RpYpA5JGbODkzxezisZJO8RLe1nx1tTR_hSM3PbCJkbWf_RAeMaxfazDwId7_E9iRPHNuMHKuEDniUHGBE-kIbE6OUbL04myzPFjUJlG2TpnBeh-d2kErVVZwzCej2QIX1DXDSIFV_nFmDPcCeQgFfWmphJyqCYoBOU8Z4bbjdOJrEeEg5MwMybwtkiPeqJEKRFZXYyCbRSn8LOFsNV3WNckGphx8cTZZetP4FNe_qgSz7_rE24Dmszi45NQmLc4YQO8FpqSSf2JwI8zPcx6M4uwwlLaDcH6wVQ4br-7YMtHMJco4WlAD4hKA4A2ay5zBcJ0RawP3xszge7xr4Z4bb0FHGe7CWCDFHtiDotLdnW49zHVvyHd9Y0w3YenObHO_-kLFD87b-VZfuzDBnIw0XCfA-fUPLRlrtsfR0qyYfsS3W1LHR8C3QjqdpBDXWbWqcpDKdrCPE3bPPZ_rLatratd3gCorEI=&xkcb=SoC06_M3-sfK2a6pGp0LbzkdCdPP&camk=nUmJqO2E8rjeIqyXENpptw==&p=0&fvj=0&vjs=3
"Director, Data Architecture",Insurity,Remote,"$130,000 - $170,000 a year",Not Provided,"Be an expert in one or more areas across the Data & Analytics domain including data analytics, data integration, business intelligence, artificial intelligence …",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CStRURn2rH6RIsPv2n_opzri3-SW-kBZWpnuWDMFtD6yoxAjl8mCzKN-s38AUrUYnCJ3h-gLqH4HW7WPh67rIvbGbFHUkdTMjGHmOzdGlP05wRU8_dw8ABfDMPUry5A8LXsrTcXnQDkH0TSwHlbeVyPbG5083VfdoV8uyW9pDqPOaQuUS8J1XVY2CRPigozG24sBOtOoYlFx5-g7LeWmmbBHN3RN-Piw2FkHYHlEarDBCIiidQSmUbm7bhis7_5j6XkYxwIcgA7HgkDA1I44BfQim42EVpIZ_SrXltNIEgQYBEkKmH4lq0i0exxkZpa7hKs-lBmBjKzimcfaTBwKnlM4dxgP8JoM7GOgz-H5j53224Vx5_79A5_RjKk0ky5ZgMZ3QiFXZNnOeYLF2mdqIUWhtvGs05FG7_MR4nQNeJpvOobSFDVOYFv06JI8pJqfcj50wDdungiq1EwblhiThuCyERqQqvfA_LPrnNE3ixWHeJIZPHr_32g4fft_dzPO5E8OFVk0q--_Mm1090kteK82t2SKslz_03idyiN-5vY56hKQUGKOFaMXe-75MzlcCFBM6vZ8H2Q1Aj_54kHfZj2SkKsVuOzkf_UTAa8ndT8ixH3E_KDm94l&xkcb=SoAA6_M3-sfK2a6pGp0KbzkdCdPP&camk=tQsC0y0u1Lr3wSThIsfJ4w==&p=1&fvj=0&vjs=3
High Ticket Sales Closer - Sales Rep (Remote),Woosender Inc,Remote,"$84,000 - $150,000 a year",Full-time,"High Ticket Sales Closer - Sales Rep (Remote).
WooSender is a rapidly expanding SaaS company, co-founded by two marketing experts aiming to merge business sales…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALAoJWNfCWsiK9KMaK8O7awlCaKA_AulsykHeUQgdUEqhuG8Jz3k_zY_Uen4425UP_suDhejvGBXiFRJLKr3wIhf5NHQWkIIHOvIxSSVhyVa4OZs8I_k6gjHuBSweYR6fNkIOY6IKt6kctCErrpBUc_Gy2eSCh87VMiEFqE2qiMmn--2XFhVSKDlJmkcP4Tumhi8cIJQlU4vruTvAw6BcGh0XXDxsYQMYYpP7fcUGqvs_n3a8bbIRfqqcqYfA9LyELuiK1tUKskmpxvuMhoeiCP6hulzX8OyUjPIU1D9pQbPZkucF12T19TtBuPXqaIoTIhG2ffMpAKjlhMEvIwlDoyUbEkYU5tmymgIxr8JfkKpyTGpzK0nuVwq1MNo_pGhoS3WFNmWqeTtjimmfo5qlcMStxY5L2CS7ETwAjm-hb9EUFpXnJXDeBmkI_OV6VVn8jPnUrMoGMzce_Rfq-xyK_I_VXjui_D9nrHgokP_Uqk4-YQESMCrStNKdPKj1HbzsgUrYpQO0sWMT78XgzYx2Ul5ONLhqPfBsVIzwLTjZHq5_tPFYGyjE9tCwPwk79uIhJeVwIU9wMBA6HAvOlWl3u2OPd6q7urhv1kTJ9yoXeAtXr-CS_041toTZ0kA1V3LKYYQILg9KQX_6aCUk2agimn0mSaF5MsHr9du5M8fLRzTtJlRlp6Lx6&xkcb=SoCd6_M3-sfK2a6pGp0JbzkdCdPP&camk=4HOcmqOLYrCKgOVOGV7sTw==&p=2&fvj=1&vjs=3
Senior Buyer,Vertiv Group Corp.,"Westerville, OH 43082",Not Provided,Full-time,"This position involves planning and purchasing products to meet demand needs while maintaining optimal inventory levels.
Foster a Customer-First Mindset.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGbFCOd0g9CrcorTJRfrCdp_f0OS8HbRoYOMYpzJAjur_rnGPX_jo1NoG5st3twWCT3FOlin0Z6K1r11oJAlZEPj4Ivmb0amIMgGwmYlZxqodJzOSQFGJUYYMx5zNVso0POrUcdQKEYJkqIye4XA1T5so52Ef7BD4gq54zk8GZOPNYcLk5PWje-4Ls9gO99XE4rmQnhlBmig9nhzutxVr7CmRt4WM4KPk3xh3DLc5DGewnWcdyviuxjdFJ59DyMjUjABLHMQ_pWQB7tNDhSmk86idVYxqGIU4IV-S774Wy-C5jsNPeFNxgpKVGh730pT6gR6A8G9ZBywREZXZ3oCqTx2Wcpfu4cRG4VHtT9Fg6dKjPSqBdJ7Ta4F7swggKFPRv4WivL_Qns82O3sTFjzlNqhFFtotSrarJwLgCALBfgkGgxeopuqhH1wBxMRE5tniCkEiTLA4K06BqhWhFlUHxocW_2be9_3evoyF8B874GP8-o5lhmX8pBvA5V32IYdJ9CSDavx_l_4CF6N-DRUc0iVG-MlZhWj-oScvWwRHIxyNC3Rng7FNhMX2Liq8UzHn7pkxtN8yx9S1RdpAJOOHz2_emf76ioC8W&xkcb=SoAp6_M3-sfK2a6pGp0IbzkdCdPP&camk=nUmJqO2E8rjwVV7zVSRwKg==&p=3&fvj=0&vjs=3
Senior Data Scientist,"Modern Technology Solutions, Inc.","Huntsville, AL 35895",Not Provided,Full-time,"Utilize machine learning techniques, algorithms and/or artificial intelligence to improve data analytics.
Great Benefits - Most Full-Time Staff Are Eligible for…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C26OT7h5zXl7z1yVTYwN1d43osiYS9hmGqw_eY7i5KF4BfiQkczdjRxOGPN-vMk8vHzYMMvJ-Dlz2C4GI9B-NtRDuDW9fB87kzUB6vjcphEz8R6YzDooRN5Xz74Qd9NeZg4l074TDFi2cqXkjnxtaJe9CgmzLE10vHMVQz6EUNOhX1pBH53ZNvFX5dErC36Z6tui4f4gm8aqZg8pbjUjKvtWXmvZiDL7nn8h85sJvl-D3M2hk6AexWyFm94yY56buLW6IrMIgEXVPOeCh9IZlr7lA45Vvx3YC63oiMWJ6123J92PZX_MKIJTz8DmVM40LraZTsTixIIevat3JRCa4x1PzAQ17y8ya15b6oUTmC_0ILnt8SvHfke_qsU7CzoJPQTWrbazGNI_Ap9v6fwL9eg_6KmN52-6OT673kjpZQcoM1xE5yk9yNpgUwsqgg7TmVQp18nU-LbesQWe6zpVBy9BxGJf8i8tLKIIICfqLQv1G7Wmd3x6p7vM0H7p0icbNifpA1vaEWYj4GnMnfDi29P3i0uvH2YqBAUpKcDrEnYzrbvfdBwW9-4LV8Ej1noEHn3-QLPWaionbT-wuXiBwgaXR8f3buWbGwSeA8xebxPISz2YGJpYUiViYaUeFgtdBKskZVscP_-5wIHkgsrRgVWxB9knK7WLt_wEh0k6FDQWBcAtDl_QWk1a6Yc9IaPHLthspNA-3RsW3uxZfEsdLLFgknIcLl1GhhrYIypmNLW0XAw5PbeXUg8R556HPdZaMEXzyBC9VM8IkYMwM6y4-cfsAzrapAwq3zHKptafVGv5JC52FwZRm2u9V394-pJdS_EgyiKB642FUAmdhgT6kA&xkcb=SoCn6_M3-sfK2a6pGp0PbzkdCdPP&camk=H-lBaXMUocK-CM8rzi8HLA==&p=4&fvj=0&vjs=3
Sr Lead Software Engineer,JPMorgan Chase & Co,"Jersey City, NJ 07310 (The Waterfront area)","$171,000 - $260,000 a year",Full-time,"Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF_nh5ZfsFsBmdMtl0VmSp3qr0hiO0v4aMZualv0QEXwqXwKBnae74ANmvVpQ0zTIo0E8R0NUGFvWpDdVsi5GsAN0IlkMZaqELi7KbZ5uyArz0x-zOHXsdgyzrzVJKr9aI1SEo9d_iO5F26hfEd-F4OmvyBxAZ_6IVIjs4s95xy5LfAmZn3wjzR2sZoOo_3LV1JRYhGOPr6wZWuDvlVnpaPkhk3h-8_4CpxaDMUuAZARhC4Z8GpVRH2s8coBG6cWfhSXW_9QPxSQhzIU9JzYaxWGERLIXDg0hnroGBbYyQ8HXC6HasHGsGNR-UM6N5N-1qZrOYmOyUzmWO2BUq9INdSRQM5X4XjQWZOMJ722ai3C5oNUbL0QcWE89xH_h6GKj9cv9T8svbMcFvKM4K8hRAsoVKMEf5tX-FHUcIFUActfvwmZHP9fsAz8sGgivoGzvaWzvmmAXYgox_3eFDIdop_ah0dCjrixSFuYgAqrSkQwYreSpDsh3JhBFRjFBcCt2xfBy2c-oNfcnsIsXP9uicv4TuTITUUlQyjW0Fw-TJPbvexS_kqSeXMe1kLBCrvBdoXp8oezPPedaiVaubYVPpANPBdQMbCLLAa-ObBV0Xkns56QCmQFkeekvjk5_oh0YG2qCzOkFQ_gsh_jLUzUUJJKyqT5xql7770u8aJ_vAA47ZAyWCivTo3d-Jj4LBVGlyGxrji2rQ9V_vjeZD5gU6tVuvsKTDDwFRyPGZdINgga47o-uaAtgGNFGRO5Pdfm_csEZMG-clpj4B1HRmUh-iZyIPJ8ZrJL92bV7K7B_vPVHPhbLKP7vdXZf444kxIfx-K5tBZIZBuDryVpGj1EsheEIMRPM18rsmXAegouN_fidANC5OaHiCPfGO02DKEeC0DLHTl9BQp4aXdLc8TFcokFp6s_JCUzFuSpgMBGQuf0egBSnOk7CEM-lunX1MOAxCcm7QdB-08uFJV5ShryWDIB999WkvMG487tPj-vk-QD9qm_3DHEYvrIvRwNBATSzeKmKXnmTWcNRb8h7bfPkTLwI1dMy1nuZCeb9nz-jI_2Czr8q-1vpBg76jbFg0AJt6iAW4Tkk2pcM-6_PahHBZwRK0UngneumEkDeXjhDurinoomtcx54ynDeVSWqUzHHsuMm7SIBdhY1bcCi_JS08hR0lVFhVobwidlCfHVG6tnk8yz7aix_hvdANwLkCEQi-I7Pr3NTRglljeddaQ4uht-BPdlIGj7zjzFsQEO8RNHVZN5B1nUB86voLOZ92iWZ4MWPiMFRWoMQrhDt0cL4qLu-Gb5KeHVFr-aqxI1ApplXEnb4Cmyk2yWCZJKOWc_0K7RX3qqoekORU4vUn9pdN&xkcb=SoAT6_M3-sfK2a6pGp0ObzkdCdPP&camk=4HOcmqOLYrBqfgxFuoal7g==&p=5&fvj=0&vjs=3
"Advanced Practice Clinician, Primary Care, Eugene, OR",Optum,"Portland, OR 97086",Not Provided,Full-time +1,"Flexible practice models include Traditional, Hybrid & Virtual!
Full-time or Part-time.
Average Daily Patient Census: 16-18 patients.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxQlF9nfElD1_UcCEZeahMAyxlGtDAo9E95zULo5CnbGtFfmSwwTiO8w0eLTSUU3eGTTFjyJodIhRXfb1mNyueTfGxdhQ-BQPqSccnAMUD-SwELOF85rmpjgNYYBsgsNrJTIqR42r30soKY9K397FgH9MEiAvncM-I3KfBaavaRkBXUqy26CsT_QkQasY9uy18Klk_V_SIeXjCJW-4nRrL0IY-NU6LnFalPmB1EN71EfKvtPHdSVWyzAdCVOeO2XP7ILoLsTwJ4jZh083qGxRcOqOz8vMyM5JLf94B047RZzjCFLSBBZV9JXOShSUNdtRBPxEH40Iqu3t_ZjPjzeJNZT7T7J-HWH8gWN7vU9jHg8xjYLZ7Xe_KhBUtEt0XfC7nNwzvjXDowMWjNhWCxZAS8rHHfxsjfj3fWQGELtYd9kr78T0SWXT2Wf1AWjf4KHEnWlF3AIZQ_Za7vOAUxDNAC0FW1xl9gToDibz7zWkjn3snv4WO3AiNHSEC0Fy-ldEfc1eH_YfT8wFOLqNQzyiiFUp3xfnkDTifnka4uzApLK826P8LbWkMOfNyAEaoyBWjrios2zRIrQ4Kd_8dZ21GPmohOvZuIBmLzfzT9uLb5ggBXDhoAMioeNiHm5cVvJ5tYgHDCy3aa1Ti8dJ88VqofQ1zlUVvw4JXngRXOxB5YQxfatjvT4WEyLcRgAFWBEM78Q2AxN4kO6eMOOi0crupoX6PdgOyCI2rutlVhzOUCZcdKOx5JCFaJOLWbpVSNajIkf6vD88mf3EcXDb2VmNIRInHUUBSZH_pg==&xkcb=SoCO6_M3-sfK2a6pGp0NbzkdCdPP&camk=4HOcmqOLYrBOJqPC6r4zxg==&p=6&fvj=0&vjs=3
Patent Attorney or Agent / Computer / Software / CS Remote USA 94301 3621-i,IP Recruiter Group,"Palo Alto, CA",Not Provided,Full-time,"There is an abundance of challenging work here from major corporate clients, thus you will be exposed to a diverse array of complex software and computer…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-GnfhkYhNSkhmOlIaGMZ2A7LEV2ydYFCWtitvr5FzjSRS2XSZWboiMpVjWsU6ya8GRpJYq21Tx9PfpWjkvtotwYfIxnEpOZuUY8DMM14PredbNP9wquqH15e7-2YI-h4HmlO7f-f8FopS83m9_9_NmFBHhUAbSg8bdI7vTVIijqMJiRrRMzhzj5GZujrw3FI4ZwsZO3QaIeq7K3u0kMh8D5jcxTVVAii6ArZ5FhYm8DZXLkUnarWFg5rF5Sl0NSshoRdXKBDRKaZcKpHvVpKZ44YoBj3Z7o7-2AkWr6FWNtyHiW2b-0-c7BzdzZ3Hj6utdNs_KcogBXaRHMxBcIfhg2gQUqF09bAdZlxryn_h_J9btXwXKUkAGzvM1TUu03oyPhOgqU2t_aSj0WBHzk_pnC1V5OUAVB9x0_xG0sboxrSuvOvFN3NHIqApRgY_AcmngYmQrjdrSb7lkqTiTAZHILJZLcrW3qsKgcmaeGd1c0xgdvULUcmHXEtFbnq3yrdN-GLn0WPJJQQBbfYo0fxCD3-XdP3Jv5y8DBJc47ARjq6TcyU2QfMRfnvrOTvtoQm3uPagZGy3g-v1YeZf89gEdl4Feimd5C5vw2BpSlovDi9E0kbqRx8ep0S70X8iIlwjTKNrxa9PITnV6tIe_yZ6Pb2ofv9q6akwugDk6ZrLqSbjFzlXlP9fz35d8DCExLVxHIdpbUAkDMI1lykFh4OtFFLZyyn7TwZZsbSEDPjYfQ==&xkcb=SoA66_M3-sfK2a6pGp0MbzkdCdPP&camk=4HOcmqOLYrCsjQRXLjDpMQ==&p=7&fvj=1&vjs=3
Technical Specialist -Business Relationship manager,Experis,"Houston, TX 77077",Not Provided,Contract,The Technical Specialist role is pivotal for the successful integration and deployment of front-end AI tools with our existing SAP system.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AEFElgJvH0khGA9zFQnp2BxzQ0kZOw7TdbpWENTeb18Nxbg4z4vP9DnAuGUsg_7P2cdsRJ4YskwHH1D8Uos9niiDyOGVYOwCyx2T0st-a18G_EKhTpIuPEmO0xYJS6DGkPKmagbZLLpvmrdWmit_uSxf2e9YDtc9wioLux4sLk5dVo2JOQzzHZnEsavYV7tIxCiezYTKNADBRycTsXFTKGI-HTEUblZywJLoZZSHDowwoBi-PapvIKlRuWPOojZZ8Nh-ycjM20WPK5mEnjJrDUO31g8AOBDVhi9Z-V4W4hvwE2O-Cz_XKOXZDCLN3sWzQGBNEfpI7fCtcpiq5iO1UPWshQL7AiMxaDlxpwYhS9NPav9md05iUC3W0JqBb2tDNUDQnbHhIhKrQaH76ajedgff0i280qXSrRH6tRCnT-kAo6p3tlPjBJCPCr-nbK6wHaivo8xJ4zXy3izsDDWSVd70XMOZpv20-jRSOvrGlha6oImWUiEJRkYxIKg_Js1ySdvB6m-W1wHzkmH19hJSaE7lrCsNzNO5e_qMkfREf1O4NqWX6LHyouXUZAh6l3hTlqOUz-4z6aBZN6o0d3dkYvB9trpgfuTpN5FdI4ANhbV2cShIeywCYJ1TinhvAsh91rfamMtmEQdtYTSlv5UzNQ&xkcb=SoDT6_M3-sfK2a6pGp0DbzkdCdPP&camk=f416UQcMBpCYSUjLyizpvw==&p=8&fvj=0&vjs=3
ETS Steam and Electric Plant Engineer Engineering Technician 3,HII,"Newport News, VA 23605",Not Provided,Full-time,"Employment Type: Full Time/Hourly/Non-Exempt.
Security Clearance: Ability to Obtain.
Level of Experience: Entry Level.
Candidate must be a U.S. Citizen.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWG6h60gOsXzpQCSd7viwYKleNaHSzW1AJIooiKzUqYkLDZeXmqIHPLRZHF3wEu-xGXIDyJtQA-13H6Y8mH_81WOsmFcH1B5LCDNhcFvPlweP0FwIBiuswOfcMnNWOVAos0iYuAYhMQkBcPS_nXHefn0aBuSm6ieW_Mv3_TjuXgUFT0Wg2UjXd9EoHciceJsQz5rO9DpcsQkCUc1Oogs2CNQdzZQa9H_nZ8Sd22ILF6xc_mxIa_D4D09JwxC-ECC9znqfF4Wo3yWxhF16afq3j3xypcyky-Yu0bMdmG-64mplgFx3EqlFmRyG_OLUJ8mPCaFUSI28X1r-2Pbr95w6vfKNS2ycWnMU2UbVZu4pNBRUX2g4cc9j40finJP0k4lDXoMX39hZV6EclmSnCB-pZHkRZs4hx_CC9cnwLGIl2dYsdKYqOT2uiOqFEvD10uwzUo0xAa7QRsq3wk2pkTBSyjYGY9iwwwX3pF53P7UHVs9N0JkyvcCczFCDIGTkAMwGf6HJBt25XTtN_vy-ofMl8VZIXmUDWbA_-UhIUIo47K8texb-6wgdDtLawCnwGYXGSMYdYNRbm7SPeYC4Pwxu9znXJbl1nuURPw8Rwk5J229jo=&xkcb=SoBn6_M3-sfK2a6pGp0CbzkdCdPP&camk=nUmJqO2E8riLjSC0F5-CFw==&p=9&fvj=0&vjs=3
