Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Responsible Artificial Intelligence Technical Writer,Elder Research,Remote in Virginia,Not Provided,Not Provided,"Responsible Artificial Intelligence Technical Writer.
Bachelors degree in English, Technical Communication, Computer Science, Engineering, or a related field.",https://www.indeed.com/rc/clk?jk=cd422f1c8981663b&bb=0mSx-gFHWC9ViRpqxV7rkK8wWUcHIRMcfOrihG5HdQh5P4NsB3sQn9W6qrV7NFjixVsMzToB_---WN_EZHbwZ9HQY1fxnBID8U7p4_aFg53ZebLpYMNbCKFOC4NyXXb4&xkcb=SoAa67M3-seS_VWaYR0LbzkdCdPP&fccid=0bce472abe7fd7e3&vjs=3
"AIML - Linguistic Annotation Project Lead, Siri Information and Intelligence",Apple,"Cupertino, CA","$117,832 - $205,500 a year",Not Provided,"Play a part in the ongoing revolution in human-computer interaction!
The NL Annotation Project Lead is instrumental in coordinating annotation projects with…",https://www.indeed.com/rc/clk?jk=854bb27e535f9881&bb=0mSx-gFHWC9ViRpqxV7rkEY_ut7iOXeiF1GlQ5T9HSv4IE3oSx1mVZJOD1qelH_cl0D5WbTjJSrahVk8iJ7XVWixFFjK62nFnLeHO4lAgqaDKaAuK9b5qg%3D%3D&xkcb=SoCu67M3-seS_VWaYR0KbzkdCdPP&fccid=c1099851e9794854&vjs=3
"Software Engineer, Data (Remote)",Home Depot / THD,"Remote in Atlanta, GA",Not Provided,Not Provided,"ML Engineers are expected to pair daily as they work through user stories and support products as they evolve.
This position has 0 Direct Reports.",https://www.indeed.com/rc/clk?jk=5ef3e3dd45d0c954&bb=0mSx-gFHWC9ViRpqxV7rkDmE1R544T6dbf5aMdUKD5f8wwek8FwNCnl4uiNjNEf_w2OpmB5cK76r7K4KewZcZgRwg4EWTcxIHzva_agQYpGorOxR1AHBcgHqKzDo0RFI&xkcb=SoAz67M3-seS_VWaYR0JbzkdCdPP&fccid=82e58e9861d48566&vjs=3
Faculty Position in Artificial Intelligence-Department of Surgery,Mayo Clinic,"Rochester, MN 55905 (Downtown area)",Not Provided,Full-time,The primary focus of the Investigator’s research endeavors should be broadly within the field of artificial intelligence with a desire to translate findings…,https://www.indeed.com/rc/clk?jk=8c77d72b4b057e44&bb=0mSx-gFHWC9ViRpqxV7rkG0TLZ7NagikSuy9P7-J3bkYaTEMqWh5tGeoOMgbCwfspZYqqbG7YVwn502J1lG-e3Xl_t24r0E8jxkG7UCrK_6H284EkZ715g%3D%3D&xkcb=SoCH67M3-seS_VWaYR0IbzkdCdPP&fccid=26877094797beef3&vjs=3
Co-Founder and AI Lead,BreatheIT Foundation,"Remote in Minneapolis-Saint Paul, MN",Not Provided,Not Provided,Who is BreatheIT: *A Lifestyle Management Technology start-up with a vision of reducing Lifestyle stress and bringing up the quality of life for the entire…,https://www.indeed.com/rc/clk?jk=a0e802212de0d4a9&bb=0mSx-gFHWC9ViRpqxV7rkHsb3usmpLRHMK3gli5kbqRN4qy7bu6rhQpc5tsAKWjjX9BhUGXI_3sv1cTXvYD2mFZp9ywMZz5vdR18DuVNtd4nxTZxPAlgwYA2TczBUn2Z&xkcb=SoAJ67M3-seS_VWaYR0PbzkdCdPP&fccid=2ce49979996e0d9d&cmp=Wasobese&ti=Co-founder&vjs=3
Data Science- Remote,Cognizant,"Remote in Johnston, RI 02919",Not Provided,Not Provided,"Our clients need flexible data structures and a streamlined data architecture that quickly turns data resources into informative, meaningful intelligence.",https://www.indeed.com/rc/clk?jk=a20bd34fb8a2cbaf&bb=0mSx-gFHWC9ViRpqxV7rkKyRHDyF3u_5T2N29pBXlwZmxh8PaapXDmualNuxL99rz_GB4jrb6OjfzmHMLwjdOYWga-G9p6abMSlAqk1_HnNUTjIveoXwtlFRYIR3pWfq&xkcb=SoC967M3-seS_VWaYR0ObzkdCdPP&fccid=2df6a1e69a70a1e7&vjs=3
AI Research Scientist for NIH Minority Health Grant,Dance4Healing,Remote,"Up to $149,847.93 a year",Contract,"D4H’s Stanford Cancer Supportive Care Program achieved a Net Promoter Score (NPS) of 91 from 90+ patients; most reported significant improvement in anxiety,…",https://www.indeed.com/rc/clk?jk=6d0abf96bdaea6bb&bb=0mSx-gFHWC9ViRpqxV7rkF1mFm94mi2S75igsbQpLzXKFdXcd5-G13T48neLYbLGmb6DgSdnImKioJyw-5_ICKoKgbuw5sB8-bYDGSrzciyGmscTPqOJ0mdlR_56UteN&xkcb=SoAg67M3-seS_VWaYR0NbzkdCdPP&fccid=69dbcf67a81eb062&cmp=Dance4Healing&ti=Research+Scientist&vjs=3
Global Head of Intelligence,"Seerist, Inc","Reston, VA 20191",Not Provided,Full-time,"This role is responsible for the management of the event intelligence function within the Seerist intelligence team.
Remote and office-based work.",https://www.indeed.com/rc/clk?jk=578bb3c526e0048c&bb=0mSx-gFHWC9ViRpqxV7rkElo-SL6DmVrQ8O8X8eXSvDxuzJhUkXKLX38MVmJ9cdCffMg-h9faw8z2Rc_VPQvAq699od2TU0sMLsZEWi47voGC3tAfNcDF9ZRcN5OKECa&xkcb=SoCU67M3-seS_VWaYR0MbzkdCdPP&fccid=2c5dfc2b9f16d135&vjs=3
Support Operations AI QA Specialist,HighLevel,Remote,Not Provided,Not Provided,We work at scale; our infrastructure handles around 3 Billion+ API hits & 2 Billion+ message events monthly and over 25M views of customer pages daily.,https://www.indeed.com/rc/clk?jk=88f26a49b517e339&bb=0mSx-gFHWC9ViRpqxV7rkLjIpTc620ropwLkh6XBK4TPu-BwTWe41OaBvoNFWj-rI861R-ANNalr8qAdyH3uV82AOq_hFteZN-Gz4JncM1pPVrCNNotPdyTcmd-MccRK&xkcb=SoB967M3-seS_VWaYR0DbzkdCdPP&fccid=585d9b82dd233c52&vjs=3
Machine Learning Engineer,Leverege,Remote,Not Provided,Not Provided,"Track the location of high-value assets using outdoor positioning technology.
Monitor the status of high-value assets for efficiency & compliance.",https://www.indeed.com/rc/clk?jk=612f99797ebea512&bb=0mSx-gFHWC9ViRpqxV7rkPXpyyApCBVIluLeGHVaGE9RVTW-jLfxeulV7ORaYLy4527NezHfCxZn1RglHYdP06vi0UtFywytH0Jj70-NbDaFzkNXNaBymGjDCn5aIi59&xkcb=SoDJ67M3-seS_VWaYR0CbzkdCdPP&fccid=7c03c096f6d77e53&vjs=3
