Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
User Experience Designer,Northwestern Medicine,"Chicago, IL 60611 (Streeterville area)",Not Provided,Full-time,"The User Experience Designer, Information Services, reflects the mission, vision, and values of NM, adheres to the organization’s Code of Ethics and Corporate…",https://www.indeed.com/rc/clk?jk=e137fa093ecd74da&bb=iMMprVJZFK1saHDG5l_wC4TXqfAU3KCCNTCMmRRKJk6e6Eh0hrWZcqwQwfESLzSTr80DaUH7Jk0u0HiW0F-MSaZ_IqAYWi1I39AfgRqVrjdF6Kdsns-FuV5FKM-4KSWQ&xkcb=SoCc67M3-sep_gyU9Z0LbzkdCdPP&fccid=388ffa8e9601f976&vjs=3
Data Center Technician IC2,"Milestone Technologies, Inc.","Garland, TX",Not Provided,Not Provided,"As a Data Center Technician 2, you will be working alongside Data Center Leads in supporting installs, troubleshooting, and maintaining servers, networking…",https://www.indeed.com/rc/clk?jk=8ad3936be5b61f71&bb=iMMprVJZFK1saHDG5l_wC985xYYG3QvJQR8BESEfCzc9r69czHH0kvdFDI6cVkMQQ9lgH3ABu8omsjPG8Wnf2cKsKd40-0rXuRYxzyosqwcSE5oQ2cfdKQJfoWUcZB5r&xkcb=SoAo67M3-sep_gyU9Z0KbzkdCdPP&fccid=2a4e80613bf74af0&vjs=3
"Product Manager, AI Platform",Netflix,"Los Gatos, CA","$240,000 - $725,000 a year",Full-time,We take care of the heavy lifting needed to build compliant and innovative generative AI-powered experiences that support the expanding needs of the business.,https://www.indeed.com/rc/clk?jk=3673138e7b6fdf77&bb=iMMprVJZFK1saHDG5l_wCxM73nbZVQKAcIbraPL04kVz4nPmB8CZSg0ta0kCyLpz1QrAOKlXRB25rhC_F3n-SIVspmR5bRXkfzgNRF671pAWWT-HHQcT3w%3D%3D&xkcb=SoC167M3-sep_gyU9Z0JbzkdCdPP&fccid=66403b30a2c0d89c&vjs=3
Sr. Machine Learning Performance Engineer,"Advanced Micro Devices, Inc","Remote in San Jose, CA 95124",Not Provided,Not Provided,"We seek a Sr. Machine Learning Performance Engineer to focus on ML Performance modeling, projection, and optimization for various ML workloads, and participate…",https://www.indeed.com/rc/clk?jk=d3e9587fe3fb2c1d&bb=iMMprVJZFK1saHDG5l_wCzBj5Uyr5J6mgmqxyA62ehp4-UCrHvJAsBAlBEZrXyQOBYsAOa_5dfCHp0XIZfQSzh-MzV2mjeKZsWJsZN9RO38W2NoEu-pczqUe0J_fnNzk&xkcb=SoAB67M3-sep_gyU9Z0IbzkdCdPP&fccid=b45c4b5a9c9a7448&vjs=3
Adjunct Faculty – Health Informatics,MCPHS,Remote,Not Provided,Not Provided,"Subject matter may include health data analytics, database management, artificial intelligence in healthcare, and/or health data science.",https://www.indeed.com/rc/clk?jk=101282cbaea1a486&bb=iMMprVJZFK1saHDG5l_wC2sCas16ZxQ9tKRJSGwgHPIpJqerVxSOENiYBmk9FXKdBuZdFhPUnSJte_0e-gAUv8Ols4paruwzGkGhWzT2iuaoW3P5Jf1mo6faGNKgVMbu&xkcb=SoCP67M3-sep_gyU9Z0PbzkdCdPP&fccid=e4d8aa4d39a3c80f&vjs=3
Hardware Specialist I,Corelation Inc,Remote in California,Not Provided,Not Provided,"Corelation has a generous 401K retirement plan, an extensive paid time off policy, and one of the best company cultures out there!",https://www.indeed.com/rc/clk?jk=7a5ce7c23a1d3f38&bb=iMMprVJZFK1saHDG5l_wC2IWARpcHlqMWgDZCKoiZiMMhlRzMvGT8juO_neLSv6stiiEXVoujm3aqPq2sCThF7sSkNAtX6Wvo_3fwKPgYP7glp8n_Sdu_lLNJXFMWY_t&xkcb=SoA767M3-sep_gyU9Z0ObzkdCdPP&fccid=49c4520d50552642&vjs=3
"Manager, Artificial Intelligence","PRGX Global, Inc","Atlanta, GA 30339",Not Provided,Not Provided,"With end-to-end technology and deep vertical expertise that underpins our recovery, preventive, and analytics solutions, we provide the actionable insights to…",https://www.indeed.com/rc/clk?jk=b51bec3f3491f1b9&bb=iMMprVJZFK1saHDG5l_wC17TO5ZS2krD6usefjLLcoCxZ6aczP2z_dOiQYPNQVPxChhfB6i0MshO-wXh6aRe0-SZPdtrFxHYPoiYBDbfUfIY6Taenah0_Kt5-_XFWlQ2&xkcb=SoCm67M3-sep_gyU9Z0NbzkdCdPP&fccid=f50624578a79a514&vjs=3
Transcriptionist,ttg Talent Solutions,"Miami, FL",Not Provided,Full-time,"Salary will need to be indicated depending on experience.
Schedule: 8-hour shift, from 8 AM to 5 PM.
In this role, you will be responsible for overseeing tasks…",https://www.indeed.com/rc/clk?jk=7fb73e1e6f79a6e6&bb=iMMprVJZFK1saHDG5l_wCz96qGLxUliSSpIoE951nvMhmp-Eg6ULHqyPaqLMVHgvXDbd25FOlGs1MJckSJQZMs0Y5r_VoTuFu_g2B5nvhCO3SiLggoSgRfPRc4NLPXJ9&xkcb=SoAS67M3-sep_gyU9Z0MbzkdCdPP&fccid=25dd03093e6b6cbb&vjs=3
Scientist - Cheminformatics (Machine Learning/AI),Bristol-Myers Squibb,"Hybrid work in San Diego, CA","$97,000 - $135,300 a year",Not Provided,The Cheminformatics team within Bristol Myers Squibb is seeking an exceptional scientist with an interest in the use of artificial intelligence and machine…,https://www.indeed.com/rc/clk?jk=d3e1e509326fad9a&bb=iMMprVJZFK1saHDG5l_wCxlLHNFpT42gpl_3r83Juu0atztKlTUa4Bqu6-7oWh6dh3ziXrIQsUvAD7kwGTswK4sKrB0d3KOdRKsap6krFhapJwHhFP1NiQ%3D%3D&xkcb=SoD767M3-sep_gyU9Z0DbzkdCdPP&fccid=ab891284bb561914&vjs=3
Army Intelligence Staff Officer (TS/SCI),Ballygar AI,"Washington, DC 20310","$130,000 - $135,000 a year",Full-time,Bachelor’s Degree; Senior Service College graduate; advanced intelligence discipline training; or other equivalent DoD or service Intelligence experience.,https://www.indeed.com/rc/clk?jk=5cf39c11ceab0dbb&bb=iMMprVJZFK1saHDG5l_wC-6w_5wfmUMd8FhMO0pSrUnaNzF_DFxmTkVEWj7VFWtIDUn0PkuybpTmHvF0SHsBQP8OXDW9BRg_Iw08Ke7_QgmuQ3kuglOGFvvsC3Hguqjo&xkcb=SoBP67M3-sep_gyU9Z0CbzkdCdPP&fccid=238aec8f542581e4&cmp=Ballygar-AI&ti=Army+Officer&vjs=3
