Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
TARS - Machinery Maintenance Mechanic,QinetiQ,"Marfa, TX 79843",Not Provided,Full-time,QinetiQ US is seeking a n experienced Machinery Maintenance Mechanic with specific experience in supporting Telem e try and Control operations to support the…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BstQ1cHHlvfYhSwKW5jdz4zt04CF6fXBYCw07jciM2M5tVknVIitWGkINCdTcrGiE826ZcqmeCiySP3RicK5RxbJ6wJVZnTZnpD9QCG2sJHtzPfF50hAMEaABP5ksIooWVw4Vq8xYQO2QYDge0FS2XzDOjROi3dbux_WgawxBpox6pkgxP4BnB-kR9nt0ZVNJVaakqQsmU3Wlocm_2qcOz3Qct_WG8le0QEN_vHxODFy-WJCkV_9MQL1PvhDISCQhCoP8gtDXp2at02ofmMCREeeX31WZeBlazcyNfrnGj-KDjqipRcWWt2zfMDPxqySM2iKOejKlU6Ly6w_GzS1jz958JVAXQhteGeBmNxgaz-2SAoJ6-XX78sNAWt8LNHMhVsP4VSgdatt6LG4girLF3ZZ2LDMUalvByFijpM6dFox_yN4RIVGd6BLpHpYY4TlHqc6HvlmIzHzE5-kQTCOeJBXAF1hB9ODXtM_vODxm7JL6ZEldfuGAmsUtTryJQ1fqCRumjk6qBlZtia0Ol9NAweSZSXowI3NeYNku1KAhZuxipjY8cTcXeWmBneLp6hIL7U6HvhcjvD7t1s6cawVCSUmYPlKvXlCtd1Z4Lm76LA_-Ya71EWUJsgK4__-zxg893MY2ZlMg3y8lNv1qJNXLFf-ILZzlQ74U=&xkcb=SoCT6_M3-sfO_X6pFx0LbzkdCdPP&camk=nUmJqO2E8rjeIqyXENpptw==&p=0&fvj=0&vjs=3
"Director, Data Architecture",Insurity,Remote,"$130,000 - $170,000 a year",Not Provided,"Be an expert in one or more areas across the Data & Analytics domain including data analytics, data integration, business intelligence, artificial intelligence …",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CStRURn2rH6RIsPv2n_opzri3-SW-kBZWpnuWDMFtD6yoxAjl8mCzKN-s38AUrUYnCJ3h-gLqH4HW7WPh67rIvbGbFHUkdTMjFe_u6vfXRV0ZKQfWge5G3v-gXYCcgg_Vl5sdCAmsus9TqvQka9AMjWstbam4EsxKVOlFre71pMBD3GNjpJKGvSUGyGaBfiztmXWZgAyhSd671l-McOgXQejPLoufYCzseiD5of-AO142z2e0YIpSzh15fEv80mMC_SHgTFqql8Vhu5k18PO64ppi6rhoaY_Euapkrjkkz756DVmJt15z-IHMKXuoUTVv58SrZHeOTOQyeUlBUTRdgZHB2x2QLGduTAWDRgpFYyOqyawHl6WDRiEo3VjfGSjGb6Cc6ipjpR0ghaBlgIFsBVNpFF3fdbXNPzffwDrOA77h5k2QtxXjae0OAiiv45h2Z2Mk8I898fNDqnSDeCGoxJpnjuM4urOq--rkkjx0xDsN6eHRnd7xaD01FsM5TsFVfPhugG-oIFSTaRjAq94Zn5VGK8_EXAQd157nfuhGnP5E8Sg_b9z8weEB2hmhVUOS0yeEXSCJ45Mj_L29A6pw7BwyJY-ihRL7k9SjDZA_NGp3FuNHjt8zlT&xkcb=SoAn6_M3-sfO_X6pFx0KbzkdCdPP&camk=tQsC0y0u1Lr3wSThIsfJ4w==&p=1&fvj=0&vjs=3
High Ticket Sales Closer - Sales Rep (Remote),Woosender Inc,Remote,"$84,000 - $150,000 a year",Full-time,"High Ticket Sales Closer - Sales Rep (Remote).
WooSender is a rapidly expanding SaaS company, co-founded by two marketing experts aiming to merge business sales…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALAoJWNfCWsiK9KMaK8O7awlCaKA_AulsykHeUQgdUEqhuG8Jz3k_zY_Uen4425UP_suDhejvGBXiFRJLKr3wIhf5NHQWkIIHOvIxSSVhyVa4OZs8I_k6gjHuBSweYR6fNkIOY6IKt6kctCErrpBUc_Gy2eSCh87VMiEFqE2qiMg4U0FpadcLOtOvMefmkOZPJIQm9cyYqbhsjUgAGdelUosJc9jWqADVc6HN8EHUNoswd94VgSjXxUZYpifjWCrHVyhA3WHo3-Jqcu5-sYFHF4YFTik2bl3IYeaVw2TZsW5vwAbiLL2znX6FPKiAuJj882kLnStg_h-SMgviO5wslIkmwXC1lqfKIEMP9jYVAVG7mdPxzNZwxXaW-LLvZWUzhxzfr-QtaAtlzAYD_iyDoCCUPHHWNaIzZ2Y7mArEPqTG8T7-FrnGiFaSBImUMXQ8VZCMbpiiXm53ZjaCYVBHVLIR4p2TjynFmJmQ3zzMZzqT4G0lzBfnyl_fZfIRRvIT6Q6KWomtcPUucrFLUWxRC2cxRlRnAC_G4KhaY6JTp3FsQEIOGE563o-Uxayk2RaP_FOllRwztAFg3ilA-iCJ0XFFmXcn8WiU3-JwpGXKHm_PHf9JTQER-e75HDrGWeXbP3OQaHWH7EOlviDtusQSoAowrbldHJf0WT5XlNGmM8xyUqIGv6YeM&xkcb=SoC66_M3-sfO_X6pFx0JbzkdCdPP&camk=4HOcmqOLYrCKgOVOGV7sTw==&p=2&fvj=1&vjs=3
Expert SAR Integration Engineer - NSG Radar Ground Program,Peraton,"Springfield, VA","$146,000 - $234,000 a year",Full-time,The Space and Intelligence Sector is seeking an Expert-level (18+ years) Synthetic Aperture Radar (SAR) Integration Engineer to work within our dynamic Sensor…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWrJOJIc9CpN6yMpv0V0AydpTkzwx7H4nhH8WAx3qz9DFPmyzxY6nkFs2NPrIYzV8hrvEMB7Hx0TSaJ768Yz2SeU7C6FAf060kerNRRkR4TmP4EZvnsZ3dbsrcTyqjKNKjC8ICCcWwtav2W4OxMvsKTwKh5eQwem-bEcMXXCJiUAQSfRBpdXCF9vs5RwnO-4Lh6XL8pZ-ZWMlZ2DroUCWDoElIl__rS8e2RBhH6cHfedlNOIe0Do2LqumVR1FU49S-eG8MuogmMi5zb5pwlpMjMGVFfuImdMvxllDlwp2uLXbixjBoUc-ExQhVfO6UxUL3J6-ca_wFs9p42IYZBuAdvzV4pHUwRsCTBBKCWGxjfmdmlsshBHzfGlPLY0XJ2hU2X--KiEjbxVHP2AWIqqn_taKrA2bqnFJATBPXpRNcNHpRxRdTE6dRTJ5pQ99_avBXBsHAEnVLNWzWbmNlu7D5J59pmk-fmXPWnBi5s9P46UoDFl6Wr2h5KHZ6lm9uwdGfeGtSOvXKVGa03zJYuKdi6_n3brwV4ZWnLKpSd40vaVusNxQT_gnHSmU-y0FElL9HQRKS54uA1krkmO4WK8TL1mbC8Wf4hC78vPCb5MeulvfHXvZ50-zygjbPkg9wP1hJRuzP4hhMp3c29UN0N7kfOU2J2155XZS4NdB3zeoHmi3bClSO81LpLh2SiZGnbMqNpjjODXHKHIvZEijvFAwwh_7tDHBo5R9hk8mNJsl7KOhFoOgE3EB0sOp3zPrzRj6hpfZAhQW48S-DHrzLLDNAXoWfZZnF-cI9SuYXfRMonJ1IMUj6DBpviQqUC-uEDsJlTLyhSXeLJ2ICNFOlKHHa-mNa0bbNwN0mc8yYU8HZ-v1DTH9DrKOP&xkcb=SoAO6_M3-sfO_X6pFx0IbzkdCdPP&camk=H-lBaXMUocJkdMwvV3pipQ==&p=3&fvj=0&vjs=3
Senior Data Scientist,"Modern Technology Solutions, Inc.","Huntsville, AL 35895",Not Provided,Full-time,"Utilize machine learning techniques, algorithms and/or artificial intelligence to improve data analytics.
Great Benefits - Most Full-Time Staff Are Eligible for…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C26OT7h5zXl7z1yVTYwN1d43osiYS9hmGqw_eY7i5KF4BfiQkczdjRxOGPN-vMk8vHzYMMvJ-Dlz2C4GI9B-NtRDuDW9fB87kzUB6vjcphEz8R6YzDooRN5Xz74Qd9NeZg4l074TDFi2cqXkjnxtaJe9CgmzLE10vHMVQz6EUNOhX1pBH53ZNvFX5dErC36Z6tui4f4gm8aqZg8pbjUjKvtWXmvZiDL7nn8h85sJvl-D3M2hk6AexWyFm94yY56buLW6IrMIgEXVPOeCh9IZlr7lA45Vvx3YC63oiMWJ6123J92PZX_MKIJTz8DmVM40LraZTsTixIIevat3JRCa4x1PzAQ17y8ya15b6oUTmC_0ILnt8SvHfke_qsU7CzoJNReMn9Z1IQF55SiYedLosTRvzzyJrbC0u4AnkiRuJdpcljlO0CG33HBJf9r0XE7yOu8N8zXlBHpLCFq1LLaCpGl0tkt49R45J3LfGHL0IvEX3-5OoMuHCJSaJgAmhPdOf5qslTdHt_yzoXwEHYjKbyy6UljCMiJaV83Lty91fbBimXHnUy93M5_SXxsFsix-LXrRxCPFawCz1mlEx3jt-pRRzaXfpBEC1fTnvyhb8nGKLeUCO6i0KEYIfQiDerqatIbM0CjTI39Hd4cRxHQgJceHkWz0qDY2ImC91yFzSJREqto7Qu6BG1tRYekmyM0VDyfD4WOE8r5xI4J5SDOgSZWV--6WeuyTUDfWzyOk3RbXb7dGgEJHRxghaoIc1VbXQ4yr-mtSszIJXYDqgfjY1y_oXrYWhEs92cS9eoWI8DNnPjwnL1iUdB1A0teVeUpV06RsUlfx1Ame5w-qj0srt1&xkcb=SoCA6_M3-sfO_X6pFx0PbzkdCdPP&camk=H-lBaXMUocK-CM8rzi8HLA==&p=4&fvj=0&vjs=3
Benefit Services Representative,Associated Industries,"Spokane, WA 99201 (Emerson-Garfield area)",$17.94 - $25.12 an hour,Full-time,This position provides data entry support to the Benefit Services department by accurately processing enrollment and change forms for existing group members.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6AFO-gB4LcG2FdDNTApYxoDIu6b41BAC6CM5-mHeaWvORc1ow7cZb13Fh3VVTOBKd-KNt21DVoJC_HNk0Mte2o2fySc-DgmzrTPOhQ7UZkuD8RtA_a5KIFS4LeM-F3qoSXD50IudtWU9K-8BUi2OpEouYo3d-YmD_8gIgvv8hJMBx7M0xPr-4vXamHLugUsH3d2feu-pfSmd1VqPwDqWwjBDcigA-2MErhrKk7hdQExdfn5vjMlenhbBiLIzzM5pRbHjjoNGK5CA7Dvfe3lB-5wPB-vQqAbugDZ74ACblpYM7Qz28y86MZ3FpQrDn6TJPNTJV8IFOpwEzqzs7mnxVXLeRhgr8eLlf1wGY50AxRUwDk4X_gpHItZ3N9YtRx_7xJB_E6MrOJ6xo5SJxcckThA986ztyarHvvOtAwSSiMNTIMDwOK_Q6qvq4_uCKo2ysg7aaRjgub8JQ-Sp-ufHwZTNg0vMnJ6mlqSGl3MmQy-q5e_mKNvT7xoTkwBIalI2PsZ4ZbHsGnGoNi1wl-gT6KmIeeN7E4eYUZ4bf5rudblro4qFWwYx3DLjwC2eGNMZZj5hKvBHKPYFQanT6HeqaAoDBX3JzVnLPxcHPz-68bpNNGZphi2xRxN7jiCPMyVY=&xkcb=SoA06_M3-sfO_X6pFx0ObzkdCdPP&camk=nUmJqO2E8riV7k_U0vWMPg==&p=5&fvj=0&vjs=3
Sr Lead Architect,JPMorgan Chase & Co,"Plano, TX 75024",Not Provided,Full-time,"Advanced knowledge of software architecture, applications, and technical processes with considerable in-depth knowledge in one or more technical disciplines (e…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF_nh5ZfsFsBmdMtl0VmSp3qr0hiO0v4aMZualv0QEXwqXwKBnae74lJrhMS5AOZ3zXEx3aehvkT0hbQhE9PVGTTg1z91BSy9hUz9T90YBpVZoqtQALUv7SyLWzduoW_Vr_tb-P--Wx4pzC3IPHaYkKGm-AdKdEGO8JrkPN0_hGV0sI10cNNTMMxdZepjl9iUS0G64BmXV6achh_FeF9IYnYRb2FHGn2pTLG4rlS1Hu40giCbZ0RvYIXbTBRafcD0-141X5cJZQbgMoDdWWlNbwtmy0qSb0Jz5uEWF1KnAc-v89eUW88U3ZfZDW6-lZv8p3DDqzfY9rBm8r0tV3NCFC1Nckkq1rDj1AEBrUtVcllryVHAuM0v0SQbZ9uTPY5NiHLrrniiSd-KFwzIJt-7sektFrSd3Bj2AH40hYBWLDabn5qZm6Zopr3WQIGN-FuL9YDos4mw2a4h_jCtha9HHM8Zc_k3XyDW0z2SVVRLHb48mTs6mBtZ9fqgMQnSVzrzlanxIGKbR7kszZT7BtRk2eGW1Ex3cf2rsVxtBtIQP28Hn-Wyou8DZe9anhZk29WKC_sFa284yChg9MUsTOc-Uc-_9RSfhXb8rGcZh2v-NaVNGtOdQ0gDPtEvMXFEO6JyaaHl9kz34hskRJU7BlgiaF46utjkTgA8AlRU4lFuuY1WPquhyzyxipnrmc9-zlCivs-RjW9Bns3ONOBQjI0xRO6Ab0spM1SQU34MiYAa8eC9_u0S6k6YqcFOCK-czKpBA9PLe4eR-LjBXAM9iGCz0v_n_BR-j5eiEEKRSX-uhJwyq7x4OGmBbyz7jiyWzKwjDk3VqPCiglj1-YYl6IAEgkOvc0MLlwVuqT2UI4wqnpqMld-mf6k8kLFeBVqNj29O7zwh6zv1oUMslwY6Ua1FwbdbEDKCha6fbnp705Lc-_iNR0p-rAf_0DXTTWJKeFF0n8ioqjd-sW2o5Sk9J8lnCRFVTYeJMm-jti6Bb8wIq30b1Ge4avoyyDrVWUyVcR31tTLnr9UB5uE4hUK-qiF6DtWMuxaPpzAh_ZquZQKFx3L8Rl0CWfIFqbEws5onVM6HGHLZ4487uwlwW1-1FaZev4SjAUailJzmVyV-ZHa6tzKKK64hKRVyRaWRHxgeahL52DifoPewdPxofQGXjf6_xnwS_7_A3C6V6j5fua2iL5xZh9M7gEzi5XRteCrsqIv4hTpJgGXxeXdAVVJz0eHjR1QNXinx8nfCDbahmnZFuDt4mPdjYD2lOBXwmTPwmEdLUw2HpC3Jl3sFonh-dsBQy8wwA4s3nuCMS9SvTqDVbiJk2MqGlDKMlJz_MlXqITN0=&xkcb=SoCp6_M3-sfO_X6pFx0NbzkdCdPP&camk=4HOcmqOLYrA30gmGkgXD2A==&p=6&fvj=0&vjs=3
Sr Lead Software Engineer,JPMorgan Chase & Co,"Jersey City, NJ 07310 (The Waterfront area)","$171,000 - $260,000 a year",Full-time,"Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF_nh5ZfsFsBmdMtl0VmSp3qr0hiO0v4aMZualv0QEXwqXwKBnae74ANmvVpQ0zTIo0E8R0NUGFvWpDdVsi5GsAN0IlkMZaqELi7KbZ5uyArz0x-zOHXsdgyzrzVJKr9aI1SEo9d_iO5F26hfEd-F4OmvyBxAZ_6K5jjFpqK5q4p26PW1WwLfmPfVFcC_Bdu5c68aMqA7Mfif-lMK2XIhTh22aGLdb8r7sAifwRmpZKLQNN-n7vzsx1NmLfs4ol-u02UIxb3u9yd-TkXMotY0xCdTGw7MIOp0gkUsjACshZNVMIzzlGYRTq1imsujEdDahQ8B5mON23kU7leUMMXbKRIXVvDnn-w_5YFT7yIY_-oauyD7OXZVFDxVSBPVFFr-LkJH3gMbOUiXp4ebLtWi2xnnKtx0QWzAWG9wk7mYspVIX-ylU4QqhgJAyV73j8s9sFVNdP4i_EeXc45Vjx16PyWsON7nFBKoa3L-Q77L0Z4RfZr8xF6IdJdKIng13ScfM088C8OTjopWWkH1aBcokjJcNTZNzMPA5I7NEJrvvjbLE3qAl-S_CbxLpuzPaqwpWCbWgzCZjhM_yxRjTHkRBIf_50uIbJp1LPJBCEvM5Qe5y3pEtzuG_QYGX1CJIG5FAc6qBg3SNTd4qVWaZfHVCQtkZ74xsp0APuj2WxGHo2YPzU35CVwB2UAEAXAVLjywd4rk3x6ydaxigVU6-lLMKr8-gcFJdbr08XikSxD_bqge8cd5xESTjXbIdOHsrGao0POHN6IYu7F0ECtfFhwsSw-cWpwGv3nxvITBhCYa9bnVkK_yvUD6xKWxO6CaxItR0toxdCYI0sQC6QL4TLhkeN9271X1fMdpUOaSC05-RGzvXXZRQSHkzwPvElMAjLilcCFrsIxnl5o5ABtCOu1uRgQVLrpEunVYo7n0V74p2rFlVkTVL9X3PZcGBEh6_OL8iMhplXc7xOzHoN2SuEYCmPRPMHw1ERfOiRQ1jjn4YyuPABwAejBqEe5N93nXAEH3qUxLZFtnBptCYmHPz7XYlUKG_QWbtpRn8aVDqIuHtwF7pNlL28CHdVUVJJl92CMl4yhLFDn6lqSg4buPc7Ed8MLZ6Lhj9U0YNHTRiD715r2OmpWEtAH9YzuzX16HihB7V60_G5WdFcxf7vKDjWrmry_wgSrqSWKyBFvNm9H-Bl_o6BncFmSXWi7TyVGlMNb37-oKekFLiM8m2IZGfHEfD7tFDlJF-b0ydH_hysj_JAwVoaeooBuxsvik0Ejwiy-iov4zAidQ0cLW6ynoDbAQrhTv9w2O-Fp_RNaBuElng7_Z79n4l9psx0jot0IRjRIHbYO8xy_BrUstWyOtDp-Px&xkcb=SoAd6_M3-sfO_X6pFx0MbzkdCdPP&camk=4HOcmqOLYrBqfgxFuoal7g==&p=7&fvj=0&vjs=3
"Advanced Practice Clinician, Primary Care, Eugene, OR",Optum,"Portland, OR 97086",Not Provided,Full-time +1,"Flexible practice models include Traditional, Hybrid & Virtual!
Full-time or Part-time.
Average Daily Patient Census: 16-18 patients.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWpgndjYL01xMr26yTqLCDFb3b3BUdaEwmMV3w6lpNxQlF9nfElD1_UcCEZeahMAyxlGtDAo9E95zULo5CnbGtFfmSwwTiO8w0eLTSUU3eGTTFjyJodIhRXfb1mNyueTfGxdhQ-BQPqSccnAMUD-SwELOF85rmpjgNYYBsgsNrJTIqR42r30soKY9K397FgH9MEiAvncM-I3KfBaavaRkBXUqy26CsT_QkQasY9uy18Klk_V_SIeXjCJW-4nRrL0IY-NU6LnFalPmB1EN71EfKvtPHdSVWyzAdCVOeO2XP7ILoLsTwJ4jZh083qGxRcOqOz8vMyM5JLf94B047RZzjCFLSBBZV9JXOShSUNdtRBPxEH40Iqu3t_ZjPjzeJNZTIkusLZ6K8y_33Rl5n_aeHxHjqARxjl1ibQwOASr_M9V_BAnEEooCv3uqSysXDArCT_aTw5OCcF45ohRgwFbNDZH6DsdWyHQpBTeTKq0Od1m3R2GH4z7IYZ5qacLFH9P5gTcZ4KX3rJ5t2_Tis7XOn3WxC3e2P1ctFeS2qmlW3NJ5XBImLN2d2JD0zi9yeqkzEiMLBuCCfU3TveFyA6qezdofgnF44sFf20z_Lg-yw_1sVi2WFa9xk-VokSveKnlAkWzahZifKwcHK3us62JD4CNyCdGTMVr9u_IAK1PCwUZyfQp8RFHxGkvq_K_QqDo6SxtCF9YrfM-0t1SssJOMML6KBShZT1I3wNgG1rFQlzGZmUCRSk2gJQfh1J0WdZ7gmOsljFAb68xuYTrjJQW872HFBaUEkWF0sfXgJPJLGL5DUd6loZb9oy9mAk5AhdRaTqo0gYQNnWQ==&xkcb=SoD06_M3-sfO_X6pFx0DbzkdCdPP&camk=4HOcmqOLYrBOJqPC6r4zxg==&p=8&fvj=0&vjs=3
Patent Attorney or Agent / Computer / Software / CS Remote USA 94301 3621-i,IP Recruiter Group,"Palo Alto, CA",Not Provided,Full-time,"There is an abundance of challenging work here from major corporate clients, thus you will be exposed to a diverse array of complex software and computer…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-GnfhkYhNSkhmOlIaGMZ2A7LEV2ydYFCWtitvr5FzjSRS2XSZWboiMpVjWsU6ya8GRpJYq21Tx9PfpWjkvtotwYfIxnEpOZuUY8DMM14PredbNP9wquqH15e7-2YI-h4HmlO7f-f8FopS83m9_9_NmFBHhUAbSg8bdI7vTVIijno1rynVwseCDUSh5h345oViZ6O5hxcQA4Ram3GoR7NhvtPHoxbUpeSDH97P4fUDpqvG_6gB99QprrXBNRXHQepbKv2qmM5JNmlTs1rRMrpdK47kPDStJhtYUZuYFRF6gMeu5itSQ4P2fBrN1l5gGXC7yq8EPjin9WSUzy2QBzpERNuZU8dqA0uk4VtS12IVVH1q1bofQryvMIhAaI3UpQ7kG9ESCcSMpQp0-RZsMw4KX2U2WxKBN-nszzvNGIAVgMqz4PwNgLPxt3VkzC6dAO5X2B6F1EmzCHlsmAG7q9oTMDM-FQbKKzRMXPykj-vMp6rLrph4SJTULGwQwFKZXOZHTM4C7y_UApasvztoJTWgeaOjNCm4M2CAGSW78uFP_kWfhTrDtICL6JK7coz0kLmNeagqjuBf8fMHccSFVijLumytrtVBbrm0kA_oCog2gWHxHzcwhTw9CrJ9Mtu3PUd5AkcQSlK5zaCOWcpKw-fiz3DIGbAM83k-4ySX2vo3ruqf50HUklsa5rZXUKAhqzgifYcoDnCYQhSyVsdu3p6eUJkg3Wb5tAe-bN_YSyqiHw==&xkcb=SoBA6_M3-sfO_X6pFx0CbzkdCdPP&camk=4HOcmqOLYrCsjQRXLjDpMQ==&p=9&fvj=1&vjs=3
