Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Sr Data Scientist - Enterprise Artificial Intelligence,"The Travelers Companies, Inc.","Hybrid work in Hartford, CT",Not Provided,Not Provided,"Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…",https://www.indeed.com/rc/clk?jk=5be9c76570301554&bb=Yt3ZOKUkP3ri7KONN5cJSUIjTRFPmWDfgXxB7sdRrWCvtOsZ-Dfcff2f23cPlPH3ayFeJ4ysbIGcreEFopRqH4X5YeT01pJ6QxitHDbP8WVN_Hya8GZGe0wGy9foE2Gj&xkcb=SoBT67M3-ugdb-UTU50LbzkdCdPP&fccid=614604a6208fa23b&vjs=3
"Sr. Language Engineer, Artificial General Intelligence - Data Services, Artificial General Intelligence - Data Services",Amazon.com Services LLC,"Bellevue, WA","$84,000 - $185,000 a year",Full-time,Masters’s or higher degree in a relevant field (computational linguistics or equivalent field with computational analysis).,https://www.indeed.com/rc/clk?jk=ee19de754bfd8876&bb=Yt3ZOKUkP3ri7KONN5cJSadWTy7mQ0GV4k1rA_4-w0CFLqw0Sz-AAGAcHBo_nlrU5YD5SlNswSR0UCUp9R276x1mla9xrbTkiNS0i_GGoqw9oI277qghlg%3D%3D&xkcb=SoDn67M3-ugdb-UTU50KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
Marketing Analyst,Amped Fitness,"Saint Petersburg, FL 33710 (Jungle Terrace area)",Not Provided,Not Provided,"We are seeking a Marketing Analyst with a strong focus on leveraging automated systems, AI technologies, and advanced analytics to drive our marketing…",https://www.indeed.com/rc/clk?jk=6b899961e1e16265&bb=Yt3ZOKUkP3ri7KONN5cJSZh1QzIw1B1HlFgvkxD3AUHY-zp_lVY_H401ZXCnYBKeon_69Eo1PmuWJOVVsKwzHI-GmIoN-0_7kovzxDOx7mGp6IWrh1OZAQtV0jCgyKw-&xkcb=SoDO67M3-ugdb-UTU50IbzkdCdPP&fccid=a761f9b3a89b7417&vjs=3
Marketing Manager,Dream Builders Collective,"Hybrid work in Centerville, UT 84014",$18 - $24 an hour,Full-time +1,"Patio Pros (Decks and Awnings).
Develop and execute strategic marketing plans to achieve company objectives.
Manage product marketing including product launches…",https://www.indeed.com/rc/clk?jk=96f74566e474823c&bb=Yt3ZOKUkP3ri7KONN5cJSW2cnawLKdVDHFwzpLQNuYkHHEpeOzVonyzuTMM2Qb20zpzEMZoh132CYeytmqnIXVGbMl6Vcay5u1z9eztqmOYXPekf9LF4wjTD11aqHtcU&xkcb=SoD067M3-ugdb-UTU50ObzkdCdPP&fccid=a4aac2bb4fdc052a&cmp=Dream-Builders-Collective&ti=Marketing+Manager&vjs=3
"Technical Program Manager I, Regional Carrier Certification, Pixel",Google,"Mountain View, CA",Not Provided,Full-time,"Bachelors degree or equivalent practical experience.
1 year of experience in program management.
1 year of experience with hardware development.",https://www.indeed.com/rc/clk?jk=29f9a1f3c982d5e5&bb=Yt3ZOKUkP3ri7KONN5cJSWCy1ukGS5yofcC6ZbOEd4STfICuXrswGI3bNZ7Ur52-DW09A_e8InyHzHsIpTy50ZWboHCgAEwZfiw_RNSq4UBEKxARHWsruQ%3D%3D&xkcb=SoA067M3-ugdb-UTU50DbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Health Data Scientist,Booz Allen,"Bethesda, MD","$110,100 - $250,000 a year",Full-time,"As a data scientist, you’re excited at the prospect of unlocking the secrets held by a data set, and you’re fascinated by the possibilities presented by IoT,…",https://www.indeed.com/rc/clk?jk=7269a90152894cdd&bb=Yt3ZOKUkP3ri7KONN5cJSanqyl2yde6bOKd7EzX59EobsO141ZaYx4fALT7RQaU-wHwv9DcK8ocxUmbzRTrT9oIxsDgJ8sO600L1bFm45y0xv4xnOZnq9m78Lsp48wGw&xkcb=SoAn67M3-ugdb-UTU50HbzkdCdPP&fccid=4e041af1d0af1bc8&vjs=3
HPC Architect,Lenovo,"Morrisville, NC","$138,000 - $187,000 a year",Full-time,"Lenovo is looking for a highly skilled architect specialized in high performance computing and artificial intelligence.
Educate the extended team on HPC&AI.",https://www.indeed.com/rc/clk?jk=32fce876a2cd519e&bb=Yt3ZOKUkP3ri7KONN5cJSYXw1gid2X8RfPNZ-XKXB5UFyksBKsGqY3l5CssEr-ETINXKBUqbUF7g5kbaFT2Ixj1pTFDGvPhSf6rUSk-VZ7ce5Ynh6S3T1w%3D%3D&xkcb=SoCd67M3-ugdb-UTU50bbzkdCdPP&fccid=af103eaff391cdf0&vjs=3
Staff Software Engineer (Founding),MemGPT,"San Francisco, CA",Not Provided,Full-time,"At least one company that has experienced startup-type growth during your tenure.
Supported, added to, and expanded on a variety of frameworks, programming…",https://www.indeed.com/rc/clk?jk=bcf20d6025f87e24&bb=Yt3ZOKUkP3ri7KONN5cJSbDbIJeFAoSyvqNtYfZqn_phcfuj9C327LIsYcaEU4EG9RWkOPg2FomZQTQG0-x9SGH5gamaftQB7CjemYTXS_1Cg2LMAPRMQvTgNW-6uzUT&xkcb=SoC067M3-ugdb-UTU50ZbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
AI Engineer,Cornerstone Defense,"Bethesda, MD",Not Provided,Not Provided,"View all Cornerstone Defense jobs in Bethesda, MD - Bethesda jobs - Engineer jobs in Bethesda, MDSalary Search: AI Engineer salaries in Bethesda, MDSee popular questions & answers about Cornerstone Defense",https://www.indeed.com/rc/clk?jk=61b528624c24ea78&bb=Yt3ZOKUkP3ri7KONN5cJSXWjojGW_A6z3rMKiGyodFC9D_33X_4GSOg3QXVKzAy3iuF6G-yOQ3jM5P1OsmvRzW4VT3qQasbiBCrHTK1RXPaiqie-mrObNKHSVx3iqncV&xkcb=SoCO67M3-ugdb-UTU50fbzkdCdPP&fccid=c4dad3c95358e466&vjs=3
Chatbot Developer,ADP,"Roseland, NJ 07068",Not Provided,Full-time,You will help us reinvent how associates connect with HR using technology and how we provide support by merging automation with user experience.,https://www.indeed.com/rc/clk?jk=d67bcf4a4edb0da6&bb=Yt3ZOKUkP3ri7KONN5cJSXCJhtdJ9h4n1QUycSJoyqAyz38X0UZbD8fJ6frQHPJDtSOL-J2iI9SmWjgkJWiyVd1cAt8kuXD4Iqjy3fR-qwSc1ZT4bNlS_Q%3D%3D&xkcb=SoA667M3-ugdb-UTU50ebzkdCdPP&fccid=e996c2d6855fe778&vjs=3
